KETTERING HEALTH NETWORK STANDARD PRICES,
NOTE: AN ASTERISK (*) DESIGNATES THAT THE PRICE IS VARIABLE BASED ON TYPE OF DRUG/SUPPLY AND/OR VARIABLE COST,
PROC_CODE,STANDARD_PRICE
99901052,52
27272427,52.39
27208040,53
27250958,53
27251054,53
27260014,53
27260015,53
27260016,53
27271903,53
27271904,53
27201217,54
27204138,54
27209107,54
27209510,54
27250201,54
27252277,54
27252324,54
27252325,54
27252326,54
27252327,54
27201049,55
27201050,55
27201107,55
27201476,55
27202625,55
27203087,55
27204020,55
27205210,55
27205222,55
27208775,55
27209866,55
27210565,55
27251183,55
27251480,55
27252111,55
27252119,55
27252609,55
27254474,55
27254519,55
27270738,55
27272422,55.56
27203588,56
27203589,56
27203590,56
27206888,56
27208047,56
27270835,56
27272425,56.71
27206132,56.9
27206477,57
27270557,57
27272503,57
27272507,57
27201328,58
27201329,58
27204378,58
27206474,58
27206730,58
27208795,58
27209074,58
27210427,58
27210428,58
27250046,58
27251501,58
27260108,58
27270300,58
27272069,58
27272070,58
27272071,58
27272143,58
27200592,59
27203578,59
27203740,59
27203891,59
27205255,59
27205256,59
27209174,59
27210505,59
27251452,59
27251720,59
27252719,59
27253239,59
27253240,59
27254793,59
27272482,59
27200663,60
27201324,60
27201503,60
27202579,60
27203426,60
27203610,60
27204325,60
27209647,60
27210152,60
27210153,60
27210460,60
27251486,60
27251918,60
27252343,60
27252344,60
27252346,60
27252347,60
27252665,60
27252678,60
27254013,60
27271007,60
27272403,60.16
27205277,61
27208776,61
27252300,61
27271105,61
27272231,61
27272233,61
27200563,62
27201462,62
27202616,62
27209069,62
27250069,62
27250928,62
27254839,62
27254909,62
27270085,62
27271364,62
27272170,62
27272353,62
27201396,63
27201411,63
27202692,63
27203617,63
27204115,63
27204116,63
27204117,63
27204904,63
27206020,63
27206022,63
27206606,63
27251456,63
27252686,63
27254529,63
27270296,63
27272089,63
27272171,63
27272270,63
27272287,63
27201608,64
27205223,64
27206600,64
27210218,64
27210396,64
27210429,64
27250063,64
27252299,64
27252361,64
27252368,64
27253141,64
27270848,64
27270849,64
27272140,64
27200022,65
27201131,65
27201239,65
27201283,65
27204081,65
27206016,65
27206017,65
27206018,65
27206019,65
27206021,65
27209054,65
27209372,65
27209516,65
27251055,65
27252421,65
27252424,65
27252425,65
27252431,65
27252432,65
27252696,65
27252697,65
27252804,65
27253061,65
27254869,65
27270343,65
27271047,65
27271439,65
27272076,65
27272179,65
27272362,65
27201194,66
27209119,66
27252663,66
27253149,66
27254748,66.5
27203711,67
27206768,67
27201416,68
27203555,68
27203930,68
27209896,68
27251065,68
27251128,68
27251921,68
27251958,68
27252698,68
27260109,68
27271437,68
27271821,68
27272073,68
27272175,68
27272377,68
27200706,69
27200865,69
27201176,69
27201215,69
27201590,69
27203130,69
27203133,69
27203443,69
27203462,69
27203780,69
27204016,69
27204017,69
27206601,69
27206602,69
27207002,69
27209552,69
27210714,69
27226245,69
27253044,69
27253045,69
27270589,69
27271747,69
27271748,69
27272163,69
27200741,70
27204342,70
27206004,70
27209077,70
27272767,70
27201076,71
27203547,71
27203557,71
27204223,71
27206603,71
27254757,71
27260204,71
27272074,71
27272240,71
27270358,71.04
27201077,72
27208028,72
27209606,72
27252814,72
27271791,72
27201364,73
27201365,73
27202573,73
27203898,73
27205183,73
27226082,73
27226083,73
27226084,73
27226222,73
27252395,73
27254488,73
27271746,73
27272496,73
27272498,73
27272500,73
27200533,74
27200684,74
27208007,74
27209284,74
27270088,74
27202578,75
27203251,75
27209235,75
27260042,75
27270955,75
27271952,75
99900059,75
27201581,76
27201583,76
27202605,76
27203081,76
27204467,76
27204869,76
27208973,76
27209108,76
27210431,76
27251926,76
27252592,76
27252693,76
27270385,76
27270556,76
27271171,76
27271345,76
27271749,76
27203884,77
27204164,77
27204324,77
27206821,77
27206822,77
27206834,77
27209551,77
27251725,77
27252963,77
27272504,77
27272505,77
27272508,77
27202688,78
27203078,78
27203079,78
27203097,78
27203113,78
27203138,78
27204156,78
27205228,78
27206671,78
27208252,78
27208253,78
27210577,78
27251444,78
27251886,78
27251995,78
27252284,78
27254511,78
27254859,78
27254860,78
27254863,78
27254959,78
27270945,78
27270947,78
27271022,78
27271346,78
27271362,78
27272038,78
27272072,78
27272296,78
27272297,78
27272447,78
27272768,78
99900271,78
27204034,79
27204139,79
27206047,79
27208042,79
27209205,79
27209219,79
27226100,79
27226177,79
27251063,79
27201522,80
27208797,80
27209131,80
27210806,80
27272237,80
27203714,81
27204858,81
27205080,81
27251180,81
27201261,82
27202694,82
27206604,82
27272247,82
27203013,83
27203119,83
27203120,83
27203121,83
27203128,83
27206890,83
27210433,83
27226206,83
27272245,83
27272248,83
27272288,83
27272358,83
27200689,84
27201200,84
27206573,84
27206746,84
27209335,84
27254887,84
27254888,84
27260112,84
27270279,84
27270354,84
27271158,84
27271159,84
27271840,84
27272085,84
27272086,84
27272087,84
27203139,85
27225965,85
27225966,85
27252230,85
27252278,85
27253213,85
27260110,85
27270811,85
27201157,86
27203252,86
27203713,86
27205082,86
27206612,86
27210839,86
27251710,86
27252283,86
27271443,86
27271838,86
27200589,87
27200779,87
27209332,87
27226251,87
27252037,87
27252869,87
27254838,87
27254896,87
27270713,87
27272062,87
27272444,87
27272785,87
27204371,88
27205125,88
27206515,88
27206999,88
27210801,88
27210840,88
27270737,88
27271365,88
27271380,88
27271996,88
27272229,88
27272230,88
27200586,89
27200587,89
27201609,89
27203085,89
27204144,89
27250988,89
27253198,89
27271020,89
27271842,89
27201483,90
27270305,90
27801544,90
27801670,90
27801671,90
27801674,90
27801675,90
27801676,90
27801679,90
27200954,91
27202576,91
27203430,91
27204212,91
27204237,91
27209158,91
27209537,91
27251871,91
27253010,91
27270151,91
27270860,91
27204150,92
27205117,92
27209374,92
27254794,92
27271021,92
27272443,92
27272784,92
27204195,93
27204326,93
27206521,93
27252458,93
27252867,93
27252868,93
27271939,93
27271940,93
27272304,93
27203132,94
27203250,94
27203911,94
27203980,94
27208808,94
27251867,94
27270369,94
27271764,94
27271765,94
27271766,94
27271767,94
27271768,94
27271769,94
27271770,94
27200409,95
27203679,95
27204732,95
27250840,95
27252038,95
27253206,95
27271131,95
27271950,95
27272271,95
27201158,96
27204327,96
27205283,96
27205287,96
27205348,96
27205349,96
27205350,96
27205352,96
27208075,96
27209154,96
27210535,96
27210536,96
27271142,96
27272441,96
27272782,96
99900428,96
27200734,97
27204098,97
27205187,97
27206787,97
27251064,97
27252445,97
27270970,97
27270971,97
27270972,97
27270973,97
27270974,97
27271057,97
27271130,97
27272249,97
27272493,97
27272494,97
27253207,98
27271470,98
27271757,98
27271758,98
27271759,98
27271760,98
27271761,98
27271762,98
27271763,98
27201413,99
27204288,99
27206522,99
27226176,99
27226179,99
27251101,99
27252039,99
27254837,99
27254884,99
27260024,99
27270093,99
27271143,99
27210554,99.44
27202702,100
27271129,100
27272199,100
99900452,100
27202612,101
27204194,101
27208012,101
27209139,101
27210583,101
27225969,101
27225990,101
27251112,101
27251751,101
27251752,101
27251753,101
27252002,101
27252363,101
27252366,101
27252671,101
27271347,101
27202610,102
27203887,102
27206599,102
27254250,102
27254606,102
27270862,102
27270865,102
27270867,102
27270871,102
27203710,103
27252535,103
27271956,103
27272365,103
27201225,104
27202703,104
27204052,104
27206191,104
27209181,104
27209182,104
27209183,104
27209184,104
27209187,104
27251030,104
27254862,104
27270044,104
27271139,104
27272194,104
27272195,104
27272196,104
27272198,104
27272232,104
99900390,104
27201086,105
27210210,105
27254861,105
27254865,105
27254866,105
27206136,106
27206137,106
27206139,106
27206140,106
27206141,106
27206142,106
27206143,106
27206145,106
27206147,106
27209170,106
27200771,107
27202582,107
27203084,107
27203089,107
27203090,107
27204100,107
27206615,107
27206668,107
27208020,107
27251446,107
27251976,107
27203791,107.16
27201260,108
27201334,108
27203477,108
27250246,108
27251703,108
27251704,108
27252359,108
27270869,108
27251129,109
99900336,109
27209169,110
27251457,110
27251458,110
27251459,110
27272099,110
27272367,110
27272368,110
27272369,110
27272370,110
27206622,111
27201421,112
27208842,112
27251185,112
27252669,112
27254913,112
27254914,112
27254925,112
27254926,112
27254927,112
27270099,112
27270320,112
27270321,112
27270322,112
27270323,112
27270324,112
27270325,112
27270326,112
27270327,112
27270447,112
27270448,112
27270449,112
27270450,112
27270797,112
27270798,112
27270799,112
27270800,112
27270801,112
27271132,112
27271305,112
27271905,112
27271990,112
27201678,113
27209080,113
27251627,113
27252396,113
27253994,113
99900478,113
27272450,113.1
27200805,114
27201027,114
27205213,114
27210475,114
27253034,114
27272407,114
27272408,114
27272409,114
27201101,115
27203100,115
27203109,115
27210579,115
27226187,115
27226230,115
27251116,115
27252356,115
27252360,115
27252369,115
27253144,115
27260006,115
27270823,115
27272346,115
27201060,116
27204101,116
27251637,116
27271742,116
27201312,117
27201385,117
27201586,117
27201600,117
27201613,117
27201671,117
27201672,117
27201673,117
27202762,117
27202763,117
27204663,117
27206030,117
27206679,117
27206680,117
27206681,117
27206682,117
27206683,117
27206686,117
27209694,117
27251835,117
27251927,117
27254206,117
27271306,117
27271771,117
27271772,117
27271773,117
27271774,117
27271775,117
27271776,117
27271777,117
27271472,117.16
27206618,118
27251700,118
27252941,118
27200536,119
27202577,119
27210574,119
27270851,119
27202731,120
27202732,120
27202733,120
27202734,120
27202735,120
27202736,120
27202739,120
27202740,120
27202745,120
27202748,120
27202759,120
27202760,120
27202766,120
27202767,120
27202769,120
27202776,120
27202780,120
27202781,120
27202782,120
27202785,120
27202787,120
27202788,120
27202789,120
27202790,120
27202799,120
27202800,120
27202801,120
27202803,120
27202804,120
27202805,120
27202807,120
27202808,120
27202809,120
27202810,120
27202811,120
27202816,120
27202817,120
27202818,120
27202819,120
27202820,120
27202822,120
27202826,120
27202829,120
27202831,120
27202837,120
27202839,120
27202841,120
27202848,120
27202849,120
27202850,120
27202852,120
27202853,120
27202855,120
27202857,120
27202859,120
27202863,120
27202865,120
27202866,120
27202871,120
27202873,120
27202874,120
27202875,120
27202877,120
27202879,120
27202881,120
27202882,120
27202886,120
27202888,120
27202893,120
27202897,120
27202905,120
27202907,120
27202908,120
27202909,120
27202910,120
27202911,120
27202912,120
27202913,120
27206449,120
27208415,120
27208416,120
27208417,120
27208418,120
27208419,120
27208420,120
27208421,120
27208422,120
27208423,120
27208425,120
27208426,120
27208427,120
27208428,120
27208429,120
27208430,120
27208431,120
27208432,120
27208433,120
27208434,120
27208435,120
27208436,120
27208437,120
27208438,120
27208439,120
27208440,120
27208441,120
27208442,120
27208443,120
27208445,120
27208446,120
27208447,120
27208448,120
27208449,120
27208450,120
27208451,120
27208452,120
27208453,120
27208454,120
27208455,120
27208456,120
27209343,120
27209345,120
27209348,120
27209356,120
27209366,120
27209367,120
27209381,120
27209636,120
27209637,120
27209638,120
27209702,120
27209703,120
27209704,120
27209707,120
27209708,120
27209709,120
27209712,120
27209716,120
27209717,120
27209719,120
27209720,120
27209755,120
27209757,120
27210150,120
27251257,120
27251286,120
27251822,120
27252664,120
27252675,120
27252676,120
27254740,120
27272239,120
27200975,121
27201087,121
27204135,121
27251503,121
27253006,121
99900296,121
27203821,122
27204054,122
27210458,122
27251495,122
27254649,122
27271342,122
27202693,123
27208151,123
27208152,123
27208154,123
27208272,123
27210447,123
27270891,123
27271069,123
27271072,123
27271519,123
27271520,123
27271521,123
27271522,123
27271523,123
27271524,123
27271780,123
27271781,123
27271793,123
27272451,123.5
27200874,124
27201386,124
27202661,124
27203234,124
27205284,124
27206613,124
27251120,124
27251132,124
27252716,124
27254836,124
27200907,125
27202536,125
27203712,125
27250468,125
27250972,125
27250973,125
27253887,125
27271087,125
27272166,125
27201102,126
27203775,126
27206165,126
27208019,126
27209138,126
27209192,126
27250217,126
27254610,126
27254612,126
27270850,126
27270864,126
27270911,126
27272186,126
27201253,127
27202660,127
27250145,127
27251130,127
27251701,127
27252863,127
27202921,128
27202961,128
27202962,128
27204612,128
27206705,128
27206706,128
27208459,128
27208463,128
27210540,128
27210542,128
27210545,128
27210546,128
27210550,128
27210551,128
27210563,128
27210681,128
27210683,128
27210685,128
27210686,128
27210688,128
27210691,128
27210692,128
27210694,128
27210695,128
27210698,128
27210699,128
27210700,128
27210702,128
27210704,128
27251239,128
27251274,128
27251275,128
27251278,128
27251279,128
27251282,128
27251283,128
27251312,128
27251316,128
27251320,128
27251324,128
27251335,128
27251336,128
27251338,128
27251339,128
27251340,128
27254157,128
27254533,128
27254534,128
27254535,128
27254536,128
27254537,128
27254538,128
27254539,128
27254540,128
27254541,128
27254542,128
27254543,128
27254544,128
27270096,128
27270307,128
27271458,128
27209164,129
27209191,129
27226050,129
27251876,129
27252858,129
27252859,129
27252860,129
27252919,129
27271390,129
27272190,129
27201376,130
27202737,130
27202777,130
27202784,130
27202802,130
27202806,130
27202814,130
27202815,130
27202824,130
27203136,130
27205188,130
27206178,130
27206179,130
27206389,130
27208424,130
27208893,130
27208952,130
27209347,130
27209350,130
27250504,130
27254556,130
27254944,130
27270892,130
27271004,130
27271100,130
27272291,130
27272394,130
27272395,130
27272396,130
27272397,130
27272398,130
27202630,131
27202645,131
27202648,131
27209075,131
27209185,131
27209336,131
27251917,131
27251925,131
27204148,132
27204600,132
27205351,132
27226199,132
27251851,132
27251896,132
27272442,132
27272783,132
27203140,133
27203141,133
27203567,133
27203568,133
27204304,133
27208894,133
27209161,133
27210219,133
27251922,133
27271461,133
27200532,134
27200537,134
27200538,134
27201243,134
27209573,134
27251451,134
27251454,134
27271214,134
27272355,134
27204137,135
27254883,135
27201659,136
27209176,136
27209867,136
27250282,136
27251019,136
27251988,136
27252078,136
27253103,136
27253104,136
27271045,136
27271209,136
27272144,136
27202741,137
27203083,137
27204027,138
27209271,138
27209303,138
27250026,138
27252079,138
27270772,138
27270773,138
27270774,138
27270775,138
27201482,139
27202644,139
27202979,140
27208460,140
99900284,140
27201465,141
27202919,141
27202920,141
27202923,141
27202941,141
27202957,141
27202958,141
27202959,141
27202983,141
27203099,141
27205206,141
27208841,141
27209724,141
27209726,141
27209784,141
27225970,141
27201103,142
27202602,142
27202701,142
27204305,142
27209134,142
27209135,142
27209136,142
27252206,142
27252232,142
27253218,142
27201029,143
27202944,143
27202955,143
27203624,143
27204113,143
27204783,143
27204784,143
27204785,143
27204786,143
27206032,143
27206033,143
27206049,143
27206051,143
27206684,143
27206827,143
27206828,143
27206829,143
27206830,143
27206831,143
27206867,143
27209098,143
27209775,143
27210821,143
27210824,143
27210825,143
27226076,143
27251346,143
27251347,143
27251505,143
27251947,143
27251984,143
27252845,143
27270344,143
27270723,143
27270802,143
27271492,143
27271925,143
27271926,143
27272416,143
27208125,144
27210158,144
27272058,144
27202636,145
27203101,145
27203126,145
27203134,145
27203147,145
27251677,145
27251702,145
27204187,146
27208249,146
27226180,146
27251029,146
27251763,146
27270086,146
27272022,146
27272402,146
27203235,147
27209145,147
27226166,147
27251971,147
27253142,147
27271920,147
27201490,148
27202580,148
27209048,148
27209502,148
27203166,149
27271953,149
27202633,150
27202647,150
27202798,150
27203114,150
27203115,150
27210085,150
27251484,150
27271361,150
27272192,150
27272193,150
27202937,151
27202938,151
27202939,151
27202940,151
27203623,151
27203626,151
27208462,151
27208466,151
27251332,151
27251333,151
27251334,151
27251378,151
27251481,151
27251691,151
27251692,151
27254758,151
27254759,151
27270931,151
27271050,151
27202757,152
27203554,152
27203558,152
27204193,152
27208461,152
27208464,152
27209721,152
27226237,152
27251059,152
27251060,152
27251066,152
27251067,152
27204372,152.64
27801547,152.88
27801549,152.88
27801551,152.88
27801552,152.88
27801553,152.88
27801554,152.88
27801555,152.88
27202791,153
27202792,153
27202793,153
27202794,153
27202796,153
27202797,153
27202924,153
27202926,153
27202928,153
27203625,153
27208465,153
27209574,153
27250865,153
27251893,153
27201284,154
27201285,154
27202632,154
27206906,154
27210679,154
27226133,154
27272157,154
27205398,155
27272191,155
27200798,156
27203086,156
27206728,156
27208774,156
27208885,156
27209580,156
27270803,156
27270804,156
27271018,156
27271019,156
27271082,156
27272523,156
27201553,157
27202770,157
27202947,157
27202948,157
27202949,157
27202950,157
27202951,157
27202952,157
27202953,157
27202954,157
27202956,157
27204043,157
27209130,157
27252035,157
27252036,157
27272172,157
27203760,157.96
27254239,157.96
27209175,158
27252169,158
27206989,158.5
27203284,159
27205118,159
27205119,159
27254727,159
27254728,159
27254729,159
27254730,159
27254731,159
27254732,159
27254733,159
27204312,160
27204970,160
27252662,160
27270831,160
27270832,160
27270833,160
27271098,160
27271212,160
27201378,161
27201518,161
27209103,161
27209106,161
27251894,161
27203124,162
27203290,162
27206048,162
27209081,162
27209082,162
27209095,162
27201140,163
27202551,163
27202649,163
27203515,163
27206059,163
27254890,163
27203060,164
27204198,164
27251522,164
27252280,164
27252373,164
27252782,164
27252784,164
27200694,165
27203088,165
27203092,165
27206055,165
27252082,165
27252864,165
27252865,165
27252866,165
27204197,166
27209186,166
27203979,167
27209068,167
27254764,167
27270830,167
27270926,167
27271065,167.2
27271834,167.2
27202581,168
27204303,168
27251455,168
27201238,169
27201257,169
27201282,169
27202690,169
27203545,169
27203882,169
27204093,169
27204199,169
27205329,169
27226016,169
27226075,169
27226077,169
27251134,169
27252846,169
27252847,169
27252849,169
27252851,169
27252852,169
27252853,169
27252855,169
27252856,169
27271336,169
27271337,169
27271338,169
27271339,169
27271340,169
27204298,170
27209943,171
27204603,172
27252056,172
27252059,172
27252165,172
27254964,172
27200024,173
27209208,173
27270853,173
27270855,173
27202697,175
27203098,175
27204201,175
27206089,175
27206390,175
27270836,175
27270838,175
27202637,176
27204972,176
27254823,176
27272467,176
