Charge Code,Charge Code Description,HCPCS Code, June 2019 Prices 
456723,VALVE CARDIAC 04,L8699," 26,246.24 "
456731,VALVE CARDIAC 05,L8699," 31,018.29 "
456749,VALVE CARDIAC 0604,L8699," 35,790.34 "
456756,VALVE CARDIAC 0704,L8699," 40,562.38 "
456764,VALVE CARDIAC RING 0204,L8699," 5,965.65 "
456780,VALVE CARDIAC RING 0404,L8699," 10,737.70 "
456798,VALVE CARDIAC RING 05,L8699," 9,015.00 "
456806,VALVE CARDIAC BAND 01 04,L8699," 3,579.62 "
456814,VALVE CARDIAC BAND 02 04,L8699," 5,965.65 "
456830,VALVE CARDIAC BAND 04,L8699," 10,737.70 "
456848,VALVE CARDIAC BAND 0504,L8699," 13,123.71 "
456897,WASHER/NUT/CAP 03,L8699, 522.24 
456905,WASHER/NUT/CAP 0404,L8699, 913.52 
456913,WASHER/NUT/CAP 0504,L8699," 1,278.69 "
456947,IMP EAR PROSTH 0604,L8699," 1,311.78 "
456954,ANCHOR/SCREW BONE 0704,L8699," 2,624.74 "
456962,GRAFT VASC SYN 17 04,L8699," 29,825.87 "
456996,ANCHOR/SCREW BONE 08,L8699," 3,102.18 "
457002,ANCHOR/SCREW BONE 0904,L8699," 3,579.62 "
457028,LEAD NEUROSTM KT 09,C1897," 3,014.12 "
457036,LEAD NEUROSTM KT 10,C1897," 3,021.98 "
457044,LEAD NEUROSTM KT 11,C1897," 4,097.73 "
457051,LEAD NEUROSTM KT 12,C1897," 6,023.67 "
457069,LEAD NEUROSTM KT 13,C1897," 7,161.08 "
457077,AGENT HEMOSTASIS 04,Z7610, 835.53 
457085,AGENT HEMOSTASIS 05,Z7610," 1,193.61 "
457093,AGENT HEMOSTASIS 06,Z7610," 1,669.86 "
457101,AGENT HEMOSTASIS 07,Z7610," 2,147.30 "
457119,AGENT HEMOSTASIS 08,Z7610," 2,624.74 "
457127,AGENT HEMOSTASIS 09 04,Z7610," 3,102.18 "
457135,CABLE ORTHO/SPINE 04,L8699," 4,175.25 "
457143,IMP CLIP CARDIAC/NEURO 12 04,L8699," 13,123.71 "
457184,GRAFT VASC ALLO/XEN 1804,L8670," 41,755.98 "
457192,GRAFT VASC ALLO/XEN 19 04,L8670," 53,686.09 "
457200,GRAFT VASC SYN 18 04,L8699," 41,755.98 "
457218,GRAFT VASC SYN 19,L8699," 53,686.09 "
457291,LEAD AICD OTHER 08,C1896," 3,904.62 "
457317,LEAD AICD SNGL 08 04,C1777," 3,195.54 "
457366,LEAD NEUROSTM 09,C1778," 5,318.02 "
457416,LEAD PCMKR/AICD 0804,C1899," 4,175.25 "
457432,TISS CONN HUMAN 08,L8699," 5,965.65 "
457440,TISS CONN HUMAN 09,L8699," 8,108.42 "
457457,TISS CONN HUMAN 10,L8699," 10,737.70 "
457556,LEAD AICD DUAL 11 04,C1895," 11,930.11 "
457572,LEAD AICD DUAL 1304,C1895," 16,432.71 "
457580,LEAD AICD DUAL 14,C1895," 26,246.24 "
457614,TISS CONN NON-HUM 01,L8699, 548.35 
457622,TISS CONN NON-HUM 02,L8699," 1,278.69 "
457630,TISS CONN NON-HUM 03,L8699, 913.52 
457648,TISS CONN NON-HUM 04,L8699," 2,009.04 "
457655,TISS CONN NON-HUM 05,L8699," 1,460.67 "
457663,TISS CONN NON-HUM 06,L8699," 3,103.37 "
457671,TISS CONN NON-HUM 07,L8699," 1,825.86 "
457689,TISS CONN NON-HUM 08,L8699," 4,565.22 "
457697,TISS CONN NON-HUM 09,L8699," 6,391.09 "
457705,TISS CONN NON-HUM 10,L8699," 8,216.95 "
457713,CATH SPEC/OTHER 08 04,Z7610," 3,102.18 "
457721,CATH THROMB/EMBOL 04,Z7610," 1,193.61 "
457739,CATH THROMB/EMBOL 0504,Z7610," 1,669.86 "
457770,SHUNT NEURO/PERI VALVE 01,L8699," 1,789.22 "
457788,SHUNT NEURO/PERI VALVE 02,L8699," 2,982.83 "
457796,SHUNT NEURO/PERI VALVE 03,L8699," 4,175.25 "
457804,ANCHOR/SCREW BONE 11,L8699," 4,533.32 "
457812,ANCHOR/SCREW BONE 12,L8699," 5,368.84 "
457853,IMP SYS EMBOL PROTECTION,C1884," 6,738.47 "
457879,STENT NON-COR TEMP W/ 15 04,L8699," 12,780.99 "
458000,PORT INDWELLING 04,L8699," 1,669.86 "
458018,PORT INDWELLING 05,L8699," 2,147.30 "
458026,PORT INDWELLING 0604,L8699," 2,624.74 "
458042,CATH SPEC/OTHER 09,Z7610," 2,739.38 "
458059,IMP SEALANT LQ 05,Z7610," 2,386.03 "
458067,IMP SEALANT LQ 0604,Z7610," 2,374.20 "
458075,IMP SEALANT LQ 07,Z7610," 1,460.67 "
458083,MESH SYN 15,L8699," 20,281.78 "
458109,CATH TRN ANG OTH 08,C1725," 2,739.38 "
458232,STENT RX/COAT PERM W/ 01 04,L8699," 2,458.64 "
458240,STENT RX/COAT PERM W/ 0204,L8699," 6,391.09 "
458257,STENT RX/COAT PERM W/ 03,L8699," 8,216.95 "
458265,STENT RX/COAT PERM W/ 04,L8699," 5,477.56 "
458299,IMP EAR PROSTH 0704,L8699," 1,669.86 "
458323,CAGE/SPACER SPINE 06,L8699," 16,268.45 "
458331,WASHER/NUT/CAP 08,L8699," 2,374.20 "
458349,PLATE ORTHO/SPINE 09,L8699," 5,368.84 "
458406,PLATE ORTHO/SPINE 10,L8699," 5,477.56 "
458414,PLATE ORTHO/SPINE 11,L8699," 5,933.74 "
458422,PLATE ORTHO/SPINE 12,L8699," 6,847.26 "
458521,SHUNT NEURO/PERI VALVE 04,L8699," 2,739.38 "
458539,LEAD NEUROSTM 1004,C1778," 6,204.94 "
458547,LEAD NEUROSTM 11,C1778," 7,977.62 "
458554,LEAD NEUROSTM 1204,C1778," 9,750.30 "
458562,IMP OCULAR 01 04,L8699, 886.34 
458612,ROD/NAIL/PIN ORTH/SPINE12,L8699," 9,312.47 "
458653,ANCHOR/SCREW BONE 13,L8699," 7,090.71 "
458661,ANCHOR/SCREW BONE 14,L8699," 7,977.62 "
458687,PORT INDWELLING 08 04,L8699," 1,639.09 "
458711,LENS IOL ANT 01,V2630, 177.27 
458737,LENS IOL POST 01,V2632, 183.18 
458745,LENS IOL POST 02,V2632, 548.35 
458794,DEVICE EXT FIX 14,L8699," 13,123.71 "
458851,LEAD NEUROSTM 13,C1778," 11,522.96 "
458869,LEAD NEUROSTM 14,C1778," 13,295.64 "
458893,CAGE/SPACER SPINE 0704,L8699," 18,437.01 "
458901,CAGE/SPACER SPINE 0804,L8699," 20,606.78 "
458943,IMP BAND LAP,L8699," 13,861.14 "
458968,LEAD NEUROSTM KT 1504,C1897," 12,444.31 "
458976,DEVICE VENTRICULAR ASSIST,L8699," 65,730.84 "
458992,MESH SYN 17 04,L8699," 17,210.45 "
459016,CATH SPEC/OTHER 11 04,Z7610," 3,469.72 "
459032,CATH SPEC/OTHER 13 04,Z7610," 5,407.50 "
459115,CATH TRN ANG OTH 10,C1725," 3,469.72 "
459198,CABLE ORTHO/SPINE 05,L8699," 2,387.03 "
459289,BONE HUMAN/SYN 14,L8699," 10,042.81 "
459297,BONE HUMAN/SYN 15,L8699," 13,803.25 "
459305,CAGE/SPACER SPINE 09,L8699," 20,084.41 "
459313,DEVICE EXT FIX 15,L8699," 12,780.99 "
459321,PLATE ORTHO/SPINE 13,L8699," 4,565.22 "
459339,PLATE ORTHO/SPINE 1404,L8699," 5,477.56 "
459347,PLATE ORTHO/SPINE 15,L8699," 11,868.66 "
459354,PLATE ORTHO/SPINE 1604,L8699," 13,694.51 "
459388,LEAD NEUROSTM 15 04,C1778," 15,520.37 "
459396,LEAD NEUROSTM 16,C1778," 17,346.23 "
459404,LEAD NEUROSTM 17,C1778," 19,172.09 "
459412,LEAD NEUROSTM 1804,C1778," 20,997.94 "
459420,SHUNT NEURO/PERI VALVE 05,L8699," 6,389.90 "
459438,SHUNT NEURO/PERI VALVE 06,L8699," 8,216.95 "
459446,BONE HUMAN/SYN 16,L8699," 16,432.71 "
459453,IMP URI BULK SYN W/ 1ML04,L8699, 548.35 
459461,CAGE/SPACER SPINE 1004,L8699," 23,736.14 "
459479,CAGE/SPACER SPINE 1104,L8699," 27,387.84 "
459495,AGENT HEMOSTASIS 10 04,Z7610," 2,739.38 "
459503,AGENT HEMOSTASIS 11 04,Z7610," 2,550.00 "
459586,IMP TEAR DUCT PERM 04,L8699, 580.26 
459628,PLATE ORTHO/SPINE 17,L8699," 15,520.37 "
459651,BONE HUMAN/SYN 17,L8699," 10,433.47 "
459685,GEN NEUROSTM W/ 03,L8699," 45,642.86 "
459693,GEN NEUROSTM W/ 04,L8699," 63,904.98 "
459701,GEN NEUROSTM W/ 05 04,L8699," 79,770.44 "
459719,GEN NEUROSTM W/ 06 04,L8699," 100,422.11 "
459727,LEAD NEUROSTM 1904,C1778," 21,910.28 "
459735,LEAD NEUROSTM 20,C1778," 24,649.66 "
459784,SHUNT NEURO/PERI VALVE 0704,L8699," 10,042.81 "
459800,DEVICE EXT FIX 1604,L8699," 16,432.71 "
459826,LENS IOL POST 03,V2632, 913.52 
459842,IMP URI BULK COL W/ 2.5ML 04,L8699," 1,635.00 "
459917,SHUNT NEURO/PERI VALVE 09,L8699," 13,694.51 "
459966,TISS CONN NON-HUM 1104,L8699," 10,042.81 "
459974,TISS CONN NON-HUM 12,L8699," 6,391.09 "
459982,TISS CONN NON-HUM 13,L8699," 13,693.34 "
460055,TISS CONN HUMAN 11,L8699," 9,564.18 "
460147,TISS CONN HUMAN 12,L8699," 11,868.66 "
460162,TISS CONN NON-HUM 14,L8699," 9,129.29 "
460188,CATH SPEC/OTHER 16 04,Z7610," 11,868.66 "
460196,BONE CEMENT/FILL/PUTTY 1004,L8699," 10,042.81 "
460238,BONE CEMENT/FILL/PUTTY 11,L8699," 11,868.66 "
460246,BONE CEMENT/FILL/PUTTY 12,L8699," 13,694.51 "
460295,ANCHOR/SCREW BONE 1504,L8699," 10,042.81 "
460303,ANCHOR/SCREW BONE 16 04,L8699," 10,654.08 "
460378,TISS CONN HUMAN 13,L8699," 13,694.51 "
460386,TISS CONN HUMAN 14 04,L8699," 8,216.95 "
460394,TISS CONN HUMAN 15,L8699," 17,346.23 "
460402,IMP BAND LAP PORT,L8699," 11,919.48 "
460501,PLATE ORTHO/SPINE 18,L8699," 17,346.23 "
460527,PLATE ORTHO/SPINE 20,L8699," 20,997.94 "
460568,LEAD NEUROSTM KT 19 04,C1897," 23,044.79 "
460600,TISS CONN HUMAN 16,L8699," 18,570.90 "
460618,TISS CONN HUMAN 17,L8699," 21,947.43 "
460626,TISS CONN HUMAN 18,L8699," 27,387.84 "
460634,TISS CONN HUMAN 19,L8699," 29,561.15 "
460642,TISS CONN HUMAN 20,L8699," 34,691.28 "
460659,TISS CONN HUMAN 21,L8699," 41,082.36 "
460667,BONE MORPH PROTEIN 1,L8699," 5,477.56 "
460675,BONE MORPH PROTEIN 2,L8699," 12,780.99 "
460683,BONE MORPH PROTEIN 304,L8699," 9,129.29 "
460691,BONE MORPH PROTEIN 4,L8699," 10,955.15 "
460774,LENS IOL POST 04 04,V2632," 1,278.69 "
460782,CATH TRN ANG LSR 07 04,C1885," 4,565.22 "
460790,CATH TRN ANG LSR 08 04,C1885," 6,391.09 "
460808,CATH TRN ANG LSR 09,C1885," 8,216.95 "
460816,PLATE ORTHO/SPINE 21,L8699," 23,736.14 "
460857,CAGE/SPACER SPINE 1204,L8699," 31,039.57 "
460899,IMP STIM BONE ELECT,L8699," 18,240.84 "
461475,DEVICE URI/PELV W/SL 01 04,L8699, 456.17 
461483,DEVICE URI/PELV W/SL 02 04,L8699, 913.52 
461491,DEVICE URINARY REP W/SL 0304,L8699," 2,282.03 "
461509,DEVICE URI/PELV W/SL 04,L8699," 3,651.72 "
461517,DEVICE URINARY REP W/SL 0504,L8699," 4,565.22 "
461525,DEVICE URI/PELV W/SL 06,L8699," 6,391.09 "
461541,IMP BREAST PROSTH 08 04,L8699," 13,694.51 "
461574,PLATE ORTHO/SPINE 2304,L8699," 31,039.57 "
461582,PLATE ORTHO/SPINE 24 04,L8699," 18,258.57 "
461616,IMPLANTABLE/INSERTABLE DEVICE NOS,L8699," 15,450.00 "
461624,DEVICE URI/PELV W/SL 07 04,L8699," 4,565.22 "
461848,TISS CONN NON-HUM 15,L8699," 17,346.23 "
461855,TISS CONN NON-HUM 16,L8699," 19,172.09 "
461863,TISS CONN NON-HUM 17,L8699," 23,736.14 "
461871,TISS CONN NON-HUM 18,L8699," 27,387.84 "
461889,TISS CONN NON-HUM 19,L8699," 31,039.57 "
461897,TISS CONN NON-HUM 20,L8699," 34,691.28 "
461905,TISS CONN NON-HUM 2104,L8699," 41,081.18 "
462168,MESH SYN 1804,L8699," 20,997.94 "
462218,MESH SYN 20 04,L8699," 24,649.66 "
462309,BONE HUMAN/SYN 20 04,L8699," 28,700.48 "
462325,CAGE/SPACER SPINE 13,L8699," 18,258.57 "
462432,ANCHOR/SCREW BONE 17,L8699," 13,694.51 "
462622,TISS CONN NON-HUM 22,L8699," 50,210.47 "
462697,LENS IOL 09 04,Z7610," 2,870.05 "
462705,LENS IOL 10,Z7610," 3,207.71 "
462788,GUIDEWIRE 01,C1769, 91.00 
462796,GUIDEWIRE 02,C1769, 274.18 
462804,ANCHOR/SCREW BONE 01,L8699, 91.00 
462812,ANCHOR/SCREW BONE 0204,L8699, 274.18 
462820,DEVICE EXT FIX 01,L8699, 93.36 
462838,DEVICE EXT FIX 02,L8699, 274.18 
462879,MESH SYN 01,L8699, 91.00 
462887,MESH SYN 0204,L8699, 548.35 
462895,MESH SYN 21 04,L8699," 24,586.36 "
462903,PLATE ORTHO/SPINE 0104,L8699, 91.00 
462911,PLATE ORTHO/SPINE 02,L8699, 183.18 
462960,WASHER/NUT/CAP 01,L8699, 91.00 
462978,WASHER/NUT/CAP 02,L8699, 245.86 
462994,BONE HUMAN/SYN 22,L8699," 40,625.01 "
463018,IMP JOINT COMPONENT 01 04 046,L8699, 154.50 
463026,IMP JOINT COMPONENT 02 04 046,L8699, 365.24 
463034,IMP JOINT COMPONENT 0304,L8699, 913.52 
463042,IMP JOINT COMPONENT 04 04 046,L8699, 730.34 
463059,IMP JOINT COMPONENT 05,L8699, 912.34 
463067,IMP JOINT COMPONENT 06,L8699," 1,095.52 "
463075,IMP JOINT COMPONENT 07,L8699," 2,374.20 "
463083,IMP JOINT COMPONENT 08,L8699," 2,647.20 "
463091,IMP JOINT COMPONENT 09,L8699," 1,643.87 "
463109,IMP JOINT COMPONENT 10 04,L8699," 1,825.86 "
463117,IMP JOINT COMPONENT 1104,L8699," 4,565.22 "
463125,IMP JOINT COMPONENT 1204,L8699," 6,391.09 "
463133,IMP JOINT COMPONENT 13,L8699," 8,216.95 "
463141,IMP JOINT COMPONENT 14 04 046,L8699," 10,042.81 "
463158,IMP JOINT COMPONENT 15 04 046,L8699," 7,303.43 "
463166,IMP JOINT COMPONENT 16 04 046,L8699," 13,042.40 "
463174,IMP JOINT COMPONENT 17 04 046,L8699," 9,129.29 "
463182,IMP JOINT COMPONENT 18 04 046,L8699," 9,129.29 "
463190,IMP JOINT COMPONENT 1904,L8699," 19,172.09 "
463208,IMP JOINT COMPONENT 20,L8699," 20,996.76 "
463216,IMP JOINT COMPONENT 21 04 046,L8699," 19,891.88 "
463224,IMP JOINT COMPONENT 22 04 046,L8699," 22,791.56 "
463232,IMP JOINT COMPONENT 23,L8699," 26,475.51 "
463240,IMP JOINT COMPONENT 2404,L8699," 28,301.36 "
463257,IMP JOINT COMPONENT 25,L8699," 31,039.57 "
463265,IMP JOINT COMPONENT 26,L8699," 34,691.28 "
463430,BONE CEMENT/FILL/PUTTY 13,L8699," 15,520.37 "
463547,LENS IOL A-C 12,V2787, 888.38 
463687,LENS IOL P-C 25 04,V2788," 1,837.50 "
463711,LENS IOL P-C 28,V2788," 2,124.38 "
463828,CATH THROMB/EMBOL 01,Z7610, 91.00 
463836,CATH THROMB/EMBOL 02,Z7610," 1,084.88 "
463844,CATH THROMB/EMBOL 0304,Z7610, 548.35 
463851,DEVICE EXT FIX 1704,L8699," 20,084.41 "
463877,DEVICE URI/PELV W/SL 10 04,L8699," 13,694.51 "
463893,SHUNT NEURO/PERI VALVE 10,L8699," 15,520.37 "
463992,STENT NON-COAT PERM W/ 01,L8699, 913.52 
464008,STENT NON-COAT PERM W/ 02,L8699," 1,825.86 "
464016,STENT NON-COAT PERM W/ 03,L8699," 2,739.38 "
464024,STENT NON-COAT PERM W/ 0404,L8699," 6,391.09 "
464032,STENT NON-COAT PERM W/ 05,L8699," 4,565.22 "
464040,STENT NON-COAT PERM W/ 06,L8699," 10,042.81 "
464065,STENT NON-COAT PERM WO 01,L8699, 913.52 
464081,STENT NON-COAT PERM WO 03,L8699," 4,565.22 "
464123,TISS CONN NON-HUM 23,L8699," 63,904.98 "
464396,SKIN SUB/1MG-MATRISTEM MICROMATRIX 04,Q4118, 8.40 
464404,SKIN SUB/SQCM-MATRISTEM WOUND MICRO 04,Q4100, 28.41 
464420,CATH GUIDING 01,Z7610, 91.00 
464438,CATH GUIDING 02,Z7610, 274.18 
464446,CATH GUIDING 03,Z7610, 548.35 
464453,CATH GUIDING 04,Z7610, 913.52 
464461,CATH GUIDING 05,Z7610," 1,278.69 "
464479,CATH GUIDING 06,Z7610," 1,643.87 "
464545,CATH URETERAL 01,Z7610, 91.00 
464552,CATH URETERAL 02,Z7610, 274.18 
464560,CATH URETERAL 03,Z7610, 548.35 
464602,IMP SEALANT LQ 08 04,Z7610," 3,104.54 "
464636,STENT NON-COAT PERM W/ 07 04,L8699," 11,868.66 "
464701,BONE HUMAN/SYN 01,L8699, 185.54 
464719,BONE HUMAN/SYN 02,L8699, 548.35 
464727,BONE HUMAN/SYN 0304,L8699, 869.79 
464743,IMP FALLOPIAN COIL BIL 1,A4264," 2,739.38 "
464750,IMP FALLOPIAN COIL UNI 1 04,A4264," 2,739.38 "
464768,IMP FALLOPIAN COIL BIL 2 04,A4264," 4,565.22 "
464776,IMP FALLOPIAN COIL UNI 2 04,A4264," 4,565.22 "
464784,IMP FALLOPIAN COIL BIL 304,A4264," 6,391.09 "
464792,IMP FALLOPIAN COIL UNI 3 04,A4264," 6,391.09 "
464891,DEVICE URI/PELV W/SL 12 04,L8699," 15,571.36 "
464909,DEVICE URI/PELV W/SL 13 04,L8699," 20,084.41 "
464917,TISS CONN HUMAN 22 04,L8699," 50,211.65 "
465039,IMP OCULAR COMPONENT 3,L8699, 531.81 
465088,IMP PENILE COMPONENT 03,L8699," 4,565.22 "
465096,IMP PENILE COMPONENT 04,L8699," 6,389.90 "
465112,TISS CONN HUMAN 25 04,L8699," 71,610.75 "
465138,CATH BLN DI NON VASC 01,Z7610, 365.18 
465146,CATH BLN DI NON VASC 02,Z7610, 912.34 
465161,CATH BLN DI NON-VASC 4 04,Z7610," 1,642.69 "
465179,CATH BLN DI NON VASC 05,Z7610," 2,282.03 "
465187,CATH BLN DI NON VASC 06,Z7610," 3,195.54 "
465211,CATH INFUS NON-HEMO 1 04,Z7610, 183.18 
465229,CATH INFUS NON-HEMO 2 04,Z7610, 548.35 
465237,CATH INFUS NON-HEMO 3 04,Z7610, 913.52 
465245,CATH INFUS NON-HEMO 4 04,Z7610," 2,556.19 "
465252,CATH INFUS NON-HEMO 5 04,Z7610," 3,286.54 "
465302,CATH GUIDING 14,Z7610," 8,216.95 "
465369,CATH HEMO LONG TERM 02 04,C1750, 274.18 
465377,CATH HEMO LONG TERM 03 04,C1750, 548.35 
465443,RESTRICTOR CEMENT 01 04,L8699, 184.35 
465450,RESTRICTOR CEMENT 02 04,L8699, 548.35 
465468,RESTRICTOR CEMENT 03 04,L8699, 913.52 
465781,INTRO/SHEATH NON-LASER 01 04 046,C1894, 88.63 
465799,INTRO/SHEATH NON-LASER 02 04 046,C1894, 265.90 
465807,INTRO/SHEATH NON-LASER 03 04 046,C1894, 531.81 
465815,INTRO/SHEATH NON-LASER 04 04 046,C1894, 886.34 
465823,INTRO/SHEATH NON-LASER 05 04 046,C1894," 1,240.88 "
465831,INTRO/SHEATH NON-LASER 06 04 046,C1894," 1,595.41 "
465849,INTRO/SHEATH NON-LASER 07 04 046,C1894," 1,949.94 "
465864,VALVE CARDIAC RING 08 04 046,L8699," 8,863.39 "
465872,VALVE CARDIAC RING 09 04 046,L8699," 19,499.43 "
465880,VALVE CARDIAC RING 10 04 046,L8699," 23,044.80 "
465898,VALVE CARDIAC RING 11 04 046,L8699," 26,590.14 "
465914,IMP SINUS STENT RX DELIVERY 02 04 046,L8699," 2,532.40 "
465963,LENS IOL A-C 23 04 046,V2787," 2,171.52 "
465989,MESH SYN 22 04 046,L8699," 27,864.54 "
465997,MESH SYN 23 04 046,L8699," 32,077.00 "
466011,LEAD NEUROSTM KT 20 04 046,L8699," 23,870.25 "
466110,LEAD AICD OTHER 17 04 046,C1896," 14,350.24 "
466128,CATH THROMB/EMBOL 17 04 046,Z7610," 21,308.18 "
466292,IMP TRANSPROSTATIC 04 046,Z7610," 2,950.36 "
466300,SHUNT NEURO/PERI VALVE 11 04 046,Z7610," 14,751.81 "
466318,SHUNT NEURO/PERI VALVE 12 04 046,Z7610," 17,210.45 "
466326,BARRIER ADHESION 01 04 046,Z7610, 327.82 
466334,BARRIER ADHESION 02 04 046,Z7610, 819.55 
466342,BARRIER ADHESION 03 04 046,Z7610," 1,147.37 "
466359,BARRIER ADHESION 04 04 046,Z7610Z7610," 1,475.19 "
466367,BARRIER ADHESION 05 04 046,Z7610," 1,803.00 "
466375,BARRIER ADHESION 06 04 046,Z7610," 2,130.82 "
466474,PT PROGRAMMER FOR IMP NEUROSTM GEN 04 046,L8681," 2,985.00 "
466490,GEN NEUROSTM HF W/ 02 04 046,C1822," 55,697.25 "
466508,IMP BAND MAGNETIC SPHINCTER 04 046,Z7610," 16,068.00 "
466524,IMP NASAL 04 046,Z7610," 4,104.55 "
466573,GEN NEUROSTM HF W/ 03 04 046,C1822," 67,500.00 "
466581,GEN NEUROSTM HF W/ 04 04 046,C1822," 84,975.00 "
466821,EXT RECHRG SYS IMP NEUROSTM REPLC,L8689," 4,890.00 "
466854,ROD/NAIL/PIN ORTH/SPINE15 4 46,Z7610," 13,132.50 "
466862,LENS IOL P-C 21 4 46,V2788," 1,583.63 "
466888,SKIN SUB/SQCM-EPIFIX,Q4186," 3,853.50 "
466896,SKIN SUB/SQCM-EPICORD,Q4187," 3,750.00 "
551135,IMP WRIST JT 0 05,L8699," 10,990.59 "
552323,IMP SEALANT LQ 0105,Z7610, 716.16 
552364,IMP SEALANT LQ 04 05,Z7610," 2,386.03 "
565218,CATH INFUS NON-HEMO 1 05,Z7610, 177.27 
565226,CATH INFUS NON-HEMO 2 05,Z7610, 531.81 
565234,CATH INFUS NON-HEMO 3 05,Z7610, 886.34 
565242,CATH INFUS NON-HEMO 4 05,Z7610," 2,481.74 "
565259,CATH INFUS NON-HEMO 5 05,Z7610," 3,190.82 "
565861,VALVE CARDIAC RING 08 05 056,L8699," 15,954.09 "
600015,PACU LEVEL 1 1ST HR,Z7512," 1,441.77 "
600023,PACU LEVEL 1 ADDL 30M,Z7512, 576.71 
600031,PACU LEVEL 2 1ST HR,Z7512," 1,697.04 "
600049,PACU LEVEL 2 ADDL 30M,Z7512, 678.34 
600056,PACU LEVEL 3 1ST HR,Z7512," 1,960.58 "
600064,PACU LEVEL 3 ADDL 30M,Z7512, 784.71 
600072,PACU LEVEL 4 1ST HR,Z7512," 2,226.49 "
600080,PACU LEVEL 4 ADDL 30M,Z7512, 889.88 
600098,PACU LEVEL 5 1ST HR,Z7512," 2,480.57 "
600106,PACU LEVEL 5 ADDL 30M,Z7512, 992.69 
600114,PACU LEVEL 6 1ST HR 060,Z7512," 2,753.57 "
600122,PACU LEVEL 6 ADDL 30M 060,Z7512," 1,110.88 "
700013,ANES LEVEL 1 1ST HR 070,Z7610, 822.52 
700021,ANES LEVEL 1 ADDL 30M 070,Z7610, 329.71 
700039,ANES LEVEL 2 1ST HR 070,Z7610, 967.88 
700047,ANES LEVEL 2 ADDL 30M 070,Z7610, 386.45 
700054,ANES LEVEL 3 1ST HR 070,Z7610," 1,119.16 "
700062,ANES LEVEL 3 ADDL 30M 070,Z7610, 447.91 
700070,ANES LEVEL 4 1ST HR 070,Z7610," 1,269.24 "
700088,ANES LEVEL 4 ADDL 30M 070,Z7610, 508.17 
700096,ANES LEVEL 5 1ST HR 070,Z7610," 1,414.60 "
700104,ANES LEVEL 5 ADDL 30M 070,Z7610, 566.08 
700153,MOD SED SAME ADDL 15M 070,, 146.86 
700187,MOD SED OTH ADDL 15M 070,, 145.71 
700195,ANES LEVEL 6 1ST HR 070,Z7610," 2,271.39 "
700203,ANES LEVEL 6 ADDL 30M 070,Z7610, 917.06 
800011,EXTENDED RECOVERY/HR,Z7512, 667.71 
800045,BLOOD TRANSFUSION <1HR,Z5200, 977.34 
800052,BLOOD TRANSFUSION >8HR,Z5200, 977.34 
800060,BLOOD TRANSFUSION 1-2HR,Z5200, 977.34 
800078,BLOOD TRANSFUSION 2-3HR,Z5200, 977.34 
800086,BLOOD TRANSFUSION 3-4HR,Z5200, 977.34 
800094,BLOOD TRANSFUSION 4-5HR,Z5200, 977.34 
800102,BLOOD TRANSFUSION 5-6HR,Z5200, 977.34 
800110,BLOOD TRANSFUSION 6-7HR,Z5200, 977.34 
800128,BLOOD TRANSFUSION 7-8HR,Z5200, 977.34 
800151,PUNCTURE SPINAL LUMBAR DX,," 1,055.33 "
800169,PUNCTURE SPINAL LUMBAR TX,, 920.60 
800177,VACCINE ADMIN FLU,G0008, 82.73 
800185,VACCINE ADMIN HEP B,G0010, 82.73 
800193,VACCINE ADMIN PPV,G0009, 82.73 
800201,VACCINE ADMIN SNGL,, 82.73 
800219,VACCINE ADMIN EA ADDL,, 85.10 
800409,INJECTION IM/SQ,, 88.63 
800763,TREATMENT ROOM,Z7500," 5,646.56 "
800771,VISIT NEW LEVEL 1,G0463, 126.45 
800979,INJ EPI BLOOD/CLOT PATCH,," 1,221.96 "
801423,IV HYDRAT THRPY INTL 31-90M,, 561.54 
801431,IV HYDRAT THRPY ADD HR,, 380.53 
801449,IV DX/TX THRPY 1ST HR,, 610.44 
801456,IV DX/TX THRPY ADD HR,, 387.62 
801464,IV DX/TX NEW ADD SEQ MAX1,, 380.53 
801472,IV DX/TX CONCUR MAX1,, 380.53 
801480,INJ IVP SNGL/INTL,, 561.54 
801498,INJ IVP ADD SEQ NEW,, 150.08 
900019,EXTENDED RECOVERY/HR090,Z7512, 667.71 
900043,BLOOD TRANSFUSION <1HR090,Z5200, 962.90 
900050,BLOOD TRANSFUSION >8HR090,Z5200, 962.90 
900068,BLOOD TRANSFUSION 1-2HR090,Z5200, 962.90 
900076,BLOOD TRANSFUSION 2-3HR090,Z5200, 962.90 
900084,BLOOD TRANSFUSION 3-4HR090,Z5200, 962.90 
900092,BLOOD TRANSFUSION 4-5HR090,Z5200, 962.90 
900100,BLOOD TRANSFUSION 5-6HR090,Z5200, 962.90 
900118,BLOOD TRANSFUSION 6-7HR090,Z5200, 962.90 
900126,BLOOD TRANSFUSION 7-8HR090,Z5200, 962.90 
900209,VACCINE ADMIN SNGL090,, 147.83 
900217,VACCINE ADMIN EA ADDL090,, 85.10 
900316,IV DX/TX W/PUMP>8HR 090,C8957, 104.60 
900407,INJECTION IM/SQ090,, 155.22 
900548,CHEMO INFUS <1HR090,," 1,728.95 "
901488,IV HYDRAT THRPY INTL 31-90M 090,, 561.54 
901496,IV HYDRAT THRPY ADD HR090,, 380.53 
901504,IV DX/TX THRPY 1ST HR090,, 610.44 
901512,IV DX/TX THRPY ADD HR090,, 387.62 
