Charge Code,,Charge Description,Fee Schedule,,,,,,,,,,,,,,,,,,,,,,,,
CD033271,,INSJ SUBQ IMPLTBL DFB ELCTRD,"$16,083.00",,,,,,,,,,,,,,,,,,,,,,,,
CD033272,,RMVL OF SUBQ DEFIBRILLATOR,"$6,962.00",,,,,,,,,,,,,,,,,,,,,,,,
CD033273,,REPOS PREV IMPLTBL SUBQ DFB,"$5,769.00",,,,,,,,,,,,,,,,,,,,,,,,
CD093260,,PRGRMG DEV EVAL IMPLTBL SYS,$75.00,,,,,,,,,,,,,,,,,,,,,,,,
CD093261,,INTERROGATE SUBQ DEFIB,$151.00,,,,,,,,,,,,,,,,,,,,,,,,
CD093355,,ECHO TRANSESOPHAGEAL (TEE),"$3,972.00",,,,,,,,,,,,,,,,,,,,,,,,
CD093644,,ELECTROPHYSIOLOGY EVALUATION,"$9,430.00",,,,,,,,,,,,,,,,,,,,,,,,
CL077999,,HANDLING CHARGE,$36.00,,,,,,,,,,,,,,,,,,,,,,,,
CT000001,,CT GUIDANCE SIMPLE,"$2,406.00",,,,,,,,,,,,,,,,,,,,,,,,
CT000003,,CT GUIDANCE STEREOTACTIC,"$2,790.00",,,,,,,,,,,,,,,,,,,,,,,,
CT000004,,CT GUIDANCE NEEDLE PLACEMENT S&I,"$2,254.00",,,,,,,,,,,,,,,,,,,,,,,,
CT000014,,CT HEAD/BRAIN WO/CONTRAST,"$2,268.00",,,,,,,,,,,,,,,,,,,,,,,,
CT000015,,CT HEAD/BRAIN W/CONTRAST,"$2,587.00",,,,,,,,,,,,,,,,,,,,,,,,
CT000016,,CT HEAD/BRAIN WO/W CONTRAST,"$2,818.00",,,,,,,,,,,,,,,,,,,,,,,,
CT000017,,CT ORBIT/EAR WO/CONTRAST,"$2,268.00",,,,,,,,,,,,,,,,,,,,,,,,
CT000018,,CT ORBIT/EAR W/CONTRAST,"$2,587.00",,,,,,,,,,,,,,,,,,,,,,,,
CT000019,,CT ORBIT/EAR WO/W CONTRAST,"$2,818.00",,,,,,,,,,,,,,,,,,,,,,,,
CT000020,,CT MAXILLOFACIAL WO/CONTRAST,"$2,268.00",,,,,,,,,,,,,,,,,,,,,,,,
CT000021,,CT MAXILLOFACIAL W/CONTRAST,"$2,587.00",,,,,,,,,,,,,,,,,,,,,,,,
CT000022,,CT MAXILLOFACIAL WO/W CONRAST,"$2,818.00",,,,,,,,,,,,,,,,,,,,,,,,
CT000023,,CT ST NECK WO/CONTRAST,"$2,268.00",,,,,,,,,,,,,,,,,,,,,,,,
CT000024,,CT ST NECK W/CONTRAST,"$2,587.00",,,,,,,,,,,,,,,,,,,,,,,,
CT000025,,CT ST NECK WO/W CONTRAST,"$2,818.00",,,,,,,,,,,,,,,,,,,,,,,,
CT000026,,CT ANGIO HEAD WO/W CONTRAST,"$3,650.00",,,,,,,,,,,,,,,,,,,,,,,,
CT000027,,CT ANGIO NECK WO/W CONTRAST,"$3,180.00",,,,,,,,,,,,,,,,,,,,,,,,
CT000028,,CT THORAX WO/CONTRAST,"$2,268.00",,,,,,,,,,,,,,,,,,,,,,,,
CT000029,,CT THORAX W/CONTRAST,"$2,587.00",,,,,,,,,,,,,,,,,,,,,,,,
CT000030,,CT THORAX WO/W CONTRAST,"$2,818.00",,,,,,,,,,,,,,,,,,,,,,,,
CT000031,,CT ANGIO CHEST WO/W CONTRAST,"$3,712.00",,,,,,,,,,,,,,,,,,,,,,,,
CT000032,,CT CERVICAL SPINE WO/CONTRAST,"$2,268.00",,,,,,,,,,,,,,,,,,,,,,,,
CT000033,,CT CERVICAL SPINE W/CONTRAST,"$2,587.00",,,,,,,,,,,,,,,,,,,,,,,,
CT000034,,CT CERVICAL SPINE WO/W CONTRST,"$2,818.00",,,,,,,,,,,,,,,,,,,,,,,,
CT000035,,CT THORACIC SPINE WO/CONTRAST,"$2,268.00",,,,,,,,,,,,,,,,,,,,,,,,
CT000036,,CT THORACIC SPINE W/CONTRAST,"$2,587.00",,,,,,,,,,,,,,,,,,,,,,,,
CT000037,,CT THORACIC SPINE WO/W CONTRST,"$2,818.00",,,,,,,,,,,,,,,,,,,,,,,,
CT000038,,CT LUMBAR SPINE WO/CONTRAST,"$2,268.00",,,,,,,,,,,,,,,,,,,,,,,,
CT000039,,CT LUMBAR SPINE W/CONTRAST,"$2,587.00",,,,,,,,,,,,,,,,,,,,,,,,
CT000040,,CT LUMBAR SPINE WO/W CONTRAST,"$2,818.00",,,,,,,,,,,,,,,,,,,,,,,,
CT000041,,CT ANGIO PELVIS WO/W CONTRAST,"$4,594.00",,,,,,,,,,,,,,,,,,,,,,,,
CT000042,,CT PELVIS WO/CONTRAST,"$2,268.00",,,,,,,,,,,,,,,,,,,,,,,,
CT000043,,CT PELVIS W/CONTRAST,"$2,587.00",,,,,,,,,,,,,,,,,,,,,,,,
CT000044,,CT PELVIS WO/W CONTRAST,"$2,818.00",,,,,,,,,,,,,,,,,,,,,,,,
CT000046,,CT UPPER EXTREMITY WO/CONTRAST,"$2,268.00",,,,,,,,,,,,,,,,,,,,,,,,
CT000047,,CT UPPER EXTREMITY W/CONTRAST,"$2,587.00",,,,,,,,,,,,,,,,,,,,,,,,
CT000048,,CT UPPER EXTREM WO/W CONTRAST,"$2,818.00",,,,,,,,,,,,,,,,,,,,,,,,
CT000049,,CT ANGIO UPPER EXTREM W/WO CON,"$3,308.00",,,,,,,,,,,,,,,,,,,,,,,,
CT000050,,CT LOWER EXTREM WO/CONTRAST,"$2,268.00",,,,,,,,,,,,,,,,,,,,,,,,
CT000051,,CT LOWER EXTREM W/CONTRAST,"$2,587.00",,,,,,,,,,,,,,,,,,,,,,,,
CT000052,,CT LOWER EXTREM WO/W CONTRAST,"$2,818.00",,,,,,,,,,,,,,,,,,,,,,,,
CT000053,,CT ANGIO LOWER EXTREM W/WO CON,"$3,308.00",,,,,,,,,,,,,,,,,,,,,,,,
CT000054,,CT ABDOMEN WO/CONTRAST,"$2,268.00",,,,,,,,,,,,,,,,,,,,,,,,
CT000055,,CT ABDOMEN W/CONTRAST,"$2,587.00",,,,,,,,,,,,,,,,,,,,,,,,
CT000056,,CT ABDOMEN WO/W CONTRAST,"$2,818.00",,,,,,,,,,,,,,,,,,,,,,,,
CT000057,,CT ANGIO ABD WO/W CONTRAST,"$4,594.00",,,,,,,,,,,,,,,,,,,,,,,,
CT000058,,CT ANGIO ABD AORTA/BI ILIO,"$3,308.00",,,,,,,,,,,,,,,,,,,,,,,,
CT000059,,3D RENDERING WO POSTPROCESS,"$1,062.00",,,,,,,,,,,,,,,,,,,,,,,,
CT000060,,CT LIMITED/LOCAL FU,"$1,570.00",,,,,,,,,,,,,,,,,,,,,,,,
CT000061,,CT: DIGITAL LEG LENGTHS,$608.00,,,,,,,,,,,,,,,,,,,,,,,,
CT000062,,CT GUIDE PARENCHYMAL TISSUE,"$3,027.00",,,,,,,,,,,,,,,,,,,,,,,,
CT000063,,CT COLONOGRAPHY DIAGNOSTIC W/O CONTRAST,"$1,971.00",,,,,,,,,,,,,,,,,,,,,,,,
CT000065,,CT COLONOGRAPHY SCREENING,$620.00,,,,,,,,,,,,,,,,,,,,,,,,
CT000066,,CT: CARDIAC CALCIUM SCORING W/O CONTRAST,$738.00,,,,,,,,,,,,,,,,,,,,,,,,
CT000067,,CT: CARDIAC MORPHOLOGY W/CONTRAST,"$2,587.00",,,,,,,,,,,,,,,,,,,,,,,,
CT000069,,CT: CARDIAC ANGIO W/CONTRAST,"$3,308.00",,,,,,,,,,,,,,,,,,,,,,,,
CT000070,,CEREBRAL PERFUSION ANALYSIS W/CONTRAST,"$2,662.00",,,,,,,,,,,,,,,,,,,,,,,,
CT000071,,CT ABDOMEN/PELVIS W/O CONTRAST,"$4,536.00",,,,,,,,,,,,,,,,,,,,,,,,
CT000072,,CT ABDOMEN/PELVIS W/CONTRAST,"$5,175.00",,,,,,,,,,,,,,,,,,,,,,,,
CT000073,,CT ABDOMEN/PELVIS W/WO CONTRAST,"$5,634.00",,,,,,,,,,,,,,,,,,,,,,,,
CT000074,,CT ANGIO ABD&PLVIS CNTRST MTRL W/WO CNTRST IMGES,"$6,725.00",,,,,,,,,,,,,,,,,,,,,,,,
CT000075,,CT GUIDANCE OSTEOPLASTY,"$2,064.00",,,,,,,,,,,,,,,,,,,,,,,,
CT000076,,CT BONE MINERL DENSITY STUDY AXIAL SKEL,$575.00,,,,,,,,,,,,,,,,,,,,,,,,
DC000006,,DENT EST OUTPT VISIT-MINIMAL,$107.00,,,,,,,,,,,,,,,,,,,,,,,,
DC000007,,DENT EST OUTPT VISIT-PROBLEM FOCUSE,$140.00,,,,,,,,,,,,,,,,,,,,,,,,
DC000008,,DENT EST OUTPT VISIT-EXPANDED,$195.00,,,,,,,,,,,,,,,,,,,,,,,,
DC000010,,DENT EST OUTPT VISIT-COMPREHENSIVE,$444.00,,,,,,,,,,,,,,,,,,,,,,,,
DC000020,,DENT NEW OUTPT VISIT-PROBLEM FOCUSE     01,$154.00,,,,,,,,,,,,,,,,,,,,,,,,
DC000021,,DENT NEW OUTPT VISIT-EXPANDED                 01,$273.00,,,,,,,,,,,,,,,,,,,,,,,,
DC000022,,DENT NEW OUTPT VISIT-LOW COMPLEXITY     01,$387.00,,,,,,,,,,,,,,,,,,,,,,,,
DC000023,,DENT NEW OUTPT VISIT-MOD COMPREHENS    01,$369.00,,,,,,,,,,,,,,,,,,,,,,,,
DC000024,,DENT NEW OUTPT VISIT-COMPREHENSIVE         01,$580.00,,,,,,,,,,,,,,,,,,,,,,,,
DC000025,,DENT EST OUTPT VISIT-MINIMAL                        01,$122.00,,,,,,,,,,,,,,,,,,,,,,,,
DC000026,,DENT EST OUTPT VISIT-PROBLEM FOCUSE          01,$160.00,,,,,,,,,,,,,,,,,,,,,,,,
DC000027,,DENT EST OUTPT VISIT-EXPANDED                     01,$221.00,,,,,,,,,,,,,,,,,,,,,,,,
DC000028,,DENT EST OUTPT VISIT-COMPREHENSIVE        01,$273.00,,,,,,,,,,,,,,,,,,,,,,,,
DC000029,,DENT EST OUTPT VISIT-MOD COMPREHENSIVE,$369.00,,,,,,,,,,,,,,,,,,,,,,,,
DC000107,,DENT BLOCK BITE TEETH GUARD,$16.00,,,,,,,,,,,,,,,,,,,,,,,,
DC000118,,DENT CONSULT INPT - PROB FOCUSED,$380.00,,,,,,,,,,,,,,,,,,,,,,,,
DC000119,,DENT ALVEOPLASTY W EXTS QUAD,$211.00,,,,,,,,,,,,,,,,,,,,,,,,
DC000120,,DENT ALVEOPLASTY WO EXTS QUAD,$369.00,,,,,,,,,,,,,,,,,,,,,,,,
DC000122,,DENT AMALGAM 2 SURFACE,$186.00,,,,,,,,,,,,,,,,,,,,,,,,
DC000123,,DENT AMALGAM 3 SURFACE,$221.00,,,,,,,,,,,,,,,,,,,,,,,,
DC000125,,DENT ANALGESIC NITROUS OXIDE,$93.00,,,,,,,,,,,,,,,,,,,,,,,,
DC000126,,DENT ANES GENERAL 30MIN,$641.00,,,,,,,,,,,,,,,,,,,,,,,,
DC000129,,DENT BITEWING 2 VIEW,$72.00,,,,,,,,,,,,,,,,,,,,,,,,
DC000130,,DENT BITEWING 4 VIEW,$81.00,,,,,,,,,,,,,,,,,,,,,,,,
DC000134,,DENT CORE BUILD UP,$565.00,,,,,,,,,,,,,,,,,,,,,,,,
DC000135,,DENT CROWN PFM,$800.00,,,,,,,,,,,,,,,,,,,,,,,,
DC000136,,DENT DEBRIDMENT - FULL,$265.00,,,,,,,,,,,,,,,,,,,,,,,,
DC000140,,DENT EXTN ERUPTED TOOTH OR EXP,$242.00,,,,,,,,,,,,,,,,,,,,,,,,
DC000141,,DENT FIXED APPL THERAPY,$164.00,,,,,,,,,,,,,,,,,,,,,,,,
DC000142,,DENT FLUORIDE GEL CARRIER,$232.00,,,,,,,,,,,,,,,,,,,,,,,,
DC000143,,DENT GENERAL ANESTH ADD 15MIN,$175.00,,,,,,,,,,,,,,,,,,,,,,,,
DC000146,,DENT I&D ABSCESS INTRAORAL,$271.00,,,,,,,,,,,,,,,,,,,,,,,,
DC000147,,DENT INTRAORAL PERI 1ST,$115.00,,,,,,,,,,,,,,,,,,,,,,,,
DC000148,,DENT INTRAORAL PERI ADDL,$88.00,,,,,,,,,,,,,,,,,,,,,,,,
DC000151,,DENT ORAL COMP,$765.00,,,,,,,,,,,,,,,,,,,,,,,,
DC000152,,DENT ORAL HYGIENE,$58.00,,,,,,,,,,,,,,,,,,,,,,,,
DC000153,,DENT ORAL LIMITED,$89.00,,,,,,,,,,,,,,,,,,,,,,,,
DC000154,,DENT ORAL PERIODIC,$58.00,,,,,,,,,,,,,,,,,,,,,,,,
DC000155,,DENT ORAL RE EVAL,$48.00,,,,,,,,,,,,,,,,,,,,,,,,
DC000157,,DENT PERIDONTAL MAINT,$180.00,,,,,,,,,,,,,,,,,,,,,,,,
DC000158,,DENT PERIO SCAL ROOT PLN QUAD,$300.00,,,,,,,,,,,,,,,,,,,,,,,,
DC000162,,DENT PROPHYLAXIS ADULT,$129.00,,,,,,,,,,,,,,,,,,,,,,,,
DC000168,,DENT REMOVE APPL NOT DDS,$325.00,,,,,,,,,,,,,,,,,,,,,,,,
DC000169,,DENT RESIN 1 SURFACE ANTERIOR,$231.00,,,,,,,,,,,,,,,,,,,,,,,,
DC000170,,DENT RESIN 1 SURFACE POSTERIOR,$281.00,,,,,,,,,,,,,,,,,,,,,,,,
DC000171,,DENT RESIN 2 SURFACE ANTERIOR,$299.00,,,,,,,,,,,,,,,,,,,,,,,,
DC000172,,DENT RESIN 2 SURFACE POSTERIOR,$388.00,,,,,,,,,,,,,,,,,,,,,,,,
DC000173,,DENT RESIN 3 SURFACE ANTERIOR,$366.00,,,,,,,,,,,,,,,,,,,,,,,,
DC000174,,DENT RESIN 4 SURFACE ANTERIOR,$465.00,,,,,,,,,,,,,,,,,,,,,,,,
DC000175,,DENT ROOT CANAL ANTERIOR,$862.00,,,,,,,,,,,,,,,,,,,,,,,,
DC000176,,DENT ROOT CANAL BICUSPID,"$1,072.00",,,,,,,,,,,,,,,,,,,,,,,,
DC000177,,DENT ROOT CANAL MOLAR,"$1,440.00",,,,,,,,,,,,,,,,,,,,,,,,
DC000179,,DENT SEDATIVE FILLING,$164.00,,,,,,,,,,,,,,,,,,,,,,,,
DC000180,,DENT SURG EXTN IMPCT FULL BONY,$601.00,,,,,,,,,,,,,,,,,,,,,,,,
DC000181,,DENT SURG EXTN IMPCT PART BONY,$516.00,,,,,,,,,,,,,,,,,,,,,,,,
DC000182,,DENT SURG EXTN IMPCT SOFT TIS,$430.00,,,,,,,,,,,,,,,,,,,,,,,,
DC000183,,DENT SURG EXTN ROOT TIPS,$325.00,,,,,,,,,,,,,,,,,,,,,,,,
DC000184,,DENT SURG EXTN TOOTH ERUPTED,$325.00,,,,,,,,,,,,,,,,,,,,,,,,
DC000186,,DENT TOPICAL FLUORIDE,$44.00,,,,,,,,,,,,,,,,,,,,,,,,
DC000188,,DENT XRAY INTRAORAL COMP,$217.00,,,,,,,,,,,,,,,,,,,,,,,,
DC000213,,DENT IVY LOOPS,$578.00,,,,,,,,,,,,,,,,,,,,,,,,
DC000224,,DENT PACU 30MIN,$559.00,,,,,,,,,,,,,,,,,,,,,,,,
DC000251,,DENT SEDATION IV 30MIN,$316.00,,,,,,,,,,,,,,,,,,,,,,,,
DC000252,,DENT SEQUESTRECTOMY,$399.00,,,,,,,,,,,,,,,,,,,,,,,,
DC000264,,DENT MAXILLARY PARTIAL DENTURE FLEXIBLE BASE,"$2,120.00",,,,,,,,,,,,,,,,,,,,,,,,
DC000267,,DENT DENTAL CONSULTATION,$127.00,,,,,,,,,,,,,,,,,,,,,,,,
DC000324,,TOPICAL FLUORIDE VARNISH,$54.00,,,,,,,,,,,,,,,,,,,,,,,,
DH000001,,HD ACU OP FM N-MCV CH,$990.00,,,,,,,,,,,,,,,,,,,,,,,,
DH000002,,HD ACU OP GR N-MCV CH,$990.00,,,,,,,,,,,,,,,,,,,,,,,,
DH000004,,HD ACU OP SC N-MCV CH,$990.00,,,,,,,,,,,,,,,,,,,,,,,,
DH000005,,HD TRV OP FM CH                           01,$306.00,,,,,,,,,,,,,,,,,,,,,,,,
DH000006,,HD TRV OP FM N-MCV CH,"$2,489.00",,,,,,,,,,,,,,,,,,,,,,,,
DH000007,,HD TRV OP GR N-MCV CH,"$2,489.00",,,,,,,,,,,,,,,,,,,,,,,,
DH000008,,HD TRV OP SC CH,$624.00,,,,,,,,,,,,,,,,,,,,,,,,
DH000009,,HD TRV OP SC N-MCV CH,"$2,489.00",,,,,,,,,,,,,,,,,,,,,,,,
DH000012,,URR 60% TO 64.9%,$0.00,,,,,,,,,,,,,,,,,,,,,,,,
DH000013,,URR 65% TO 69.9%,$0.00,,,,,,,,,,,,,,,,,,,,,,,,
DH000014,,URR 70% TO 74.9%,$0.00,,,,,,,,,,,,,,,,,,,,,,,,
DH000015,,URR 75% OR GREATER,$0.00,,,,,,,,,,,,,,,,,,,,,,,,
DH000016,,URR LESS THAN 60%,$0.00,,,,,,,,,,,,,,,,,,,,,,,,
DH000017,,HD TRV OP SC AC,$907.00,,,,,,,,,,,,,,,,,,,,,,,,
DH000018,,HD TRV OP FM AC,$981.00,,,,,,,,,,,,,,,,,,,,,,,,
DI000001,,CRRT FM IP AC - PRISMA,$818.00,,,,,,,,,,,,,,,,,,,,,,,,
DI000002,,CRRT FM IP N-MCV CH - PRISMA,$664.00,,,,,,,,,,,,,,,,,,,,,,,,
DI000004,,CRRT PM IP N-MCV CH - PRISMA,$750.00,,,,,,,,,,,,,,,,,,,,,,,,
DI000006,,CRRT SC IP AC - PRISMA,$720.00,,,,,,,,,,,,,,,,,,,,,,,,
DI000007,,CRRT SC IP N-MCV CH,$804.00,,,,,,,,,,,,,,,,,,,,,,,,
DI000008,,HD ACU IN PM AC,"$1,959.00",,,,,,,,,,,,,,,,,,,,,,,,
DI000010,,HD ACU IP FM AC,"$2,299.00",,,,,,,,,,,,,,,,,,,,,,,,
DI000012,,HD ACU IP FM N-MCV CH,"$1,633.00",,,,,,,,,,,,,,,,,,,,,,,,
DI000014,,HD ACU IP PM N-MCV CH,"$1,524.00",,,,,,,,,,,,,,,,,,,,,,,,
DI000015,,HD ACU IP SC AC,"$1,994.00",,,,,,,,,,,,,,,,,,,,,,,,
DI000016,,HD ACU IP SC N-MCV CH,"$1,120.00",,,,,,,,,,,,,,,,,,,,,,,,
DI000017,,HD TRV IP FM AC,"$3,075.00",,,,,,,,,,,,,,,,,,,,,,,,
DI000018,,HD TRV IP FM N-MCV CH,"$1,425.00",,,,,,,,,,,,,,,,,,,,,,,,
DI000019,,HD TRV IP PM AC,"$1,392.00",,,,,,,,,,,,,,,,,,,,,,,,
DI000020,,HD TRV IP PM CH,"$1,988.00",,,,,,,,,,,,,,,,,,,,,,,,
DI000021,,HD TRV IP PM N-MCV CH,"$1,425.00",,,,,,,,,,,,,,,,,,,,,,,,
DI000022,,HD TRV IP SC AC,"$3,268.00",,,,,,,,,,,,,,,,,,,,,,,,
DI000023,,HD TRV IP SC N-MCV CH,"$1,570.00",,,,,,,,,,,,,,,,,,,,,,,,
DI000029,,DIALYSIS NOT HEMO W/OVER 1 EVAL,$754.00,,,,,,,,,,,,,,,,,,,,,,,,
DM000773,,CRTCH WLK 34-42IN SM YTH AL,$21.00,,,,,,,,,,,,,,,,,,,,,,,,
DM000774,,CRTCH WLK 44-52IN MED ADLT AL,$21.00,,,,,,,,,,,,,,,,,,,,,,,,
DM000775,,CRTCH WLK 48-60IN LG ADLT AL,$23.00,,,,,,,,,,,,,,,,,,,,,,,,
DM001075,,PAD 4YDX4IN CTTN NS WBRL II,$19.00,,,,,,,,,,,,,,,,,,,,,,,,
DM001091,,IMMB ORTH 20IN UNV KNEE CTTN,$28.00,,,,,,,,,,,,,,,,,,,,,,,,
DM001099,,CANE WLK 29-38IN AL SGL PNT,$11.00,,,,,,,,,,,,,,,,,,,,,,,,
DM004360,,RANGER R ROCKER WALKING BOOT,$838.00,,,,,,,,,,,,,,,,,,,,,,,,
DM006980,,BRACE ANKLE AIR STIRRUP,$26.00,,,,,,,,,,,,,,,,,,,,,,,,
DM007337,,BRC ORTH AIR STR SM RT ANKL,$40.00,,,,,,,,,,,,,,,,,,,,,,,,
DM007338,,BRC ORTH AIR STR SM LEFT ANKL,$41.00,,,,,,,,,,,,,,,,,,,,,,,,
DM007712,,CLLR CRVC ADLT TALL CHIN REST,$47.00,,,,,,,,,,,,,,,,,,,,,,,,
DM007713,,CLLR CRVC ADLT SHRT CHIN REST,$47.00,,,,,,,,,,,,,,,,,,,,,,,,
DM008148,,CLLR CRVC ADLT REG CHIN REST,$47.00,,,,,,,,,,,,,,,,,,,,,,,,
DM008149,,PAD UNV ADLT CRVC CLLR REPL,$28.00,,,,,,,,,,,,,,,,,,,,,,,,
DM008829,,STCKNT ORTH 25YDX3IN SYNTH 1P,$23.00,,,,,,,,,,,,,,,,,,,,,,,,
DM008960,,SCSR 7.5IN SERR MULTICUT,$36.00,,,,,,,,,,,,,,,,,,,,,,,,
DM009149,,STCKNT ORTH 25YDX4IN SYNTH 1P,$29.00,,,,,,,,,,,,,,,,,,,,,,,,
DM009366,,BRC ORTH SM TIETX NPRN LEFT,$35.00,,,,,,,,,,,,,,,,,,,,,,,,
DM009367,,BRC ORTH MED TIETX NPRN LEFT,$35.00,,,,,,,,,,,,,,,,,,,,,,,,
DM009368,,BRC ORTH LG TIETX NPRN LEFT,$35.00,,,,,,,,,,,,,,,,,,,,,,,,
DM009370,,BRC ORTH XL TIETX NPRN LEFT,$35.00,,,,,,,,,,,,,,,,,,,,,,,,
DM009374,,BRC ORTH SM TIETX NPRN RT WRST,$35.00,,,,,,,,,,,,,,,,,,,,,,,,
DM009375,,BRC ORTH MED TIETX NPRN RT,$35.00,,,,,,,,,,,,,,,,,,,,,,,,
DM009376,,BRC ORTH LG TIETX NPRN RT WRST,$35.00,,,,,,,,,,,,,,,,,,,,,,,,
DM009381,,BRC ORTH SM NPRN KNEE SLV OPEN,$15.00,,,,,,,,,,,,,,,,,,,,,,,,
DM009387,,BRC ORTH MED NPRN KNEE SLV,$15.00,,,,,,,,,,,,,,,,,,,,,,,,
DM009396,,BRC ORTH LG NPRN KNEE SLV OPEN,$15.00,,,,,,,,,,,,,,,,,,,,,,,,
DM009399,,BRC ORTH XL NPRN KNEE SLV OPEN,$15.00,,,,,,,,,,,,,,,,,,,,,,,,
DM009401,,BRC ORTH 2XL NPRN KNEE SLV,$15.00,,,,,,,,,,,,,,,,,,,,,,,,
DM009403,,BRC ORTH 3XL NPRN KNEE SLV,$15.00,,,,,,,,,,,,,,,,,,,,,,,,
DM009469,,CAST ORTH 15FTX3IN OTH-GLS,$108.00,,,,,,,,,,,,,,,,,,,,,,,,
DM009470,,CAST ORTH 15FTX2IN OTH-GLS,$78.00,,,,,,,,,,,,,,,,,,,,,,,,
DM012311,,STCKNT ORTH 25YDX2IN CTTN,$18.00,,,,,,,,,,,,,,,,,,,,,,,,
DM013845,,CAST ORTH 15FTX4IN OTH-GLS,$130.00,,,,,,,,,,,,,,,,,,,,,,,,
DM014897,,BRC ORTH AIR STR STD RT ANKL,$38.00,,,,,,,,,,,,,,,,,,,,,,,,
DM014898,,BRC ORTH AIR STR STD LEFT ANKL,$38.00,,,,,,,,,,,,,,,,,,,,,,,,
DM017654,,CAST ORTH 30X4IN PRIMACAST,$19.00,,,,,,,,,,,,,,,,,,,,,,,,
DM018968,,DRSG MPTL 12X8IN NADH SOFT,$50.00,,,,,,,,,,,,,,,,,,,,,,,,
DM020269,,STCKNT ORTH 25YDX1IN SYNTH 1P,$14.00,,,,,,,,,,,,,,,,,,,,,,,,
DM020954,,BRC ORTH LG LEFT ANKL FOOT,$80.00,,,,,,,,,,,,,,,,,,,,,,,,
DM023835,,SUPP ORTH SM RT ELB WRST OTHS.,$120.00,,,,,,,,,,,,,,,,,,,,,,,,
DM023836,,SUPP ORTH LG RT ELB WRST OTHS.,$120.00,,,,,,,,,,,,,,,,,,,,,,,,
DM023837,,SUPP ORTH SM LEFT ELB WRST.,$120.00,,,,,,,,,,,,,,,,,,,,,,,,
DM023838,,SUPP ORTH LG LEFT ELB WRST.,$120.00,,,,,,,,,,,,,,,,,,,,,,,,
DM025600,,ACUTE CARE FRAME W/ ACTIVE AIR,$191.00,,,,,,,,,,,,,,,,,,,,,,,,
DM025601,,ACUTE CARE FRAME W/ COMPOSURE MATTRESS,$179.00,,,,,,,,,,,,,,,,,,,,,,,,
DM025602,,BED SPORT W/ MODULE,$255.00,,,,,,,,,,,,,,,,,,,,,,,,
DM025603,,P500,$138.00,,,,,,,,,,,,,,,,,,,,,,,,
DM025604,,ENVISION FRAMELESS,$101.00,,,,,,,,,,,,,,,,,,,,,,,,
DM025606,,TOTAL CARE BARIATRIC AIR,$259.00,,,,,,,,,,,,,,,,,,,,,,,,
DM025607,,TOTAL CARE BARIATRIC AIR/PULM,$307.00,,,,,,,,,,,,,,,,,,,,,,,,
DM025608,,EXCEL FOAM,$163.00,,,,,,,,,,,,,,,,,,,,,,,,
DM025609,,BED ROTO ADULT DAILY CHG,$359.00,,,,,,,,,,,,,,,,,,,,,,,,
DM025610,,EXCEL LAL,$230.00,,,,,,,,,,,,,,,,,,,,,,,,
DM025612,,E-Z WILDER BARIATRIC CHAIR SPECIALTY BED W/ KILAL,$305.00,,,,,,,,,,,,,,,,,,,,,,,,
DM025613,,BED BARIMAXX II DLY CHG,$431.00,,,,,,,,,,,,,,,,,,,,,,,,
DM025614,,E-Z WILDER BARIATRIC CHAIR BED W/ KREG COMPOSURE MATTRESS,$201.00,,,,,,,,,,,,,,,,,,,,,,,,
DM025618,,BED CLINITRON RITE-HITE-HR,$153.00,,,,,,,,,,,,,,,,,,,,,,,,
DM025621,,ENVISION FRAMED,$182.00,,,,,,,,,,,,,,,,,,,,,,,,
DM025622,,VERSACARE AIR 1- 10 DAYS,$98.00,,,,,,,,,,,,,,,,,,,,,,,,
DM025623,,VERSACARE AIR 11 - 30 DAYS,$78.00,,,,,,,,,,,,,,,,,,,,,,,,
DM026846,,BED BARIAIR THERAPY,$431.00,,,,,,,,,,,,,,,,,,,,,,,,
DM026852,,BED TOTAL CARE BARIATRIC-HR,$201.00,,,,,,,,,,,,,,,,,,,,,,,,
DM026857,,BED CANOPY,$78.00,,,,,,,,,,,,,,,,,,,,,,,,
DM026858,,ENVELLA BED DAILY CHG,$525.00,,,,,,,,,,,,,,,,,,,,,,,,
DM029600,,BRC WLK SM AIRCAST FP,$86.00,,,,,,,,,,,,,,,,,,,,,,,,
DM029601,,BRC WLK MED AIRCAST FP,$86.00,,,,,,,,,,,,,,,,,,,,,,,,
DM029602,,BRC WLK LG AIRCAST FP,$86.00,,,,,,,,,,,,,,,,,,,,,,,,
DM030165,,KIT SPLINT FINGER GUTTER,$164.00,,,,,,,,,,,,,,,,,,,,,,,,
DM030188,,SPLNT ORTH FNGR XTN KIT RING,$325.00,,,,,,,,,,,,,,,,,,,,,,,,
DM038988,,SCLERA 0.5X0.8CM,$564.00,,,,,,,,,,,,,,,,,,,,,,,,
DM065213,,CAST ORTH 15FTX5IN OTH-GLS,$147.00,,,,,,,,,,,,,,,,,,,,,,,,
DM066108,,BOOT CAST CNVS XL SANDAL OPEN,$15.00,,,,,,,,,,,,,,,,,,,,,,,,
DM066297,,BRC ORTH SM RT WRST 8IN ELAS,$18.00,,,,,,,,,,,,,,,,,,,,,,,,
DM066298,,BRC ORTH SM LEFT WRST 8IN ELAS,$18.00,,,,,,,,,,,,,,,,,,,,,,,,
DM066299,,BRC ORTH MED RT WRST 8IN ELAS,$18.00,,,,,,,,,,,,,,,,,,,,,,,,
