CDM,Description,Standard Charge,Surgery Center/Procedure Room Charge,L&D Charge,Supply Charge Range
35822386,HB  HLA B CELL FLOW XM CX TITER*IG, $138.00 ,,,
35822387,HB  HLA T CELL FLOW XM CX TITER*IG, $138.00 ,,,
35822388,HB  HLA B CELL LYMPH XM CX TITR*IG, $285.00 ,,,
35822389,HB  HLA T CELL LYMPH XM CX TITR*IG, $285.00 ,,,
35822390,HB  IVIG CROSSMATCH INHIBITION *IG, $285.00 ,,,
35822391,HB  HLA B CELL FLOW CXM EA ADDL*IG, $43.00 ,,,
35822392,HB  HLA T CELL FLOW CXM EA ADDL*IG, $43.00 ,,,
35822393,HB  LUMINEX PRA CLI-1ST MARKER *IG, $103.00 ,,,
35822394,HB  LUMINEX PRA CLI-EA ADDL    *IG, $80.00 ,,,
35822395,HB  HLA PHEN QUAL LMNX PRA CLI *IG, $175.00 ,,,
35822397,HB  LUMINEX PRA CLII-1ST MARKER*IG, $103.00 ,,,
35822398,HB  LUMINEX PRA CLII-EA ADDL   *IG, $80.00 ,,,
35822399,HB  MIC-A AB                   *IG, $275.00 ,,,
35822401,HB  CYTOTOX AB SCRN MIC-A AB   *IG, $150.00 ,,,
35822402,HB HLA CLASS II PHENOTYPE QUAL*IG, $175.00 ,,,
35822426,HB  PRONASE B CELL FLOW XMATCH *IG, $138.00 ,,,
35822427,HB  PRONASE T CELL FLOW XMATCH *IG, $138.00 ,,,
35822436,HB  SINGLE AG CL I-1ST MARKER  *IG, $103.00 ,,,
35822437,HB  SINGLE AG CL I-EA ADDL MRKR*IG, $80.00 ,,,
35822438,HB  HLA QUAL HD SINGLE AG CLI  *IG, $350.00 ,,,
35822439,HB  SINGLE AG CL II-1ST MARKER *IG, $103.00 ,,,
35822440,HB  SINGLE AG CL II-EA ADD MRKR*IG, $80.00 ,,,
35822441,HB  CYLEX-CELL FUNCTION ASSAY  *IG, $200.00 ,,,
35822442,HB  HLA QUAL HD SINGLE AG CLII *IG, $375.00 ,,,
35822443,HB  XM CXM FLOW CYTO-1ST MRKR  *IG, $121.00 ,,,
35822444,HB  XM CXM FLOW CYTO-ADD MRKR  *IG, $71.00 ,,,
35822445,HB SINGLE ANTIGEN PNL-CLASS I *IG, $250.00 ,,,
35822446,HB SINGLE ANTIGEN PNL-CLASS II*IG, $250.00 ,,,
35822499,HB HLA A IR PNL               *IG, $165.00 ,,,
35822505,HB HLA B IR PNL               *IG, $165.00 ,,,
35822511,HB HLA C IR PNL               *IG, $165.00 ,,,
35822517,HB HLA A/B IR PNL EACH        *IG, $157.50 ,,,
35822530,HB HLA A/B/DRB1 PNL           *IG, $445.00 ,,,
35822539,HB HLA A/B/C IR PNL           *IG, $350.00 ,,,
35822563,HB HLA DRB1/3-5 IR PNL EACH   *IG, $170.00 ,,,
35822570,HB HLA DQB1 IR PNL            *IG, $130.00 ,,,
35822576,HB HLA DQA1 IR PNL            *IG, $130.00 ,,,
35822582,HB HLA DPB1 IR PNL            *IG, $130.00 ,,,
35822588,HB HLA-DRB1/DQB1 IR PNL EACH  *IG, $110.00 ,,,
35822597,HB HLA DRB1/3-5 DQB/A1 DPB1 IR*IG, $300.00 ,,,
35822598,HB HLA DRB1/3-5/DQB1 IR PNL   *IG, $250.00 ,,,
35822607,HB HLA A HI RES PNL           *IG, $350.00 ,,,
35822614,HB HLA B HI RES PNL           *IG, $350.00 ,,,
35822621,HB HLA C HI RES PNL           *IG, $350.00 ,,,
35822628,HB HLA DRB1 HI RES PNL        *IG, $300.00 ,,,
35822635,HB HLA DRB3-5 HI RES PNL      *IG, $300.00 ,,,
35822642,HB HLA DQB1 HI RES PNL        *IG, $300.00 ,,,
35822649,HB HLA DQA1 HI RES PNL        *IG, $300.00 ,,,
35822655,HB HLA DPA1 HI RES PNL *IG, $300.00 ,,,
35822656,HB HLA DPB1 HI RES PNL        *IG, $300.00 ,,,
35822662,HB HLA DPA1 IR PNL *IG, $165.00 ,,,
35822677,HB HLA A2 SUBTYPE PNL         *IG, $165.00 ,,,
35822683,HB NARCOLEPSY DRB1/DQB1 PNL EA*IG, $92.50 ,,,
35822693,HB CELIAC GENETIC DQB1/DQA1 EA*IG, $110.00 ,,,
35822702,HB HLA B27 PNL                *IG, $36.00 ,,,
35822708,HB MICA GENOTYPE              *IG, $168.00 ,,,
35822715,HB KIR  GENOTYPE              *IG, $167.00 ,,,
35822722,HB HLA B1502 TYPING           *IG, $350.00 ,,,
35822730,HB HLA B5801 TYPING *IG, $167.00 ,,,
35822731,HB HLA B5701 TYPING           *IG, $167.00 ,,,
3600000001,HB HIFU PROSTATE," $15,000.00 ",,,
3600000040,OR PROC ROOM EVAL, $560.00 ,,,
3600002500,HB OR HOURS 0.25," $3,222.00 "," $2,892.00 "," $2,892.00 ",
3600005000,HB OR HOURS 0.50," $4,900.00 "," $3,222.00 "," $3,222.00 ",
3600007500,HB OR HOURS 0.75," $7,350.00 "," $3,552.00 "," $3,552.00 ",
3600010000,HB OR HOURS 1.00," $9,800.00 "," $3,882.00 "," $3,882.00 ",
3600012500,HB OR HOURS 1.25," $11,885.00 "," $5,932.00 "," $5,932.00 ",
3600015000,HB OR HOURS 1.50," $12,282.00 "," $6,342.00 "," $6,342.00 ",
3600017500,HB OR HOURS 1.75," $12,679.00 "," $6,752.00 "," $6,752.00 ",
3600020000,HB  OR HOURS 2.00," $13,036.00 "," $7,162.00 "," $7,162.00 ",
3600022500,HB OR HOURS 2.25," $13,428.00 "," $7,572.00 "," $7,572.00 ",
3600025000,HB OR HOURS 2.50," $13,820.00 "," $7,982.00 "," $7,982.00 ",
3600027500,HB OR HOURS 2.75," $14,212.00 "," $8,392.00 "," $8,392.00 ",
3600030000,HB OR HOURS 3.00," $14,604.00 "," $8,802.00 "," $8,802.00 ",
3600032500,HB OR HOURS 3.25," $14,996.00 "," $9,212.00 "," $9,212.00 ",
3600035000,HB OR HOURS 3.50," $15,388.00 "," $9,622.00 "," $9,622.00 ",
3600037500,HB OR HOURS 3.75," $15,780.00 "," $10,032.00 "," $10,032.00 ",
3600040000,HB OR HOURS 4.00," $16,172.00 "," $10,442.00 "," $10,442.00 ",
3600042500,HB OR HOURS 4.25," $16,564.00 "," $10,852.00 "," $10,852.00 ",
3600045000,HB OR HOURS 4.50," $16,956.00 "," $11,262.00 "," $11,262.00 ",
3600047500,HB OR HOURS 4.75," $17,348.00 "," $11,672.00 "," $11,672.00 ",
3600050000,HB OR HOURS 5.00," $17,740.00 "," $12,082.00 "," $12,082.00 ",
3600052500,HB OR HOURS 5.25," $18,132.00 "," $12,492.00 "," $12,492.00 ",
3600055000,HB OR HOURS 5.50," $18,524.00 "," $12,902.00 "," $12,902.00 ",
3600057500,HB OR HOURS 5.75," $18,916.00 "," $13,312.00 "," $13,312.00 ",
3600060000,HB OR HOURS 6.00," $19,308.00 "," $13,722.00 "," $13,722.00 ",
3600062500,HB OR HOURS 6.25," $19,700.00 "," $14,132.00 "," $14,132.00 ",
3600065000,HB OR HOURS 6.50," $20,092.00 "," $14,542.00 "," $14,542.00 ",
3600067500,HB OR HOURS 6.75," $20,484.00 "," $14,952.00 "," $14,952.00 ",
3600070000,HB OR HOURS 7.00," $20,876.00 "," $15,362.00 "," $15,362.00 ",
3600072500,HB OR HOURS 7.25," $21,268.00 "," $15,772.00 "," $15,772.00 ",
3600075000,HB OR HOURS 7.50," $21,660.00 "," $16,182.00 "," $16,182.00 ",
3600077500,HB OR HOURS 7.75," $22,052.00 "," $16,592.00 "," $16,592.00 ",
3600080000,HB OR HOURS 8.00," $22,444.00 "," $17,002.00 "," $17,002.00 ",
3600082500,HB OR HOURS 8.25," $22,836.00 "," $17,412.00 "," $17,412.00 ",
3600085000,HB OR HOURS 8.50," $23,228.00 "," $17,822.00 "," $17,822.00 ",
3600087500,HB OR HOURS 8.75," $23,620.00 "," $18,232.00 "," $18,232.00 ",
3600090000,HB OR HOURS 9.00," $24,012.00 "," $18,642.00 "," $18,642.00 ",
3600092500,HB OR HOURS 9.25," $24,404.00 "," $19,052.00 "," $19,052.00 ",
3600095000,HB OR HOURS 9.50," $24,796.00 "," $19,462.00 "," $19,462.00 ",
3600097500,HB OR HOURS 9.75," $25,188.00 "," $19,872.00 "," $19,872.00 ",
3600099940,HB ROBOTIC SERVICE," $4,000.00 ",,,
3600100000,HB OR HOURS 10.00," $25,580.00 "," $20,282.00 "," $20,282.00 ",
3600102500,HB OR HOURS 10.25," $25,972.00 ",," $20,582.00 ",
3600105000,HB OR HOURS 10.50," $26,364.00 ",," $20,882.00 ",
3600107500,HB OR HOURS 10.75," $26,756.00 ",," $21,182.00 ",
3600110000,HB OR HOURS 11.00," $27,148.00 ",," $21,482.00 ",
3600112500,HB OR HOURS 11.25," $27,540.00 ",," $21,782.00 ",
3600115000,HB OR HOURS 11.50," $27,932.00 ",," $22,082.00 ",
3600117500,HB OR HOURS 11.75," $28,324.00 ",," $22,382.00 ",
3600120000,HB OR HOURS 12.00," $28,716.00 ",," $22,682.00 ",
3600122500,HB OR HOURS 12.25," $29,108.00 ",," $22,982.00 ",
3600125000,HB OR HOURS 12.50," $29,500.00 ",," $23,282.00 ",
3600127500,HB OR HOURS 12.75," $29,892.00 ",," $23,582.00 ",
3600130000,HB OR HOURS 13.00," $30,284.00 ",," $23,882.00 ",
3600132500,HB OR HOURS 13.25," $30,676.00 ",," $24,182.00 ",
3600135000,HB OR HOURS 13.50," $31,068.00 ",," $24,482.00 ",
3600137500,HB OR HOURS 13.75," $31,460.00 ",," $24,782.00 ",
3600140000,HB OR HOURS 14.00," $31,852.00 ",," $25,082.00 ",
3600142500,HB OR HOURS 14.25," $32,244.00 ",," $25,382.00 ",
3600145000,HB OR HOURS 14.50," $32,636.00 ",," $25,682.00 ",
3600147500,HB OR HOURS 14.75," $33,028.00 ",," $25,982.00 ",
3600150000,HB OR HOURS 15.00," $33,420.00 ",," $26,282.00 ",
3600152500,HB OR HOURS 15.25," $33,812.00 ",," $26,582.00 ",
3600155000,HB OR HOURS 15.50," $34,204.00 ",," $26,882.00 ",
3600157500,HB OR HOURS 15.75," $34,596.00 ",," $27,182.00 ",
3600160000,HB OR HOURS 16.00," $34,988.00 ",," $27,482.00 ",
3600162500,HB OR HOURS 16.25," $35,380.00 ",," $27,782.00 ",
3600165000,HB OR HOURS 16.50," $35,772.00 ",," $28,082.00 ",
3600167500,HB OR HOURS 16.75," $36,164.00 ",," $28,382.00 ",
3600170000,HB OR HOURS 17.00," $36,556.00 ",," $28,682.00 ",
3600172500,HB OR HOURS 17.25," $36,948.00 ",," $28,982.00 ",
3600175000,HB OR HOURS 17.50," $37,340.00 ",," $29,282.00 ",
3600177500,HB OR HOURS 17.75," $37,732.00 ",," $29,582.00 ",
3600180000,HB OR HOURS 18.00," $38,124.00 ",," $29,882.00 ",
3600182500,HB OR HOURS 18.25," $38,516.00 ",," $30,182.00 ",
3600185000,HB OR HOURS 18.50," $38,908.00 ",," $30,482.00 ",
3600187500,HB OR HOURS 18.75," $39,300.00 ",," $30,782.00 ",
3600190000,HB OR HOURS 19.00," $39,692.00 ",," $31,082.00 ",
3600192500,HB OR HOURS 19.25," $40,084.00 ",," $31,382.00 ",
3600195000,HB OR HOURS 19.50," $40,476.00 ",," $31,682.00 ",
3600197500,HB OR HOURS 19.75," $40,868.00 ",," $31,982.00 ",
3600200000,HB OR HOURS 20.00," $41,260.00 ",," $32,282.00 ",
3600202500,HB OR HOURS 20.25," $41,652.00 ",," $32,582.00 ",
3600205000,HB OR HOURS 20.50," $42,044.00 ",," $32,882.00 ",
3600207500,HB OR HOURS 20.75," $42,436.00 ",," $33,182.00 ",
3600210000,HB OR HOURS 21.00," $42,828.00 ",," $33,482.00 ",
3600212500,HB OR HOURS 21.25," $43,220.00 ",," $33,782.00 ",
3600215000,HB OR HOURS 21.50," $43,612.00 ",," $34,082.00 ",
3600217500,HB OR HOURS 21.75," $44,004.00 ",," $34,382.00 ",
3600220000,HB OR HOURS 22.00," $44,396.00 ",," $34,682.00 ",
3600222500,HB OR HOURS 22.25," $44,788.00 ",," $34,982.00 ",
3600225000,HB OR HOURS 22.50," $45,180.00 ",," $35,282.00 ",
3600227500,HB OR HOURS 22.75," $45,572.00 ",," $35,582.00 ",
3600230000,HB OR HOURS 23.00," $45,964.00 ",," $35,882.00 ",
3600232500,HB OR HOURS 23.25," $46,356.00 ",," $36,182.00 ",
3600235000,HB OR HOURS 23.50," $46,748.00 ",," $36,482.00 ",
3600237500,HB OR HOURS 23.75," $47,140.00 ",," $36,782.00 ",
3600240000,HB OR HOURS 24.00," $47,532.00 ",," $37,082.00 ",
3600242500,HB OR HOURS 24.25," $47,924.00 ",," $37,382.00 ",
3600245000,HB OR HOURS 24.50," $48,316.00 ",," $37,682.00 ",
3600247500,HB OR HOURS 24.75," $48,708.00 ",," $37,982.00 ",
3600250000,HB OR HOURS 25.00," $49,100.00 ",," $38,282.00 ",
3609921100,HB OR PROC ROOM EVAL NOT SURG DAY/CANCEL, $240.00 ,,,
3610361010,HB IR BASE NEURO PROCEDURE," $20,000.00 ",,,
3620362010,HB OR BASE TRANSPLANT HEART," $19,800.00 ",,,
3620362011,HB OR BASE TRANSPLANT HEART & LUNG," $25,300.00 ",,,
3620362021,HB OR BASE TRANSPLANT LUNG SINGLE," $7,700.00 ",,,
3620362022,HB OR BASE TRANSPLANT LUNG DOUBLE," $7,700.00 ",,,
3620362030,HB OR BASE TRANSPLANT PANCREAS," $5,500.00 ",,,
3620362040,HB OR BASE TRANSPLANT LIVER," $8,800.00 ",,,
3620362041,HB OR BASE TRANSPLANT LIVER & KIDNEY," $14,300.00 ",,,
3620362050,HB OR BASE TRANSPLANT INTESTINE," $8,800.00 ",,,
3670367010,HB OR BASE TRANSPLANT KIDNEY," $5,500.00 ",,,
3670367011,HB OR BASE TRANSPLANT KIDNEY & PANCREAS," $5,500.00 ",,,
3700002500,HB ANESTHESIA HOURS 0.25, $130.00 ,,,
3700005000,HB ANESTHESIA HOURS 0.50, $260.00 ,,,
3700007500,HB ANESTHESIA HOURS 0.75, $390.00 ,,,
3700010000,HB ANESTHESIA HOURS 1.00, $520.00 ,,,
3700012500,HB ANESTHESIA HOURS 1.25, $650.00 ,,,
3700015000,HB ANESTHESIA HOURS 1.50, $780.00 ,,,
3700017500,HB ANESTHESIA HOURS 1.75, $910.00 ,,,
3700020000,HB ANESTHESIA HOURS 2.00," $1,040.00 ",,,
3700022500,HB ANESTHESIA HOURS 2.25," $1,170.00 ",,,
3700025000,HB ANESTHESIA HOURS 2.50," $1,300.00 ",,,
3700027500,HB ANESTHESIA HOURS 2.75," $1,430.00 ",,,
3700030000,HB ANESTHESIA HOURS 3.00," $1,560.00 ",,,
3700032500,HB ANESTHESIA HOURS 3.25," $1,690.00 ",,,
3700035000,HB ANESTHESIA HOURS 3.50," $1,820.00 ",,,
3700037500,HB ANESTHESIA HOURS 3.75," $1,950.00 ",,,
3700040000,HB ANESTHESIA HOURS 4.00," $2,080.00 ",,,
3700042500,HB ANESTHESIA HOURS 4.25," $2,210.00 ",,,
3700045000,HB ANESTHESIA HOURS 4.50," $2,340.00 ",,,
3700047500,HB ANESTHESIA HOURS 4.75," $2,470.00 ",,,
3700050000,HB ANESTHESIA HOURS 5.00," $2,600.00 ",,,
3700052500,HB ANESTHESIA HOURS 5.25," $2,730.00 ",,,
3700055000,HB ANESTHESIA HOURS 5.50," $2,860.00 ",,,
3700057500,HB ANESTHESIA HOURS 5.75," $2,990.00 ",,,
3700060000,HB ANESTHESIA HOURS 6.00," $3,120.00 ",,,
3700062500,HB ANESTHESIA HOURS 6.25," $3,250.00 ",,,
3700065000,HB ANESTHESIA HOURS 6.50," $3,380.00 ",,,
3700067500,HB ANESTHESIA HOURS 6.75," $3,510.00 ",,,
3700070000,HB ANESTHESIA HOURS 7.00," $3,640.00 ",,,
3700072500,HB ANESTHESIA HOURS 7.25," $3,770.00 ",,,
3700075000,HB ANESTHESIA HOURS 7.50," $3,900.00 ",,,
3700077500,HB ANESTHESIA HOURS 7.75," $4,030.00 ",,,
3700080000,HB ANESTHESIA HOURS 8.00," $4,160.00 ",,,
3700082500,HB ANESTHESIA HOURS 8.25," $4,290.00 ",,,
3700085000,HB ANESTHESIA HOURS 8.50," $4,420.00 ",,,
3700087500,HB ANESTHESIA HOURS 8.75," $4,550.00 ",,,
3700090000,HB ANESTHESIA HOURS 9.00," $4,680.00 ",,,
3700092500,HB ANESTHESIA HOURS 9.25," $4,810.00 ",,,
3700095000,HB ANESTHESIA HOURS 9.50," $4,940.00 ",,,
3700097500,HB ANESTHESIA HOURS 9.75," $5,070.00 ",,,
3700100000,HB ANESTHESIA HOURS 10.00," $5,200.00 ",,,
3700102500,HB ANESTHESIA HOURS 10.25," $5,330.00 ",,,
3700105000,HB ANESTHESIA HOURS 10.50," $5,460.00 ",,,
3700107500,HB ANESTHESIA HOURS 10.75," $5,590.00 ",,,
3700110000,HB ANESTHESIA HOURS 11.00," $5,720.00 ",,,
3700112500,HB ANESTHESIA HOURS 11.25," $5,850.00 ",,,
3700115000,HB ANESTHESIA HOURS 11.50," $5,980.00 ",,,
3700117500,HB ANESTHESIA HOURS 11.75," $6,110.00 ",,,
3700120000,HB ANESTHESIA HOURS 12.00," $6,240.00 ",,,
3700122500,HB ANESTHESIA HOURS 12.25," $6,370.00 ",,,
3700125000,HB ANESTHESIA HOURS 12.50," $6,500.00 ",,,
3700127500,HB ANESTHESIA HOURS 12.75," $6,630.00 ",,,
3700130000,HB ANESTHESIA HOURS 13.00," $6,760.00 ",,,
3700132500,HB ANESTHESIA HOURS 13.25," $6,890.00 ",,,
3700135000,HB ANESTHESIA HOURS 13.50," $7,020.00 ",,,
3700137500,HB ANESTHESIA HOURS 13.75," $7,150.00 ",,,
3700140000,HB ANESTHESIA HOURS 14.00," $7,280.00 ",,,
3700142500,HB ANESTHESIA HOURS 14.25," $7,410.00 ",,,
3700145000,HB ANESTHESIA HOURS 14.50," $7,540.00 ",,,
3700147500,HB ANESTHESIA HOURS 14.75," $7,670.00 ",,,
3700150000,HB ANESTHESIA HOURS 15.00," $7,800.00 ",,,
3700152500,HB ANESTHESIA HOURS 15.25," $7,930.00 ",,,
3700155000,HB ANESTHESIA HOURS 15.50," $8,060.00 ",,,
3700157500,HB ANESTHESIA HOURS 15.75," $8,190.00 ",,,
3700160000,HB ANESTHESIA HOURS 16.00," $8,320.00 ",,,
3700162500,HB ANESTHESIA HOURS 16.25," $8,450.00 ",,,
3700165000,HB ANESTHESIA HOURS 16.50," $8,580.00 ",,,
3700167500,HB ANESTHESIA HOURS 16.75," $8,710.00 ",,,
3700170000,HB ANESTHESIA HOURS 17.00," $8,840.00 ",,,
3700172500,HB ANESTHESIA HOURS 17.25," $8,970.00 ",,,
3700175000,HB ANESTHESIA HOURS 17.50," $9,100.00 ",,,
3700177500,HB ANESTHESIA HOURS 17.75," $9,230.00 ",,,
3700180000,HB ANESTHESIA HOURS 18.00," $9,360.00 ",,,
3700182500,HB ANESTHESIA HOURS 18.25," $9,490.00 ",,,
3700185000,HB ANESTHESIA HOURS 18.50," $9,620.00 ",,,
3700187500,HB ANESTHESIA HOURS 18.75," $9,750.00 ",,,
3700190000,HB ANESTHESIA HOURS 19.00," $9,880.00 ",,,
3700192500,HB ANESTHESIA HOURS 19.25," $10,010.00 ",,,
3700195000,HB ANESTHESIA HOURS 19.50," $10,140.00 ",,,
3700197500,HB ANESTHESIA HOURS 19.75," $10,270.00 ",,,
3700200000,HB ANESTHESIA HOURS 20.00," $10,400.00 ",,,
3700202500,HB ANESTHESIA HOURS 20.25," $10,530.00 ",,,
3700205000,HB ANESTHESIA HOURS 20.50," $10,660.00 ",,,
3700207500,HB ANESTHESIA HOURS 20.75," $10,790.00 ",,,
3700210000,HB ANESTHESIA HOURS 21.00," $10,920.00 ",,,
3700212500,HB ANESTHESIA HOURS 21.25," $11,050.00 ",,,
3700215000,HB ANESTHESIA HOURS 21.50," $11,180.00 ",,,
3700217500,HB ANESTHESIA HOURS 21.75," $11,310.00 ",,,
3700220000,HB ANESTHESIA HOURS 22.00," $11,440.00 ",,,
3700222500,HB ANESTHESIA HOURS 22.25," $11,570.00 ",,,
3700225000,HB ANESTHESIA HOURS 22.50," $11,700.00 ",,,
3700227500,HB ANESTHESIA HOURS 22.75," $11,830.00 ",,,
3700230000,HB ANESTHESIA HOURS 23.00," $11,960.00 ",,,
3700232500,HB ANESTHESIA HOURS 23.25," $12,090.00 ",,,
3700235000,HB ANESTHESIA HOURS 23.50," $12,220.00 ",,,
3700237500,HB ANESTHESIA HOURS 23.75," $12,350.00 ",,,
3700240000,HB ANESTHESIA HOURS 24.00," $12,480.00 ",,,
3707050000,HB GI SEDATION >5YRS 1ST 15 SAME MD, $40.00 ,,,
3709000000,HB CONSCIOUS SEDATION-IV/IM/INHAL, $150.00 ,,,
3709914000,HB ANESTH COMPLICATED EMERG CONDITION, $30.00 ,,,
3709915100,HB SEDATION <5YRS 1ST 15 SAME MD, $40.00 ,,,
3709915200,HB SEDATION >5YRS 1ST 15 SAME MD, $40.00 ,,,
3709915300,HB SEDATION EA ADDL 15 SAME MD, $40.00 ,,,
3709915500,HB SEDATION <5YRS 1ST 15 OTHER MD, $40.00 ,,,
3709915600,HB SEDATION >5YRS 1ST 15 OTHER MD, $40.00 ,,,
3709915700,HB SEDATION EA ADDL 15 OTHER MD, $40.00 ,,,
3709921100,HB PRE-ANESTHESIA EVALUATION COMPLEX, $240.00 ,,,
3900232000,HB PLATELET RICH PLASMA INJECTION WITH IMAGE GUIDANCE, $440.00 ,,,
3908901000,HB  AUTO BLOOD WHOLE TRANSFUSED UNIT," $1,380.00 ",,,
3908901010,HB  WHOLE BLOOD IRRADIATED UNIT, $780.00 ,,,
3908901020,HB  WHOLE BLOOD UNIT, $780.00 ,,,
3908901021,HB  WHOLE BLOOD SPLIT UNIT, $390.00 ,,,
3908901100,HB  AUTO RBC DEGLYC SPLIT UNIT," $1,260.00 ",,,
3908901110,HB  AUTO RBC TRANSFUSED SPLIT UNIT, $600.00 ,,,
3908901120,HB  AUTO RBC WASHED SPLIT UNIT, $600.00 ,,,
3908901130,HB  PLASMA CRYO POOR SPLIT UNIT, $155.00 ,,,
3908901140,HB  PLASMA FR FROZ APHERES SPLT UNIT, $155.00 ,,,
3908901150,HB  PLASMA FR FROZ SPLIT UNIT, $155.00 ,,,
3908901160,HB  PLASMA FROZEN W/IN24HR SPLT UNIT, $155.00 ,,,
3908901170,HB  PLATELETPHERESIS LEUKRED IRRAD SPLT UNIT," $1,100.00 ",,,
3908901180,HB RBC LEUKRED SPLIT UNIT, $400.00 ,,,
3908901200,HB  AUTO CRYOPPT TRANSFUSED UNIT, $500.00 ,,,
3908901210,HB  CRYOPRECIPITATE UNIT, $180.00 ,,,
3908901220,HB  CRYOPRECIPITATE UNIT POOLED EA, $180.00 ,,,
3908901600,HB RBC LEUKRED UNIT, $800.00 ,,,
3908901700,HB  AUTO FFP PLASMA TRANSFUSED UNIT, $610.00 ,,,
3908901710,HB  PLASMA FR FROZ APHERES UNIT, $260.00 ,,,
3908901720,HB  PLASMA FR FROZ UNIT, $260.00 ,,,
3908901900,HB  PLATELET CONCENTRATE UNIT, $250.00 ,,,
3908902100,HB  AUTO RBC TRANSFUSED UNIT," $1,200.00 ",,,
3908902110,HB  RBC UNIT," $1,000.00 ",,,
3908902111,HB  RBC SPLIT UNIT, $500.00 ,,,
3908902200,HB  AUTO RBC WASHED UNIT," $1,200.00 ",,,
3908902210,HB  RBC LEUKRED MODIFIED WASH UNIT," $1,360.00 ",,,
3908902211,HB  RBC LEUKRED MODIFIED WASH SPLIT UNIT, $680.00 ,,,
3908902220,HB  RBC LEUKRED WASHED UNIT," $1,360.00 ",,,
3908902221,HB  RBC LEUKRED WASHED SPLIT UNIT, $680.00 ,,,
3908902230,HB  RBC MODIFIED WASHED UNIT," $1,360.00 ",,,
3908902231,HB  RBC MODIFIED WASHED SPLIT UNIT, $680.00 ,,,
3908902240,HB  RBC WASHED IRRAD UNIT," $1,360.00 ",,,
3908902241,HB  RBC WASHED IRRAD SPLIT UNIT, $680.00 ,,,
3908902250,HB  RBC WASHED UNIT," $1,360.00 ",,,
3908902251,HB  RBC WASHED SPLIT UNIT, $680.00 ,,,
3908902300,HB PLASMA FROZ POOLED SOLV DETERGNT TREATED UNIT *UB, $115.00 ,,,
3908903100,HB  PLATELET LEUKORED UNIT, $380.00 ,,,
3908903101,HB  PLATELETPHERESIS IRRAD SPLIT UNIT, $800.00 ,,,
3908903200,HB  PLATELET IRRADIATED UNIT, $560.00 ,,,
3908903300,HB  PLATELET LEUKORED IRRAD UNIT, $440.00 ,,,
3908903400,HB  PLATELETPHERESIS UNIT," $1,580.00 ",,,
3908903401,HB  PLATELETPHERESIS SPLIT UNIT, $790.00 ,,,
3908903500,HB  PLATELETPHERESIS LEUKRED UNIT," $1,740.00 ",,,
3908903600,HB  PLATELETPHERESIS IRRAD UNIT," $1,600.00 ",,,
3908903700,HB  PLATELETPHERESIS LEUKRED IRRAD UNIT," $2,200.00 ",,,
3908903701,HB  PLATELETPHERESIS LEUKRED SPLIT UNIT, $870.00 ,,,
3908903800,HB  RBC IRRADIATED UNIT," $1,000.00 ",,,
3908903801,HB  RBC IRRADIATED SPLIT UNIT, $500.00 ,,,
3908903900,HB  AUTO RBC DEGLYC UNIT," $2,520.00 ",,,
3908903910,HB  RBC DEGLYCEROLIZED UNIT," $2,140.00 ",,,
3908903911,HB  RBC DEGLYCEROLIZED SPLIT UNIT," $1,070.00 ",,,
3908903920,HB  RBC FROZEN WASHED UNIT," $2,140.00 ",,,
3908903930,HB  RBC IRRADIATED DEGLYCEROLIZED UNIT," $2,140.00 ",,,
3908903931,HB  RBC IRRADIATED DEGLYCEROLIZED SPLIT UNIT," $1,070.00 ",,,
3908903940,HB  RBC LEUKRED FROZEN DEGLYC UNIT," $2,140.00 ",,,
3908903941,HB  RBC LEUKRED FROZEN DEGLYC SPLIT UNIT," $1,070.00 ",,,
3908904000,HB  RBC LEUKRED IRRAD UNIT," $1,000.00 ",,,
3908904001,HB  RBC LEUKRED IRRADIATED SPLIT UNIT, $500.00 ,,,
3908904400,HB  PLASMA CRYO POOR UNIT, $290.00 ,,,
3908905000,HB  GRANULOCYTES PHERESIS UNIT," $5,630.00 ",,,
3908905100,HB  RBC LEUKRED CMVNEG UNIT," $1,000.00 ",,,
3908905101,HB  RBC LEUKRED IRRAD CMVNEG SPLIT UNIT, $500.00 ,,,
3908905200,HB  PLATELETPHERESIS LEUKRED HLA IRRAD UNIT," $2,400.00 ",,,
3908905210,HB  PLATELETPHERESIS LEUKRED HLA UNIT," $2,400.00 ",,,
3908905300,HB  PLATELETPHERESIS LEUKRED CMVNEG IRRAD UNIT," $2,200.00 ",,,
3908905301,HB  PLATELETPHERESIS LEUKRED CMVNEG IRRAD SPLT UNIT," $1,100.00 ",,,
3908905500,HB  PLATELETPHERESIS LEUKRED CMVNEG UNIT," $1,620.00 ",,,
3908905700,HB  RBC LEUKRED IRRAD DEGLYCEROLIZED UNIT," $2,140.00 ",,,
3908905701,HB  RBC LEUKRED IRRAD DEGLYCEROLIZED SPLT UNIT," $1,070.00 ",,,
3908905710,HB  RBC LEUKRED MODIFIED WASH IRRAD UNIT," $1,360.00 ",,,
3908905711,HB  RBC LEUKRED MODIFIED WASH IRRAD SPLIT UNIT, $680.00 ,,,
3908905720,HB  RBC LEUKRED WASHED IRRAD UNIT," $1,360.00 ",,,
3908905721,HB  RBC LEUKRED WASHED IRRAD SPLT UNIT, $680.00 ,,,
3908905800,HB  RBC LEUKREDIRRADCMVNEG UNIT," $1,000.00 ",,,
