Kaweah Delta Health Care District,,
CDM Listing as of June 2018,,
,,
,,
ITEM NUMBER,DESCRIPTION, UNIT PRICE 
2785138,Ring Heart," $6,134.50 "
2785149,Cable Surgical Gtr," $7,016.50 "
2785152,Spacer Vertibral Body (A)," $13,516.00 "
2785153,Graft Cervical Allograft," $4,525.75 "
2785154,Graft Scaffold 25 Sq Cm," $6,647.00 "
2785159,Spacer Cervical Vertibra," $4,725.50 "
2785162,Spine Cap," $6,444.75 "
2785164,Bone Void Filler," $3,894.75 "
2785169,Component Femor Head Tape," $2,094.25 "
2785173,Cement Restrictor, $908.50 
2785174,Graft Dermal Tissue," $7,855.75 "
2785179,Component Neck Adaptor," $4,152.75 "
2785180,Peg Fixation, $545.50 
2785181,Implant Subtalar," $4,588.75 "
2785182,Patch Hernia Repair 7X10," $1,461.50 "
2785183,Graft Celluar Scaffold," $11,275.50 "
2785184,Component Tibial Base (B)," $13,745.25 "
2785189,Patch Hernia Repair 4X7," $2,395.75 "
2785190,Anchor Soft Tissue," $1,731.00 "
2785191,Mesh Hernia 10 X 14," $7,225.00 "
2785192,Mesh Hernia (B)," $4,616.00 "
2785193,Pvi-Port Indwelling," $2,930.75 "
2785194,Pvi-Cath Long Term Hemo," $2,502.50 "
2787076,Mesh Ti Reconstructive," $4,414.50 "
2787112,Vertebral Body Replacemen," $15,052.50 "
2787113,Cath Peritoneal Curl 62.2," $1,072.50 "
2787116,Plate Shoulder," $4,706.25 "
2787118,Valve Aortic," $10,150.00 "
2787119,System Perm Birth Control," $3,552.75 "
2787120,Graft Dermal Tissue (A)," $18,669.25 "
2787121,Sphere Orbital," $3,393.25 "
2787122,Humeral Insert," $3,483.00 "
2787123,Humeral Metaphysis," $5,683.25 "
2787124,Humeral Spacer," $4,130.00 "
2787141,Implant Interspin Proc," $12,943.25 "
2787143,Graft Tissue Occular, $558.25 
2787144,Nail Elastic Ti," $1,470.75 "
2787145,Spacer Knee Interposition," $11,766.75 "
2787146,Nail Blade Fx," $3,198.50 "
2787147,Metabolic Activ De Tissue," $2,521.00 "
2787148,Plate Spacer Combo," $11,791.00 "
2787150,Spacer Cement Femoral," $7,433.00 "
2787151,Screw Cap, $839.75 
2787152,Cellular Bone Matrix (2)," $2,713.00 "
2787153,Plate And Cable," $4,798.25 "
2787154,Cable And Sleeve Set," $2,073.50 "
2787155,End Plate Spine," $21,744.00 "
2787156,Arthrodesis Implant," $3,826.25 "
2787157,Component Venous Outflow," $5,639.50 "
2787158,Component Arterial Graft," $2,645.25 "
2787159,Component Tibial Base (C)," $9,794.00 "
2787160,Dermagraft Skin Sub," $2,477.25 "
2787161,Humeral Spacer A," $1,723.00 "
2787162,Anchor Bone Sternal," $4,183.25 "
2787163,Plate Spacer Combo Lumb," $16,152.25 "
2787164,Anchor Spine Anulus," $5,798.75 "
2787165,Plate Humeral Distal," $4,829.25 "
2787166,Plate Humeral Proxmimal," $4,829.25 "
2787167,Port Lapband Access," $2,562.75 "
2787168,Tubing Implantable Repair, $673.00 
2787169,Graft Scaffold 16 Sq Cm," $4,030.25 "
2787170,Graft Scaffold 32 Sq Cm," $8,074.50 "
2787171,Graft Scaffold 50 Sq Cm," $8,244.00 "
2787172,Device Sept Defect Sys," $12,060.25 "
2787173,Stem Humeral Taper Hemi," $2,808.25 "
2787174,Head Humeral Modular (B)," $14,886.00 "
2787175,Femoral Component (B2)," $11,733.25 "
2787176,Graft Dermal Tissue (B)," $35,535.00 "
2787177,Spacer Vertibral Body (B)," $19,059.75 "
2787178,Spacer Vertibral Body (C)," $22,295.50 "
2787179,Spacer Vertibral Body (D)," $29,264.50 "
2787180,Cement With Antibiotic," $2,329.50 "
2787181,Nail Femoral (B)," $1,932.75 "
2787182,Nail Femoral (C)," $6,330.25 "
2787183,Screw Spine (B)," $2,377.75 "
2787184,Connector Spine (B)," $2,752.50 "
2787185,Cage Spine (B)," $6,638.50 "
2787186,Cage Spine (C)," $13,748.75 "
2787187,Cage Spine (D)," $15,231.75 "
2787188,Cage Spine (E)," $17,438.00 "
2787189,Cage Spine (F)," $18,678.50 "
2787190,Plate Bone (B)," $3,023.75 "
2787191,Plate Bone (C)," $3,314.75 "
2787192,Plate Bone (D)," $3,689.00 "
2787193,Plate Bone (E)," $4,690.00 "
2787194,Plate Bone (F)," $5,116.75 "
2787195,Plate Bone (G)," $5,615.75 "
2787196,Micromatrix Powder 500Mg," $4,047.75 "
2787197,Micromatrix Powder 200Mg," $2,343.00 "
2787198,Micromatrix Powder 100Mg," $1,464.50 "
2787199,Graft Skin Matrix Xs 5X5," $2,057.75 "
2787200,Graft Skin Matrix Xs 4X12," $3,954.25 "
2787201,Graft Skin Matrix Xs 6X15," $7,413.75 "
2787202,Graft Skin Matrix Xs 8X16," $10,544.00 "
2787203,Graf Skin Matrix Xs 10X15," $12,356.25 "
2787204,Graf Skin Matrix Xs 16X20," $17,573.50 "
2787205,Graf Skin Matrix Xs 20X30," $24,713.00 "
2787206,Graf Skin Matrix Xs 20X35," $28,831.50 "
2787207,Graf Skin Matrix Xs 30X30," $37,069.25 "
2787208,Graf Skin Matrix Xs 30X40," $49,425.75 "
2787209,Graft Ventral Hernia 7X10," $5,766.50 "
2787210,Graf Ventral Hernia 10X15," $12,356.25 "
2787211,Graft Skin Matrix 7X10," $4,034.75 "
2787212,Graft Skin Matrix 4X12," $2,765.00 "
2787213,Micromatrix Powder 20Mg, $360.50 
2787214,Micromatrix Powder 30Mg, $592.25 
2787215,Micromatrix Powder 60Mg, $840.00 
2787216,Graft Skin Matrix Rs 2X4, $764.50 
2787217,Graft Skin Matrix Xs 7X10," $5,766.50 "
2787218,Mesh Hernia 15X20Cm Rect," $2,742.75 "
2787219,Mesh Hernia 15X20Cm Oval," $3,510.25 "
2787220,Stem Shoulder Humeral," $11,864.25 "
2787221,Mesh Hernia 7X15Cm Rect," $1,545.50 "
2787222,Femoral Component (B)," $9,626.00 "
2787223,Femoral Component (C)," $11,525.50 "
2787224,Femoral Component (D)," $14,235.50 "
2787225,Shell Ant Hip," $4,721.25 "
2787226,Component Articular Surf," $11,259.50 "
2787227,Mesh Hernia 20X25Cm Oval," $4,140.00 "
2787228,Mesh Hernia 10X15Cm Oval," $2,346.00 "
2787229,Anchor Bone Speedbridge," $5,987.25 "
2787230,Graft Vasc Strech Ringr A," $8,170.25 "
2787231,Graft Vasc Strech Ringr B," $6,909.25 "
2787232,Plate Fibula," $2,939.75 "
2787233,Graft Tissue 05X08 Hd Mtx," $5,645.50 "
2787234,Graft Tissue 10X10 Hd Mtx," $6,272.75 "
2787235,Graft Tissue 10X16 Strati," $14,198.25 "
2787236,Graft Tissue 20X20 Strati," $24,706.00 "
2787237,Graft Tissue 16X20 Strati," $18,929.00 "
2787238,Graft Tissue 10X10 Strati," $8,876.00 "
2787239,Graft Tissue 20X30 Strati," $35,486.75 "
2787240,Graft Tissue 25X40 Strati," $59,145.25 "
2787241,Trial Lead Spin Cord Stim," $2,300.00 "
2787242,Bioimplant Equine 5X10," $3,136.25 "
2787243,Bioimplant Equine 1X15," $5,943.25 "
2787244,Bioimplant Equine 3X4," $7,197.75 "
2787245,Graft Tendo Tibialis," $4,704.50 "
2787247,End Cap Lck Screw," $2,587.50 "
2787248,Graft Cancellous Sponge," $5,163.25 "
2787249,Screw Pedical (B)," $3,450.00 "
2787250,Rod Spine (B), $993.25 
2787251,Spine Cap (B), $653.50 
2787252,Crosslink Spine (B)," $3,450.00 "
2787253,Plate Anterior Cervical B," $3,136.25 "
2787254,Plate Anterior Cervical C," $3,920.50 "
2787255,Screw Fixed Angle (B), $862.50 
2787256,Spacer Vertibral Body E," $9,095.50 "
2787257,Spacer Cement Tibial," $3,525.25 "
2787258,Adaptor Femoral B," $11,162.25 "
2787259,Int/Ext Osseo Intrg Sys," $12,180.00 "
2787263,Oasis Wnd Matrix 3X3.5 Cm, $125.50 
2787264,Oasis Wnd Matrix 3X7 Cm, $250.75 
2787265,Oasis Tri-Lay Wnd 7X10 Cm," $1,182.75 "
2787266,Oasis Tri-Lay Wnd 7X20 Cm," $2,363.25 "
2787267,Screw Fusion Canltd Sl," $8,678.25 "
2787268,Screw Fusion Canltd," $8,221.50 "
2787269,Locking Bar Tibial," $1,010.00 "
2787270,Graft Tissue 6X8 Strati," $4,269.00 "
2787271,Tissue Decell Dermis 2X2," $1,303.25 "
2787272,Tissue Decell Dermis 4X4," $4,127.00 "
2787273,Tissue Decell Dermis 5X9," $8,145.25 "
2787274,Matristem Wnd Mtx 3X3.5Cm, $75.00 
2787275,Matristem Wnd Mtx 3X7Cm, $145.00 
2787276,Matristem Wnd Mtx 7X10Cm," $2,050.00 "
2787277,Matristem Wnd Mtx 10X15Cm," $3,690.00 "
2787279,Component Patella Rev," $7,612.50 "
2787280,Uvivsl Tib/Fem Canal Ext," $3,783.50 "
2787281,Sleeve Univ Femoral Knee," $7,586.50 "
2787282,Sleeve Metaphyseal Knee," $6,613.75 "
2787283,Oasis Tri-Lay Wnd 5X7 Cm, $977.50 
2787284,Cadavor Skin Graft, $824.75 
2787285,Anchor Bone (B)," $2,276.25 "
2787286,Component Humeral Adaptor," $1,776.25 "
2787287,Stem Radial," $4,065.00 "
2787288,Adaptor Post Taper Tka," $1,291.00 "
2787289,Spacer Cement Hip," $7,754.50 "
2787290,Staple Bone," $3,034.75 "
2787291,Epifix Graft Tissue 4X4Cm," $5,373.00 "
2787292,Clip Pr Sterilization, $182.75 
2787293,Primatrix Tissue 4X4Cm, $877.00 
2787294,Primatrix Tissue 6X6Cm," $1,863.50 "
2787295,Primatrix Tissue 8X8Cm," $3,313.00 "
2787296,Plug Anal Fistula," $1,591.00 "
2787297,Graft Cancellous Bone," $3,753.00 "
2787298,Bilayer Wnd Matrix 4X5In," $6,834.50 "
2787299,Generator Interstim," $22,786.75 "
2787300,Lead Sns Tined," $6,932.50 "
2787301,Screw Headless," $1,522.50 "
2787302,Bilayer Wnd Matrix 2X2In," $5,462.75 "
2787303,Bone Graft Wedge," $4,173.75 "
2787304,Bone Powder, $629.25 
2787305,Graft Derma Matrix 4X4," $2,892.75 "
2787306,Sleve Tibial Revision," $1,218.00 "
2787307,Bushing Fem Adaptor, $710.50 
2787308,Axel Adaptor Knee," $2,436.00 "
2787309,Bumper Tibial Insert," $1,461.50 "
2787310,Graft Parastomal," $3,146.50 "
2787311,Stem Ulnar," $7,917.00 "
2787312,Oasis Tri-Lay Wnd 1 Sq Cm, $17.00 
2787313,Epifix Graft Tissue 2X4Cm," $2,055.25 "
2787314,Epifix Graft Tissue 2X3Cm," $1,742.50 "
2787315,Epifix Graft Tissue4X10Cm," $5,626.50 "
2787316,Ent Cement, $532.75 
2787317,Component Fem Block Build," $8,170.75 "
2787318,Metatarsal Cryo Preserved," $3,806.25 "
2787319,Matrix Bone Cellular 1Cc, $710.50 
2787320,Matrix Bone Cellular 5Cc," $3,552.50 "
2787321,Matrix Bone Cellular 10Cc," $7,105.00 "
2787322,Matrix Bone Cellular 15Cc," $10,657.50 "
2787323,Graft Jacket Matrix 4X7Cm," $5,973.25 "
2787324,Gore Tag Thorac Endopros," $24,740.50 "
2787325,Dermapure Tissue 1X2Cm, $799.25 
2787326,Dermapure Tissue 2X2Cm," $1,103.75 "
2787327,Dermapure Tissue 2X3Cm," $1,233.25 "
2787328,Dermapure Tissue 3X4Cm," $1,750.75 "
2787329,Dermapure Tissue 4X6Cm," $3,037.50 "
2787330,Cellular Bone Matrix (1)," $6,927.25 "
2787331,Tissue Amniotic Placental," $3,463.75 "
2787332,Valve Glaucoma," $1,341.25 "
2787333,Sclera Tutoplast, $418.75 
2787334,Graft Derma Matrix 4X7," $5,654.50 "
2787335,Epifix Graft Per Sq Cm, $289.25 
2787336,Hinge Cemneted Rotating," $12,110.00 "
2787337,Hinge Rotating Knee," $1,487.75 "
2787338,Insert Hinge Tibial," $5,609.00 "
2787339,Allograft Amniotic 1.5Cm, $456.75 
2787340,Nail Clavicle," $5,465.75 "
2787341,Graft Fresh Hemi-Condyle," $17,767.50 "
2787342,Graft Derma Matrix 4X8," $5,899.75 "
2787343,Washer 7.0Mm Stainless, $50.75 
2787344,Tissue Burn Matrix 7X10," $2,080.75 "
2787345,Graft Calcaneus," $1,547.75 "
2787346,Screw Compression (B)," $2,740.50 "
2787347,Hammertoe," $2,885.25 "
2787348,Knotless Ac Implant," $1,294.00 "
2787349,Acute Ac Repair Kit," $2,605.00 "
2787350,Patlofem Implant," $7,247.00 "
2787351,Patella Dome Implant," $1,332.25 "
2787352,Silicone Pip Implant," $2,131.50 "
2787353,E Wedge Allograft," $1,827.00 "
2787354,Live Articular Cartilage," $7,100.00 "
2787355,Acetabular Liner, $473.00 
2787356,Acetabular Shell," $1,928.50 "
2787357,Comp Cemented Femur Post," $2,842.00 "
2787358,Acetabular Liner (B)," $1,065.75 "
2787359,Screw Bone (C)," $2,270.00 "
2787360,Graft Ankle Allograft," $1,470.00 "
2787361,Screw Spine (C)," $2,896.50 "
2787362,Rod Spine (C)," $1,465.50 "
2787363,Lead Condtendril Mri, $850.00 
2787364,Locking Bolt," $7,302.60 "
2787365,Trial Lead Kit," $1,650.00 "
2787366,Stem Femoral W/Collar," $15,250.00 "
2787367,Femoral Component (E)," $1,500.00 "
2787368,Pvi/Stnt Coat/Cover W/Sys (2)," $5,005.00 "
2787369,Pericardial Membrane, $715.00 
2787370,TEVAR Graft Proximal Component," $39,912.50 "
2787371,TEVAR Graft Proximal Tapered Compenent," $39,912.50 "
2787372,TEVAR Graft Distal Component," $39,912.50 "
2787373,TEVAR Graft Distal Extension," $24,462.50 "
2787374,Mesh Gentrix Matrix Plus," $7,500.00 "
2787375,Graft Bone Augment," $6,640.00 "
2787376,Mesh - Burr Hole Front to Temporal," $9,500.00 "
2788371,Pump Infusion 18Ml W/Sut," $23,401.50 "
2788373,Cath Intraspinal Indura," $2,508.00 "
2788374,Stimulator Neuro Synergy," $28,547.75 "
2788399,Programmer Patient," $5,043.00 "
2788400,Dorsal Column Lead Kit," $13,425.75 "
2788401,Extension Kit(In Line Con," $2,508.00 "
2788454,Lead Vagus Nerve," $14,089.00 "
2788455,Sil Strip Styl 41 Prod#S2, $212.00 
2788456,Anchor Dorsal Column Lead, $339.00 
2788457,Kit Mesh Pouch, $764.50 
2788458,Kit Lead Accessory," $1,087.00 "
2788461,Washer Suture Canc Screw," $1,087.00 "
2788463,Staple Spiked Ligament," $1,019.00 "
2788465,Patch Hern Gld 13Cmx22Cm," $5,180.00 "
2788468,Generator Neurostimulator," $21,956.50 "
2788470,Pta/Trunk-Ipsilat Graft," $17,862.75 "
2788471,Pta/Contralat Graft," $12,369.25 "
2788472,Pta/Extender Graft," $8,670.25 "
2788474,Pvi/Stnt Coat/Cover W/Sys," $8,749.00 "
2788475,Pvi/Stnt No Coat W/Sys," $6,002.00 "
2788476,Pvi/Stnt No Coat W/O Sys," $6,755.00 "
2788477,Pvi/Ivc Filter," $5,645.00 "
2788478,Pvi/Embol Coil/Sphere, $456.75 
2788479,Pvi/Embol Plug/Coil Sys," $2,283.75 "
3000118,Panel Comp Metabolic, $241.00 
3000119,Panel Add Comp Meta, $241.00 
3000120,Panel Electrolyte, $137.00 
3000121,Dialysis Chem Panel, $-   
3000127,Panel Basic Metabolic Rpi, $168.00 
3000128,Panel Renal Ii & Mg, $168.00 
3000130,Renal Function Panel, $206.75 
3000194,Cell Count & Diff Misc Fl, $84.50 
3000209,Panel Lipid, $188.25 
3000210,Hepatitis Acute Panel, $403.25 
3000270,Cell Count & Diff Csf, $84.50 
3000328,"Eosinophil, Urine", $65.50 
3000329,Smear For Eosinophil, $65.50 
3000342,Panel Hepatic Function, $277.00 
3000405,H. Pylori Antibody, $150.50 
3000529,Panel Renal Iii, $-   
3000535,Occult Blood Misc Source, $33.25 
3000604,Panel Obstetric, $315.00 
3000670,Semen Sperm Screen, $80.00 
3000729,Synovial Fluid Crystal Id, $70.00 
3000751,Tobramycin (Peak), $209.25 
3000782,Valproic Acid, $201.25 
3000783,Vancomycin Peak, $191.50 
3000784,Vancomycin Trough, $191.50 
3000785,Routine Venipuncture, $31.00 
3000785,"36415 Venipunct, Routine*", $31.00 
3000786,Vancomycin Random, $191.50 
3000789,Venipuncture Under 1 Yr, $31.00 
3000790,Collect Blood from PICC, $150.00 
3000810,Influenza R/O Swine, $-   
3000847,Capd Fluid Cell, $84.50 
3005075,Arthritis Panel, $-   
3005201,Family Recovery Drug Scn, $0.01 
3005202,Type & Screen, $-   
3005203,Drug Screen Qual Urine, $-   
3005204,Drug Screen Mental Health, $-   
3005208,Antibody Screen, $-   
3005220,Abg Arterl Ed Alert Panel, $-   
3005221,Abg Venous Ed Alert Panel, $-   
3005224,Lactate Alert Panel, $94.75 
3005225,Calcium Ionizd Alrt Panel, $134.75 
3005226,Sodium Alert Panel, $67.75 
3005227,Potassium Alert Panel, $62.00 
3005228,Glucose Alert Panel, $55.75 
3005229,Hematocrit, $36.50 
3005231,Synovial Fluid Analysis, $-   
3005240,Dialysis Cbc, $-   
3005259,Capd Monthly Chem Panel, $-   
3005267,Glucose Tol 3 Hour, $-   
3005268,Glucose Tol 4 Hour, $-   
3005269,Glucose Tol 5 Hour, $-   
3005282,Culture Fungus Skin/Hair, $-   
3005284,Culture Body Fluid, $-   
3005285,Culture Genital, $-   
3005286,Culture Capd Fluid, $-   
3005287,Culture Throat-Nasophayn, $-   
3005290,Sepsis VBG Alert Panel, $-   
3005291,NICUPC with CO-OX, $-   
3005292,ICUPC Panel with CO-OX, $-   
3005293,VBG Panel with CO-OX, $-   
3005294,NIVBGPC with CO-OX, $-   
3005302,Culture Aerobic, $-   
3005303,Stool Isolation, $-   
3005311,Thyroid Panel, $-   
3005313,Culture Fungus, $-   
3005314,Thyroid Function Panel, $-   
3005315,Bacterial Ag Test Csf, $-   
3005316,Transferrin W/ Iron Panel, $-   
3005434,Capd Cell Count & Culture, $-   
3005435,Coag Pt Ptt (Stat), $-   
3005439,Cocci Serology Panel, $-   
3005440,Cord Blood Results, $-   
3005446,Clin Pathologist Consult, $76.00 
3005447,Cocci Serology Panel(Csf), $-   
3005451,General Health Panel, $-   
3005454,Carboxy Panel, $-   
3005456,Automated Platelet Count, $69.00 
3005457,Hemoglobin&Hemocrit Only, $-   
3005459,Immunoglobin Panel Quant, $-   
3006000,Misc Hct, $-   
3006004,Chloide 24 Hr Urine, $-   
3006005,Urea Nitrogen 24 Urine, $-   
3006006,Uric Acid24 Urine, $-   
3006007,Phosporous 24 Urine, $-   
3006009,Urea Nitrogen Misc Fld, $-   
3006015,Bun 0 Hr, $-   
3006016,Bun 2 Hr, $-   
3006017,Bun 4 Hr, $-   
3006018,Creatininie 0 Hr, $-   
3006019,Creatininie 2 Hr, $-   
3006020,Creatininie 4 Hr, $-   
3006021,Glucose 0 Hr, $-   
3006023,Glucose 4 Hr, $-   
3006024,Bun Pre, $-   
3006027,Bun Post, $-   
3006028,Bun Perripheal, $-   
3006035,Glucose Fasting, $-   
3006038,Glucose Tolerance Ob, $-   
3006046,Sensitivity Add #1, $-   
3006052,Abo Rh, $-   
3006056,Culture Lower Qt Respir, $-   
3006101,Pep Lab Test, $-   
3006103,Sperm Count, $-   
3006108,Urea Nitrogen Ux 12 Hr, $-   
3006116,Creatine Urine 24 Hr, $-   
3006117,Csf Count/Additional, $-   
3006119,Respiratory Culture, $-   
3006120,Culture Grp B Genital, $-   
3006121,Sodium Urine 24 Hr, $-   
3006122,Gentamycin Random, $-   
3006123,Glucose 1 Hr, $-   
3006124,Glucose Tol 2 Hr, $-   
3006125,Kleihauer-Betke (Tracking), $-   
3006127,Occult Blood Stool X3 (Stat), $-   
3006128,Protein Misc Fluid, $-   
3006129,Protein Urine 24 Hr, $-   
3006130,Ptt Heparin Protocol, $-   
3006131,Reducing Subst Urine, $-   
3006135,T4 Free (Reflex), $-   
3006137,Thyroid Panel (Reflex), $-   
3006138,Tobramycin (Random), $-   
3006140,Urine Myoglobin Screen, $-   
3006142,Urine Microalbumin 24Hr, $-   
3006144,Urine Protein/Creat Rndom, $-   
3010001,Blood Gas Arterial, $243.75 
3010002,Acetaminophen (Tylenol), $218.25 
3010008,Blood Gas Capillary, $243.75 
3010009,Blood Gas Umbil Artery, $243.75 
3010010,Blood Gas Umbil Vein, $243.75 
3010012,Blood Gas Mixed Venous, $243.75 
3010013,Blood Gas Venous, $243.75 
3010039,Albumin Serum, $63.00 
3010043,Alcohol Ethyl Blood, $150.75 
3010055,Phosphatase Alkaline Bld, $61.50 
3010061,Ammonia Blood, $157.25 
3010072,Amylase Serum, $90.75 
3010093,"Hemoglobin,Alkaline Apt", $8.50 
3010100,Fetal Fibronectin, $489.75 
3010132,Hcg Gonadotropin Qual, $130.75 
3010133,Hcg Conadotropin Quant, $237.50 
3010134,Urine Pregnancy (Hcg), $103.75 
3010135,Hcg Gonadotropin Self Ref, $130.75 
3010138,Bilirubin Total Blood, $64.50 
3010139,Bilirubin Total&Direct, $64.50 
3010162,Acetone B-Hydroxybutyrate, $74.25 
3010164,Urea Nitrogen Bun Blood, $55.75 
3010165,Urea Nitrogen Misc Fluid, $100.50 
3010166,Psa Screening, $198.50 
3010167,Immunoglobulin Igm, $12.25 
3010168,Immunoglobulin Iga, $12.25 
3010169,Calcium Blood Chemical, $53.50 
3010170,Calcium Urine, $80.50 
3010171,Immunoglobulin Igg, $12.25 
3010172,Glucose Post Dose, $62.25 
3010174,Bilirubin Direct Blood, $63.00 
3010175,Carbamazepine Tegretol Se, $205.00 
3010176,Carbon Dioxide C02, $65.00 
3010177,Carbon Monoxide Quant, $165.00 
3010178,Calcium Ionized, $134.75 
3010179,Calcium; Ionized, $134.75 
3010180,Hbg; Methemoglobin Quan, $165.00 
3010201,Chlorides Electrode Blood, $51.25 
3010204,Chlorides Urine, $59.50 
3010207,Cholesterol Total Serum, $59.50 
3010208,Lipoprotein Hdl Cholester, $98.25 
3010209,Low Density Lipoprotein (, $106.25 
3010214,Cortisol, $24.00 
3010215,Afp Alpha Feto Protein, $146.50 
3010250,Chlorides Electrode Misc, $58.75 
3010251,Bnp Brain Natiuretic Pep, $251.25 
3010252,Cpk Total, $85.75 
3010256,Creatinine Other Source, $90.50 
3010257,Creatinine Clearance, $145.25 
3010258,Creatinine Blood, $64.25 
3010259,Creatinine Urine, $90.50 
3010260,I-Stat Creat Cartiridge, $64.25 
3010273,Cpk Mb Fraction, $187.50 
3010274,Glucose Csf, $61.00 
3010276,Protein Csf Quant, $66.50 
3010305,Opiates Single Ux Qual, $121.00 
3010307,Amphet Single Ux Qual, $121.00 
3010308,Barbs Single Ux Qual, $121.00 
3010309,Benzo Single Ux Qual, $121.00 
3010310,Digoxin Ria, $186.75 
3010311,Pcp Single Ux Qual, $121.00 
3010312,Cocaine Single Ux Qual, $121.00 
3010313,Phenytoin Dilantin, $191.50 
3010314,Cannabinoids Sing Ux Qual, $121.00 
3010339,Estradiol, $198.50 
3010340,Ferritin-Serum Ria, $170.75 
3010345,Protein Electophoresis Se, $15.50 
3010346,Ife Immunofixation Prot, $32.00 
3010350,Folic Acid, $173.00 
3010356,Fsh Follicle Stim Hormone, $204.00 
3010357,Gentamicin (Trough), $225.25 
3010358,Gentamicin (Peak), $225.25 
3010359,Ggt(Glutamyl Transferase), $85.00 
3010364,Glucose Blood, $55.75 
3010365,Glucose Misc Fluid, $61.00 
3010369,Glucose Tolerance 1st Hr, $136.00 
3010370,Glucose Tolerance 2nd Hr, $35.50 
3010371,Glucose Tolerance 3rd Hr, $35.50 
3010372,Glucose Tolerance 4th Hr, $35.50 
3010373,Glucose Tolerance 5th Hr, $35.50 
3010404,Amikacin Peak, $21.75 
3010405,Amikacin Trough, $21.75 
3010464,Iron Binding Capacity, $82.00 
3010465,Iron Serum, $79.25 
3010479,Lactate Lactic Acid, $94.75 
3010488,Ldh Serum, $92.50 
3010489,Ldh Urine & Misc Fluid, $92.50 
3010501,Lh Lutenizing Hormone, $233.25 
3010504,Lipase Serum/Misc Fluid, $84.50 
3010517,Lithium Serum, $87.25 
3010520,Magnesium Blood Chemical, $107.25 
3010531,Mycoplasma Antibody, $139.25 
3010533,Occult Blood Feces Colorectal Screening, $45.50 
3010538,Osmolality Serum, $129.25 
3010539,Osmolality Urine, $110.25 
3010540,Microalbumin Urine, $81.50 
3010542,Intactparathyroid Hormone, $92.75 
3010559,Ph Body Fluid Except Bld, $60.00 
3010561,Phenobarbital Quant, $170.00 
3010575,Phosphorous Blood, $61.25 
3010576,Phosphorus Urine, $84.25 
3010592,Potassium Serum, $62.00 
3010593,Potassium Misc Fluid, $55.75 
3010594,Potassium Urine, $55.75 
3010606,Procalcitonin (Pct), $212.25 
3010607,Prealbumin, $154.75 
3010608,Prolactin, $219.25 
3010611,Protein Other Sources, $66.50 
3010612,Protein Serum, $42.75 
3010613,Protein Urine 12-24 Hour, $77.75 
3010635,Reducing Substances Chem, $28.25 
3010655,Salicylate Blood Quant, $108.50 
3010676,Sgot (Ast), $67.00 
3010679,Sgpt (Alt), $65.75 
3010707,Sodium Blood, $67.75 
3010708,Sodium Misc Body Fluid, $80.25 
3010709,Sodium Urine, $80.25 
3010714,Specific Gravity Misc, $30.75 
3010723,Cell Count&Diff Syn Fluid, $84.50 
3010727,Synovial Fld Mucin Clot, $21.75 
3010731,Theophylline Aminophyllin, $200.00 
3010732,Tiiodothyronine T3 Uptake, $81.50 
3010734,Thyroxine T4 Ria, $75.75 
3010735,Thyroxine Free (Ft4), $128.25 
3010736,Troponin, $143.25 
3010740,Testosterone Total, $37.00 
3010741,T3 Uptake, $81.50 
3010742,T3 Triiodothyroxine Total, $165.00 
3010743,T3 Free Triiodthronine, $195.00 
3010749,Thyroid Stim Hormone Tsh, $169.50 
3010750,Tobramycin (Trough), $209.25 
3010757,Transferrin, $126.00 
3010758,Triglycerides Blood, $62.50 
3010764,Urea Nitrogen Urine, $100.50 
3010768,Uric Acid Blood Chemical, $59.50 
3010769,Uric Acid Urine Chemical, $75.75 
3010788,Vitamin B12, $167.25 
3010790,Vitamin D 25 Hydroxy, $120.75 
3010837,Prostate Specific Ag Psa, $198.50 
3010846,Cpk If, $85.75 
3010852,Cpk 1St Elevated, $85.75 
3012000,I-Stat E3+ Cartridge, $-   
3012002,Potassium, $62.00 
3012003,Sodium (Cvc), $67.75 
3015448,Vitamin B12/Folic Acid, $-   
3016044,Cea Carcinoembroyonic, $238.75 
3016045,Sodium, $-   
3020028,Heparin HIT Antibodies, $158.50 
3020076,Antibody Nuclear Ana Scrn, $163.00 
3020078,Antibody Elution, $126.75 
3020081,Antibody Panel Enzyme, $208.75 
3020083,Antibody Panel Short Cold, $253.75 
3020102,Bacterial Serology Grp B, $86.25 
3020103,Bacterial Serology H Flu, $86.25 
3020104,Bacterial Serology Mening, $86.25 
3020105,Bacterial Serology Pneumo, $86.25 
3020145,Blood Typing Rh, $57.50 
3020146,Blood Typing Abo, $71.00 
