"Ketchikan, AK",,
PeaceHealth:  Ketchikan Medical Center,,
Hospital department charges for Services and Supplies,,
,,
,,
Charge Code,Short Description,Charge Each
2780000200,SCREW BN 8.5MM X 40MM CD HZN LGC PEEK PEDCL MULTA STRL,"2,362.94"
2780000200,SCREW BN 8.5MM X 45MM CD HSN LGC PEEK PEDCL MULTA STRL,"2,362.94"
2780000200,SCREW BN 8.5MM X 50MM HA COATED SOLERA,"2,375.00"
2780000200,SCREW BN 8.5MM X 90MM SOLERA,"1,671.05"
2780000200,SCREW BN 8.5MMX40MM SPNL CREO,"1,187.50"
2780000200,SCREW BN 8.5MMX50MM HZN LGC PEEK PEDCL MULTA STRL,"2,362.94"
2780000200,SCREW BN 8.5MMX55MM HZN LGC PEEK PEDCL MULTA STRL,"2,362.94"
2780000200,SCREW BN 8.5X40MM ES2 LUMBR PEDCL,"1,805.00"
2780000200,SCREW BN 8.5X45MM ES2 LUMBR PEDCL,"1,805.00"
2780000200,SCREW BN 8.75MM 100MM RADS,"1,368.00"
2780000200,SCREW BN 80MM 4/2.5MM SELDRILL SCHNZ ORTH TI SELFDRL,360.47
2780000200,SCREW BN 80MM 8.5MM POLYAX 5.5MM ROD,"1,246.88"
2780000200,SCREW BN 80MM CANC LOCK,273.60
2780000200,SCREW BN 80MM CORT ANTIROTATION,551.00
2780000200,SCREW BN 80MM XIA TI SPINE,"1,368.00"
2780000200,SCREW BN 85MM 10.35MM TFNA TI CANN FENESTRATED,"1,531.88"
2780000200,SCREW BN 85MM 23MM 6.5MM CANC SLD NONSTRL,731.50
2780000200,SCREW BN 85MM HIP ANTIROTATION,551.00
2780000200,SCREW BN 8MM 1.7MM CRANFCL TI ER +DR RCS NONSTRL,143.26
2780000200,SCREW BN 8MM 100MM 24MM LG CANC HIP LAG CANN RL,590.90
2780000200,SCREW BN 8MM 100MM 25MM ASNIS III SS CANN THR STRL,700.91
2780000200,SCREW BN 8MM 105MM 24MM LG CANC LAG CANN RL,590.90
2780000200,SCREW BN 8MM 105MM 25MM ASNIS 3 SS SELF TAP SELFDRL CANN,700.91
2780000200,SCREW BN 8MM 10MM T2 TI STD FEM COMPR STRL IM NAIL SYS,490.16
2780000200,SCREW BN 8MM 110MM 24MM LG CANC HIP LAG CANN RL,590.90
2780000200,SCREW BN 8MM 110MM 25MM ASNIS 3 SS SELF TAP SELFDRL CANN,700.91
2780000200,SCREW BN 8MM 115MM 16MM VERFX2 BIODUR HIP SELF TAP S,419.52
2780000200,SCREW BN 8MM 115MM 25MM ASNIS 3 SS SELF TAP SELFDRL CANN,700.91
2780000200,SCREW BN 8MM 120MM 25MM ASNIS 3 SS SELF TAP SELFDRL CANN,700.91
2780000200,SCREW BN 8MM 125MM SS CANN FTHR,645.89
2780000200,SCREW BN 8MM 14.5MM T2 TI ANKL COMPR STRL IM NAIL,482.35
2780000200,SCREW BN 8MM 150MM SS CANN FTHR,693.12
2780000200,SCREW BN 8MM 2.7MM CRANMXF TI MANDIB ER SELF  TAP STRL BLUE,175.96
2780000200,SCREW BN 8MM 25MM T2 TI +0MM FEM COMPR STRL IM NAIL,490.16
2780000200,SCREW BN 8MM 25MM TI ACL/PCL CANN SFT BLNT THR ARTH STRL,180.50
2780000200,SCREW BN 8MM 2MM 30MM TI ACL/PCL CANN SFT BLNT THR ARTH,180.50
2780000200,SCREW BN 8MM 2MM CORT CRANFCL TI SELF  TAP +DR RCS CRS PTCH,109.77
2780000200,SCREW BN 8MM 2MM MAXLFCL SS SELF  DRILING IMF NONSTRL,199.31
2780000200,SCREW BN 8MM 2MM MAXLFCL SS SELF DRILING IMF NONSTRL,193.52
2780000200,SCREW BN 8MM 35MM CLICKX TI PEDCL 1 COR RL,837.90
2780000200,SCREW BN 8MM 35MM MTRX TI SPINE THR NONSTRL,837.90
2780000200,SCREW BN 8MM 35MM MTRX TI SPNL THR NONSTRL,837.90
2780000200,SCREW BN 8MM 4.5MM CORT SCREW BONE L8 MM OD4.5 MM CORT,332.50
2780000200,SCREW BN 8MM 40MM 24MM LG CANC HIP LAG CANN RL,590.90
2780000200,SCREW BN 8MM 40MM 25MM ASNIS 3 SS SELF TAP SELFDRL CANN,700.91
2780000200,SCREW BN 8MM 40MM EXPDM VERSE SPINE 5.5MM ROD,"1,710.00"
2780000200,SCREW BN 8MM 40MM USS TI SPNL SD OPEN RL,"1,020.30"
2780000200,SCREW BN 8MM 45MM 24MM LG CANC LAG CANN RL,590.90
2780000200,SCREW BN 8MM 45MM 25MM ASNIS SS CANN STRL,700.91
2780000200,SCREW BN 8MM 45MM EXPDM VERSE SPINE 5.5MM ROD,"1,710.00"
2780000200,SCREW BN 8MM 45MM MTRX TI T25 SPINE PEDCL POST 2 COR STRDR,837.90
2780000200,SCREW BN 8MM 45MM USS TI SPNL SD OPEN RL,"1,020.30"
2780000200,SCREW BN 8MM 4MM CORT,332.50
2780000200,SCREW BN 8MM 50MM 24MM TIMAX LG CANC HIP LAG CANN NONSTRL,590.90
2780000200,SCREW BN 8MM 50MM 25MM ASNIS SS CANN STRL,700.91
2780000200,SCREW BN 8MM 50MM CLICKX TI PEDCL 1 COR RL,837.90
2780000200,SCREW BN 8MM 50MM EXPDM VERSE SPINE 5.5MM ROD,"1,710.00"
2780000200,SCREW BN 8MM 50MM MTRX TI SPINE THORLMBR PEDCL POST THR,837.90
2780000200,SCREW BN 8MM 50MM USS TI SPNL SD OPEN RL,"1,020.30"
2780000200,SCREW BN 8MM 50MM VIPER TI SPNL POLYAX CANN MINI INV SURG,"1,679.60"
2780000200,SCREW BN 8MM 55MM 24MM LG CANC HIP LAG CANN RL,590.90
2780000200,SCREW BN 8MM 55MM 25MM ASNIS 3 SS ORTH CANN STRL,700.91
2780000200,SCREW BN 8MM 55MM CLICKX TI PEDCL 2 COR PREASMB RL,"1,204.60"
2780000200,SCREW BN 8MM 55MM EXPDM VERSE SPINE 5.5MM ROD,"1,710.00"
2780000200,SCREW BN 8MM 55MM MTRX TI T25 SPINE PEDCL POST 2 COR STRDR,837.90
2780000200,SCREW BN 8MM 5MM T2 TI STD FEM COMPR STRL IM NAIL SYS,490.16
2780000200,SCREW BN 8MM 60MM 24MM LG CANC HIP LAG CANN RL,590.90
2780000200,SCREW BN 8MM 60MM 25MM ASNIS III TI LOWPRO SIRLM CUT FLUT,700.91
2780000200,SCREW BN 8MM 60MM 25MM ASNIS SS CANN STRL,700.91
2780000200,SCREW BN 8MM 65MM 24MM LG CANC HIP LAG CANN RL,590.90
2780000200,SCREW BN 8MM 65MM 25MM ASNIS 3 SS ORTH SELF TAP SELFDRL,700.91
2780000200,SCREW BN 8MM 70MM 24MM LG CANC LAG CANN RL,590.90
2780000200,SCREW BN 8MM 70MM 25MM ASNIS 3 SS CANN STRL,700.91
2780000200,SCREW BN 8MM 75MM 24MM LG CANC LAG CANN RL,590.90
2780000200,SCREW BN 8MM 7MM 120MM 16MM VERFX2 BIODUR 108 ALY HIP CANN,419.52
2780000200,SCREW BN 8MM 7MM 125MM 16MM BIODUR CANN THR SELF TAP,419.52
2780000200,SCREW BN 8MM 7MM 130MM 16MM VERFX2 BIODUR 108 ALY CANN THR,419.52
2780000200,SCREW BN 8MM 7MM 140MM 16MM BIODUR CANN THR SELF TAP,419.52
2780000200,SCREW BN 8MM 7MM 145MM 16MM BIODUR CANN THR SELF TAP,419.52
2780000200,SCREW BN 8MM 7MM 150MM 16MM BIODUR CANN THR SELF TAP,419.52
2780000200,SCREW BN 8MM 80MM 24MM LG CANC HIP LAG CANN RL,590.90
2780000200,SCREW BN 8MM 85MM 24MM LG CANC LAG CANN RL,590.90
2780000200,SCREW BN 8MM 85MM 25MM ASNIS 3 SS SELF TAP SELFDRL CANN,700.91
2780000200,SCREW BN 8MM 90MM 24MM LG CANC HIP LAG CANN RL,590.90
2780000200,SCREW BN 8MM 90MM 25MM ASNIS 3 SS SELF TAP SELFDRL CANN,700.91
2780000200,SCREW BN 8MM 90MM EXP VIPER TI SPNL SAI POLYAX,"2,280.00"
2780000200,SCREW BN 8MM 90MM FTHR CANN LOCK,570.00
2780000200,SCREW BN 8MM 95MM 24MM LG CANC HIP LAG CANN RL,590.90
2780000200,SCREW BN 8MM 95MM 25MM ASNIS 3 SS SELF TAP SELFDRL CANN,700.91
2780000200,SCREW BN 8MM RIBLOC RIB BLUE,199.50
2780000200,SCREW BN 8MM T2 TI +15MM FEM COMPR STRL IM NAIL SYS,490.16
2780000200,SCREW BN 8X 20MM HDLS ACL TI CANN FT STRL,180.50
2780000200,SCREW BN 8X1.7 MM NONLCK SELF TAP CRSSPIN,224.79
2780000200,SCREW BN 8X12MM BIOCMPS TEND BIO COMPR STRL,655.50
2780000200,SCREW BN 8X2.7MM U PLUS LOCK BLU,328.70
2780000200,SCREW BN 9.5MM 40MM XIA TI SPNL FIX 4.5MM,"1,368.00"
2780000200,SCREW BN 9.5MM 45MM XIA TI SPNL FIX 4.5MM,"1,368.00"
2780015400,SCREW BN 9.5MM 70MM CREO AMP SPINE MOD,570.00
2780000200,SCREW BN 9.5MM 70MM ILIUM SLOT 5.5MM ROD,"1,413.13"
2780015400,SCREW BN 9.5MM 90MM CREO AMP SPINE MOD,570.00
2780000200,SCREW BN 90MM 10.35 MM TFNA TI CANN FENESTRATED,"1,531.88"
2780000200,SCREW BN 90MM 8.5MM POLYAX 5.5MM ROD,"1,246.88"
2780000200,SCREW BN 90MM ANTI-ROT AFFIXUS HP FX NAIL,570.00
2780000200,SCREW BN 90MM HIP ANTIROTATION,551.00
2780000200,SCREW BN 95MM 10.35MM TFNA TI CANN FENESTRATED,"1,531.88"
2780000200,SCREW BN 95MM AFFIXUS PROX FEM CORT HIP ANTIROTATION,551.00
2780000200,SCREW BN 9MM 100MM EXPDM TI SPNL POLYAX 2 INNIE 5.5MM ROD,"1,217.90"
2780000200,SCREW BN 9MM 20MM CANN SILK,187.72
2780000200,SCREW BN 9MM 25MM CANN SILK,226.82
2780000200,SCREW BN 9MM 25MM TI ACL/PCL CANN SFT BLNT THR ARTH STRL,180.50
2780000200,SCREW BN 9MM 30MM TI ACL/PCL CANN SFT BLNT THR ARTH STRL,180.50
2780000200,SCREW BN 9MM 80MM EXPDM TI SPNL POLYAX 2 INNIE 5.5MM ROD,"1,217.90"
2780000200,SCREW BN 9MM 90MM EXPDM TI SPNL DUAL INNIE POLYAX 5.5MM,"1,217.90"
2780000200,SCREW BN ACCORD SS HIP CABLE SYS,278.35
2780000200,SCREW BN ACETAB 15MM 6.5MM DOME HIP LOWPRO G7,123.50
2780000200,SCREW BN ACETAB 15MM 6.5MM HIP PLATE GP2 RSTR,123.50
2780000200,SCREW BN AFFIXUS 5.0X32MM CORT,395.20
2780000200,SCREW BN ANCH 3MM 10MM NONLCK,279.68
2780000200,SCREW BN ANCH 3MM 14MM LOCK,394.73
2780000200,SCREW BN ANCH 3MM 26MM LOCK,407.36
2780000200,SCREW BN ANCH 3MM 30MM NLOCK,427.50
2780000200,SCREW BN ANG STAB 5MM 44MM TI HUM TIB SELF TAP LOCK,460.77
2780000200,SCREW BN ANKL TI 2.0X10MM FOREFOOT ORTHOLOC NONLOCK,275.50
2780000200,SCREW BN ANKL TI 2.0X10MM LOCK FOREFOOT ORTHOLOC,655.50
2780000200,SCREW BN ANKL TI 2.0X12MM LOCK FOREFOOT ORTHOLOC,655.50
2780000200,SCREW BN ANKL TI 2.0X14MM FOREFOOT ORTHOLOC NONLOCK,275.50
2780000200,SCREW BN ANKL TI 2.0X16MM FOREFOOT ORTHOLOC NONLOCK,655.50
2780000200,SCREW BN ANKL TI 2.0X18MM FOREFOOT ORTHOLOC NONLOCK,275.50
2780000200,SCREW BN ANKL TI 2.0X8MM FOREFOOT ORTHOLOC NONLOCK,275.50
2780000200,SCREW BN ANKL TI 2.0X8MM LOCK FOREFOOT ORTHOLOC,655.50
2780000200,SCREW BN ANKL TI 2.4X10MM FOREFOOT ORTHOLOC LOCK,655.50
2780000200,SCREW BN ANKL TI 2.4X10MM FOREFOOT ORTHOLOC NONLOCK,275.50
2780000200,SCREW BN ANKL TI 2.4X12MM FOREFOOT ORTHOLOC LOCK,655.50
2780000200,SCREW BN ANKL TI 2.4X12MM FOREFOOT ORTHOLOC NON LOCK,275.50
2780000200,SCREW BN ANKL TI 2.4X16MM FOREFOOT ORTHOLOC NON LOCK,275.50
2780000200,SCREW BN ANKL TI 2.4X8MM FOREFOOT ORTHOLOC LOCK,655.50
2780000200,SCREW BN ANKL TI 2.4X8MM FOREFOOT ORTHOLOC NON LOCK,275.50
2780000200,SCREW BN ANTCER 4.0MMX13MM CANC GLD WD ROOT,285.00
2780000200,SCREW BN ANT-CER II 4.0MMX12MM GOLD WD ROOT,285.00
2780000200,SCREW BN ANT-CER II 4.0MMX14MM GOLD WD ROOT,285.00
2780000200,SCREW BN AQLS TI CANN REAMR 2 PILT REV,225.72
2780000200,SCREW BN ARMADA 5X50MM SPNL POLYAX 5.5MM TI,"1,246.88"
2780000200,SCREW BN ASLS TI F/THR 5X36MM ANKL FEM HUM TIB LOCK STRDR,460.77
2780000200,SCREW BN ASLS TI F/THR 5X48MM ANKL FEM HUM TIB LOCK STRDR,429.97
2780000200,SCREW BN AXON TI SPNL LOCK NONSTRL,191.90
2780000200,SCREW BN AXSOS 4.0MM 16MM SS LOCK SELF TAP T15 DRV NONSTRL,365.28
2780000200,SCREW BN AXSOS SS 4.0X26MM HUM FEM SELF TAP LOCK,324.69
2780000200,SCREW BN BLADE 2.4MM 16MM PRO-TOE VO 0 ANGLE,"1,077.30"
2780000200,SCREW BN BLUE 10MM 2MM CRANMXF TI SELF  TAP LOCK +DR,210.21
2780000200,SCREW BN BLUE 12MM 2MM CRANMXF TI SELF  TAP LOCK +DR,210.21
2780000200,SCREW BN BLUE 14MM 2MM CRANMXF TI SELF  TAP LOCK +DR,210.21
2780000200,SCREW BN BLUE 16MM 2.7MM CORT CRANFCL TI SELF  TAP +DR RCS,175.96
2780000200,SCREW BN BLUE 16MM 2MM CRANMXF TI SELF  TAP LOCK +DR,210.21
2780000200,SCREW BN BLUE 18MM 2MM CRANFCL TI SELF  TAP +DR RCS,210.21
2780000200,SCREW BN BLUE 5MM 2MM +DR CORT TI SELF  TAP LOCK NONSTRL,210.21
2780000200,SCREW BN BLUE 6MM 2MM CRANFCL TI SELF  TAP +DR RCS LOCK,210.21
2780000200,SCREW BN BLUE 8MM 2MM CRANMXF TI SELF  TAP LOCK +DR RCS,210.21
2780000200,SCREW BN CANN BLNT TIP 4X46MM LO PRO,313.50
2780000200,SCREW BN CD HZN 5.0X50 SOLERA,"1,671.05"
2780000200,SCREW BN COMPR 4X32MM HDLS FIXOS,783.75
2780000200,SCREW BN COMPRESSION 2.5X12MM,723.90
2780000200,SCREW BN CORT 2.7X16MM NONSTRL,169.10
2780000200,SCREW BN CORT 2.7X16MM T7 TI VARI-AX,229.48
2780000200,SCREW BN CORT 2.7X18MM T7 LOCK TI VARI-AX,301.28
2780000200,SCREW BN CORT 2.7X18MM T7 TI VARI-AX,223.44
2780000200,SCREW BN CORT 2.7X20MM T7 TI VARI-AX,223.44
2780000200,SCREW BN CORT 2.7X22MM T7 LOCK TI VARI-AX,301.28
2780000200,SCREW BN CORT 2.7X24MM NONSTRL,206.53
2780000200,SCREW BN CORT 2.7X24MM T7 LOCK TI VARI-AX,301.28
2780000200,SCREW BN CORT 2.7X24MM T7 TI VARI-AX,223.44
2780000200,SCREW BN CORT 2.7X26MM T7 LOCK TI VARI-AX,293.36
2780000200,SCREW BN CORT 2MMX19MM MAXDR MINI SCREW,94.39
2780000200,SCREW BN CORT 2X17MM MAXDR MINI SCREW,94.39
2780000200,SCREW BN CORT 3.5MMX20MM FIXOS,723.90
2780000200,SCREW BN CORT 3.5MMX24MM FIXOS,684.19
2780000200,SCREW BN CORT 3.5X10MM SS DISP TM LPS LOPRO LOCK,218.50
2780000200,SCREW BN CORT 3.5X22MM NONSTRL,226.21
2780000200,SCREW BN CORT 3.5X24MM NONSTRL,465.50
2780000200,SCREW BN CORT 3.5X38MM TI W/ WSHR STRL,606.10
2780000200,SCREW BN CORT 3.5X48MM SS LOPRO CORTICA NONLOCK,66.50
2780000200,SCREW BN CORT 3.5X50MM SS LO PRO CORTICA NON LOCK,66.50
2780000200,SCREW BN CORT 4.0X44MM TI NONSTRL,212.93
2780000200,SCREW BN CORT 4.5X30MM STABILIS,209.00
2780000200,SCREW BN CORT 4.5X32MM STABILIS,209.00
2780000200,SCREW BN CORT 4.5X34MM STABILIS,294.50
2780000200,SCREW BN CORT 4.5X38MM STABILIS,294.50
2780000200,SCREW BN CORT 4.5X45MM STABILIS,418.00
2780000200,SCREW BN CORT 4.5X50MM STABILIS,199.50
2780000200,SCREW BN CORT 4MM 40MM STRL,617.50
2780000200,SCREW BN CORT 5X70MM DIST,395.20
2780000200,SCREW BN CORT 74MM 5MM NCB,316.69
2780000200,SCREW BN CORT TI 3.5MM 42MM,65.57
2780000200,SCREW BN CORT TI 3.5MM 44MM,65.57
2780000200,SCREW BN CTRDRV TI 2X19MM MANDIB LOCK CROSDR,243.20
2780000200,SCREW BN DARCO 3.5X26X9.5MM NONSTRL,655.50
2780000200,SCREW BN DARTFIRE 2.5X18MM,380.00
2780000200,SCREW BN DARTFIRE 2.5X22MM,541.50
2780000200,SCREW BN DIST 2.5X09MM MTRSL NONLOCK BABY GORILLA,250.80
2780000200,SCREW BN DIST 2.5X10MM MTRSL NONLOCK BABY GORILLA,250.80
2780000200,SCREW BN DIST 2.5X11MM MTRSL NONLOCK BABY GORILLA,250.80
2780000200,SCREW BN DIST 2.5X12MM MTRSL BABY GORILLA,323.95
2780000200,SCREW BN DIST 2.5X12MM MTRSL LOCK BABY GORILLA,323.95
2780000200,SCREW BN DIST 2.5X12MM MTRSL NONLOCK BABY GORILLA,250.80
2780000200,SCREW BN DIST 2.5X13MM MTRSL NONLOCK BABY GORILLA,250.80
2780000200,SCREW BN DIST 2.5X14MM MTRSL LOCK BABY GORILLA,323.95
2780000200,SCREW BN DIST 2.5X14MM MTRSL NONLOCK BABY GORILLA,250.80
2780000200,SCREW BN DIST 2.5X15MM MTRSL NONLOCK BABY GORILLA,250.80
2780000200,SCREW BN DIST 2.5X16MM MTRSL NONLOCK BABY GORILLA,250.80
2780000200,SCREW BN DIST 2.5X17MM MTRSL NONLOCK BABY GORILLA,250.80
2780000200,SCREW BN DIST 2.5X26MM MTRSL NONLOCK BABY GORILLA,250.80
2780000200,SCREW BN DIST 2X12MM MTRSL BABY GORILLA,323.95
2780000200,SCREW BN DIST 2X13MM MTRSL BABY GORILLA,323.95
2780000200,SCREW BN DIST 2X16MM MTRSL BABY GORILLA,323.95
2780000200,SCREW BN DISTRACTION 14MM AGRS STRL,76.00
2780000200,SCREW BN DRILL-FREE 2.0X7MM MINI TI-6AL-4V,102.66
2780000200,SCREW BN ER ALY 2.3 X 9MM TI MAXDRIVE,119.23
2780000200,SCREW BN EVOS 2.4MMX12MM CTX T7 S-T,92.99
2780000200,SCREW BN EVOS 2.4MMX12MM CTX T7 S-T LOCK,299.54
2780000200,SCREW BN EVOS 2.4MMX13MM CTX T7 S-T,92.99
2780000200,SCREW BN EVOS 2.4MMX14MM CTX T7 S-T,92.99
2780000200,SCREW BN EVOS 2.4MMX17MM CTX T7 S-T LOCK,299.54
2780000200,SCREW BN EVOS 2.4MMX18MM CTX T7 S-T,92.99
2780000200,SCREW BN EVOS 2.4MMX20MM CTX T7 S-T,92.99
2780000200,SCREW BN EVOS 2.4MMX26MM LOCK T7 S-T,299.54
2780000200,SCREW BN EVOS 2.4MMX30MM LOCK T7 S-T,299.54
2780000200,SCREW BN EVOS 2.4MMX34MM CTX T7 S-T,92.99
2780000200,SCREW BN EVOS 3.8MMX14MM OST T7 FT,185.99
2780000200,SCREW BN F/THR T8 14MM 2.7MM,241.97
2780000200,SCREW BN F/THR T8 22MM 2.7MM,241.97
2780000200,SCREW BN FAVORED 4MMX18MM CERV ANG TULIP VUEPOINT,"1,330.00"
2780000200,SCREW BN FAVORED 4MMX22MM CERCV ANG TULIP VUEPOINT,"1,330.00"
2780000200,SCREW BN FAVORED 4X24MM CERV ANG TULIP VUEPOINT,"1,330.00"
2780000200,SCREW BN FAVORED 4X26MM CERV ANG TULIP VUEPOINT,"1,330.00"
2780009800,SCREW BN FAVORED 4X28MM CERV ANG TULIP VUEPOINT,"1,330.00"
2780000200,SCREW BN FAVOURED 4 X14MM ANG TULIP VUEPOINT,"1,330.00"
2780000200,SCREW BN FAVOURED 4MMX16MM CERV ANG TULIP VUEPOINT,"1,330.00"
2780000200,SCREW BN FAVOURED 4MMX20MM VUEPOINT,"1,330.00"
2780000200,SCREW BN FENEST 4.5X45MM SOLERA,"2,850.00"
2780000200,SCREW BN FENEST 5.5X45MM SOLERA,"2,850.00"
2780000200,SCREW BN FENEST 5.5X50MM SOLERA,"2,850.00"
2780000200,SCREW BN FENEST 6.5X45MM SOLERA,"2,850.00"
2780000200,SCREW BN FENEST 6.5X50MM SOLERS,"2,850.00"
2780000200,SCREW BN FENEST 7.5X40MM SOLERA,"2,850.00"
2780000200,SCREW BN FENEST4.5X50MM SOLERA,"2,850.00"
2780000200,SCREW BN FIXED 6.5MM X 30MM PYRAMID,"1,371.42"
2780000200,SCREW BN FR 3.5X12MM,290.95
2780000200,SCREW BN FR 3.5X14MM,290.95
2780000200,SCREW BN FR 4X12MM ST INTERLOK CERV SPINE,290.95
2780000200,SCREW BN FR 4X13MM,290.95
2780000200,SCREW BN FR 4X14MM,290.95
2780000200,SCREW BN FR 4X16MM CRNT INTLOCK ST,290.95
2780000200,SCREW BN G7 6.5X20MM,123.50
2780000200,SCREW BN G7 6.5X25MM LP,123.50
2780000200,SCREW BN G7 6.5X30MM LP,123.50
2780000200,SCREW BN GLEN LGTH MSR LOSS,370.50
2780000200,SCREW BN GOLD 10MM 1.5MM CORT CRANFCL TI SELF  TAP +DR RCS,99.66
2780000200,SCREW BN GOLD 10MM 2MM CORT CRANFCL TI SELF  TAP +DR RCS C,109.77
2780000200,SCREW BN GOLD 12MM 1.5MM CORT CRANFCL TI SELF  TAP +DR RCS,99.66
2780000200,SCREW BN GOLD 12MM 2MM CORT CRANFCL TI SELF  TAP +DR RCS,109.77
2780000200,SCREW BN GOLD 14MM 1.5MM CORT CRANFCL TI SELF  TAP +DR RCS,99.66
2780000200,SCREW BN GOLD 14MM 2MM CORT CRANFCL TI SELF  TAP +DR RCS,109.77
2780000200,SCREW BN GOLD 16MM 2MM CORT CRANFCL TI SELF  TAP +DR RCS,109.77
2780000200,SCREW BN GOLD 18MM 2MM CORT CRANFCL TI SELF  TAP +DR RCS,109.77
2780000200,SCREW BN GOLD 3MM 1.3MM CORT CRANFCL TI SELF  TAP +DR RCS,137.80
2780000200,SCREW BN GOLD 3MM 1MM CORT CRANFCL TI SELF  TAP +DR RCS,147.93
2780000200,SCREW BN GOLD 4MM 1.3MM CORT CRANFCL TI SELF  TAP +DR RCS,137.80
2780000200,SCREW BN GOLD 4MM 1.5MM CORT CRANFCL TI SELF  TAP +DR RCS,99.66
2780000200,SCREW BN GOLD 4MM 1MM CORT CRANFCL TI SELF TAP +DR RCS,29.59
2780000200,SCREW BN GOLD 4MM 2MM CORT CRANFCL TI SELFTAP +DR RCS CRS,109.77
2780000200,SCREW BN GOLD 5MM 1.3MM CORT CRANFCL TI SELF  TAP +DR RCS,137.80
2780000200,SCREW BN GOLD 5MM 1MM CORT CRANFCL TI SELF  TAP +DR RCS,29.59
2780000200,SCREW BN GOLD 6MM 1.3MM CORT CRANFCL TI SELF  TAP +DR RCS,137.80
2780000200,SCREW BN GOLD 6MM 1.5MM CORT CRANFCL TI SELFDRL +DR RCS,99.66
2780000200,SCREW BN GOLD 6MM 2MM CORT CRANFCL TI SELF  TAP +DR RCS,109.77
2780000200,SCREW BN GOLD 8MM 1.3MM CORT CRANFCL TI SELF  TAP +DR RCS,137.80
2780000200,SCREW BN GOLD 8MM 1.5MM CORT CRANFCL TI SELF  TAP +DR RCS,99.66
2780000200,SCREW BN HD TI 6.5X45X16MM CANN DARCO,832.20
2780000200,SCREW BN HEAD TI 6.5X50MM,832.20
2780000200,SCREW BN HEAD TI 6.5X55MM,832.20
2780000200,SCREW BN HEADED 4X36MM TI CANN DARTFIRE DRK BLU SELF TAP,712.50
2780000200,SCREW BN HELCL 110MM 13.5MM TFNA STRL,"1,639.55"
2780000200,SCREW BN HINDFOOT 2.5X26MM MINI MONSTER,365.75
2780000200,SCREW BN ILSCRL POLYAX REV,"1,368.00"
2780000200,SCREW BN INTFR 8X23MM MILAGRO,741.00
2780000200,SCREW BN INTFR 9X30MM GRDSMN FEM TAPR,197.16
2780000200,SCREW BN INTFR FSTTHRD 11X30MM BIOCOMP,560.50
2780000200,SCREW BN LAG 100MM 23MM 6.5MM CANC SLD NONSTRL,731.50
2780000200,SCREW BN LAG 105MM 23MM 6.5MM CANC SLD NONSTRL,731.50
2780000200,SCREW BN LAG 120MM 23MM 6.5MM CANC SLD NONSTRL,731.50
2780000200,SCREW BN LAG 3.5X26MM,769.50
2780000200,SCREW BN LAG 3.5X28MM,769.50
2780000200,SCREW BN LAG 3.5X32MM,769.50
2780000200,SCREW BN LAG 3.5X34MM,769.50
2780000200,SCREW BN LAG 3D 3.5MM 28MM CROSS CHECK,769.50
2780000200,SCREW BN LAG 3D 3.5MM 30MM CROSSCHECK,769.50
2780000200,SCREW BN LAG 3D 3.5MM 32MM CROSSCHECK,794.20
2780000200,SCREW BN LAG 3D 3.5MM 34MM CROSSCHECK,769.50
2780000200,SCREW BN LAG 3D 3.5MM 36MM CROSSCHECK,794.20
2780000200,SCREW BN LAG 3D 3.5MM 40MM CROSS CHECK,769.50
2780000200,SCREW BN LAG 90MM 23MM 6.5MM CANC SLD NONSTERILE,731.50
2780000200,SCREW BN LAG 95MM 23MM 6.5MM CANCELLOUS  SOLID NONSTERILE,731.50
2780000200,SCREW BN LCP 2MM 26MM SS SM BN SELF TAP LOCK T6 STRDR RCS,247.10
2780000200,SCREW BN LCP SS 2.7X46MM LOCK FOREFOOT MIDFOOT RCS NONSTRL,305.24
2780000200,SCREW BN LCP SS 44X2.7MM LOCK VA SELF TAB T8 STRDRV NONSTRL,305.24
2780000200,SCREW BN LCP SS PROX FEM 2 PART CNCT STRDR RCS NONSTRL,347.40
2780000200,SCREW BN LCP TI 5X70MM NONSTRL PERIART CANN CONE,372.10
2780000200,SCREW BN LCP TI 5X75MM NONSTRL PERIART CANN CONE,372.10
2780000200,SCREW BN LEGION 4 15DX5P KNEE L WDG,"3,980.50"
2780000200,SCREW BN LEGION 5 5DX10P KNEE L WDG,"3,980.50"
2780000200,SCREW BN LOCK 2.7MM X 11MM,193.80
2780000200,SCREW BN LOCK 3.0X10MM,769.50
2780000200,SCREW BN LOCK 3.0X24MM,769.50
2780000200,SCREW BN LOCK 4.5 X 32MM,381.90
2780000200,SCREW BN LOCK ASMBLY,85.50
2780000200,SCREW BN LOCK F/THR T8 12MM 2.7MM,402.80
2780000200,SCREW BN LOCK F/THR T8 14MM 2.7MM,413.67
2780000200,SCREW BN LOCK F/THR T8 20MM 2.7MM,413.67
2780000200,SCREW BN LOCK F/THR T8 22MM 2.7MM,413.67
2780000200,SCREW BN LOCK F/THR T8 24MM 2.7MM,413.67
2780000200,SCREW BN LOCK T10 F/THR 10MM 3.5MM,460.50
2780000200,SCREW BN LOCK T10 F/THR 14MM 3.5MM,460.50
2780000200,SCREW BN LOCK T10 F/THR 16MM 3.5MM,460.50
2780000200,SCREW BN LOCK T10 F/THR 22MM 3.5MM,460.50
2780000200,SCREW BN LONG 4.5MM X 46MM,788.50
