Lakeland Community Hospital,,
Standard Charges,,
,,
SVCCD,Description,Price
241339,LIFT HEEL P/INCH,$24.50 
242009,IMP KNEE JOINT G56,"$15,614.00 "
242011,IMP KNEE JOINT G58,"$16,709.50 "
242056,IMP MIDDLE EAR G10,"$2,739.50 "
242057,IMP NEURO SHUNT G06,"$2,739.50 "
242058,IMP NEURO SHUNT G07,"$4,109.00 "
242059,IMP NEURO SHUNT G08,"$5,478.50 "
242060,IMP NEURO SHUNT G09,"$6,848.00 "
242061,IMP NEURO SHUNT G10,"$8,218.50 "
242062,IMP NEURO SHUNT G11,"$9,587.50 "
242063,IMP NEURO SHUNT G12,"$10,957.50 "
242064,CATH BLLN G01,$130.50 
242065,CATH BLLN G02,$261.00 
242066,CATH BLLN G03,$391.50 
242067,CATH BLLN G04,$522.00 
242068,CATH BLLN G05,$783.00 
242069,CATH BLLN G06,"$1,043.50 "
242070,CATH BLLN G07,"$1,304.50 "
242071,CATH BLLN G08,"$1,565.50 "
242072,CATH BLLN G09,"$1,826.00 "
242073,CATH BLLN G10,"$2,087.00 "
242074,CATH BLLN G11,"$2,348.00 "
242075,CATH BLLN G12,"$2,608.50 "
242076,CATH BLLN G13,"$3,913.50 "
242077,CATH TA NONLAS G05,$783.00 
242078,CATH TA NONLAS G06,"$1,043.50 "
242079,CATH TA NONLAS G07,"$1,304.50 "
242080,CATH TA NONLAS G08,"$1,565.50 "
242081,CATH TA NONLAS G09,"$1,826.00 "
242082,CATH TA NONLAS G10,"$2,087.00 "
242083,CATH TA NONLAS G11,"$2,348.00 "
242084,CATH TA NONLAS G12,"$2,608.50 "
242085,CATH TA NONLAS G13,"$3,913.50 "
242086,CATH BLLN TD NONVASC,$130.50 
242087,CATH BLLN TD NONVASC,$261.00 
242088,CATH BLLN TD NONVASC,$391.50 
242089,CATH BLLN TD NONVASC,$522.00 
242090,CATH BLLN TD NONVASC,$783.00 
242091,CATH BLLN TD NONVASC,"$1,043.50 "
242092,CATH DRAINAGE G02,$261.00 
242093,CATH DRAINAGE G03,$391.50 
242094,CATH DRAINAGE G04,$522.00 
242095,CATH HEMO/PERI LTM G,$130.50 
242096,CATH HEMO/PERI LTM G,$196.00 
242097,CATH HEMO/PERI LTM G,$261.00 
242098,CATH HEMO/PERI LTM G,$522.00 
242099,CATH HEMO/PERI LTM G,$783.00 
242101,IMP PACEMAKER SNGL G,"$9,587.50 "
242102,IMP PACEMAKER SNGL G,"$10,957.50 "
242103,IMP PACEMAKER SNGL G,"$12,326.50 "
242104,IMP PACEMAKER SNGL G,"$13,696.50 "
242105,IMP PACEMAKER SNGL G,"$15,066.00 "
242106,IMP PACEMAKER SNGL G,"$16,435.50 "
242107,IMP PACEMAKER SNGL G,"$17,805.00 "
242108,IMP PACEMAKER SNGL G,"$19,175.00 "
242109,IMP PACEMAKER SNGL G,"$20,545.00 "
242110,IMP PACEMAKER SNGL G,"$21,914.00 "
242111,IMP PACEMAKER SNGL G,"$23,284.00 "
242112,CATH HEMO/PERI LTM G,"$1,043.50 "
242114,CATH HEMO/PERI LTM G,"$1,304.50 "
242115,CATH THROMB EMBO G03,$391.50 
242116,CATH THROMB EMBO G04,$522.00 
242118,CATH THROMB EMBO G05,$783.00 
242119,CATH THROMB EMBO G06,"$1,043.50 "
242120,CATH THROMB EMBO G07,"$1,304.50 "
242125,CATH THROMB EMBO G08,"$1,565.50 "
242127,IMP PACEMAKER DUAL G,"$9,587.50 "
242128,IMP PACEMAKER DUAL G,"$10,957.50 "
242129,IMP PACEMAKER DUAL G,"$12,326.50 "
242130,IMP PACEMAKER DUAL G,"$13,696.50 "
242131,IMP PACEMAKER DUAL G,"$15,066.00 "
242132,IMP PACEMAKER DUAL G,"$16,435.50 "
242133,IMP PACEMAKER DUAL G,"$17,805.00 "
242134,IMP PACEMAKER DUAL G,"$19,175.00 "
242135,IMP PACEMAKER DUAL G,"$20,545.00 "
242136,IMP PACEMAKER DUAL G,"$21,914.00 "
242137,IMP PACEMAKER DUAL G,"$23,284.00 "
242138,CATH THROMB EMBO G09,"$1,826.00 "
242139,CATH THROMB EMBO G10,"$2,087.00 "
242140,CATH THROMB EMBO G11,"$2,348.00 "
242142,CATHETER GUIDING G02,$261.00 
242143,CATHETER GUIDING G03,$391.50 
242144,CATHETER GUIDING G04,$522.00 
242145,CATHETER GUIDING G05,$783.00 
242146,CATHETER GUIDING G06,"$1,043.50 "
242147,CATHETER GUIDING G07,"$1,304.50 "
242148,CATHETER GUIDING G08,"$1,565.50 "
242153,IMP PUMP INFUSION G0,"$19,175.00 "
242154,IMP PUMP INFUSION G0,"$21,914.00 "
242155,IMP PUMP INFUSION G0,"$24,653.50 "
242156,IMP PUMP INFUSION G0,"$27,392.50 "
242157,IMP PUMP INFUSION G0,"$30,132.50 "
242158,IMP PUMP INFUSION G0,"$32,871.50 "
242170,CATHETER GUIDING G09,"$1,826.00 "
242175,GRAFT BONE G01,"$1,369.50 "
242176,GRAFT TISSUE G21,"$12,017.50 "
242177,CATHETER GUIDING G10,"$2,087.00 "
242178,CATHETER GUIDING G11,"$2,348.00 "
242179,IMP EXFIX G22,"$5,478.50 "
242180,IMP EXFIX G23,"$6,848.00 "
242181,IMP EXFIX G24,"$8,218.50 "
242182,IMP EXFIX G25,"$9,587.50 "
242183,IMP EXFIX G26,"$10,957.50 "
242203,INTR/SHEATH FXD PEEL,$130.50 
242204,INTR/SHEATH FXD PEEL,$196.00 
242205,INTR/SHEATH FXD PEEL,$261.00 
242206,INTR/SHEATH FXD PEEL,$522.00 
242208,INTR/SHEATH FXD PEEL,$783.00 
242209,INTR/SHEATH FXD PEEL,"$1,043.50 "
242210,INTR/SH NOCARD NOLAS,$196.00 
242211,INTR/SH NOCARD NOLAS,$522.00 
242212,INTR/SH NOCARD NOLAS,"$1,043.50 "
242213,INTR/SH MOCARD NOLAS,"$1,304.50 "
242214,INTR/SH NOCARD NOLAS,"$1,565.50 "
242215,INTR/SH NOCARD NOLAS,"$1,826.00 "
242216,CATH BLLN DIL NONVAS,$261.00 
242217,CATH BLLN DIL NONVAS,$522.00 
242218,CATH BLLN DIL NONVAS,"$1,043.50 "
242219,CATH BLLN DIL NONVAS,"$1,304.50 "
242220,CATH BLLN DIL NONVAS,"$1,565.50 "
242221,CATH BLLN DIL NONVAS,"$1,826.00 "
242222,CATH BLLN DIL NOVASC,"$2,087.00 "
242223,CATH BLLN DIL NONVAS,"$2,348.00 "
242224,CATH BLLN DIL NONVAS,"$2,608.50 "
242225,CATH BLLN DIL NONVAS,"$2,869.50 "
242226,CATH BLLN DIL NONVAS,"$3,130.50 "
242227,CATH BLLN DIL NONVAS,"$3,391.50 "
242228,ENDO RETRACTOR G04,$522.00 
242229,ENDO RETRACTOR G05,$652.50 
242230,ENDO RETRACTOR G06,$783.00 
242231,ENDO RETRACTOR G07,$913.50 
242232,ENDO RETRACTOR G08,"$1,043.50 "
242233,ENDO RETRACTOR G09,"$1,174.50 "
242234,ENDO RETRACTOR G10,"$1,304.50 "
242235,IMP PM LEAD OTH G17,"$12,326.50 "
242236,IMP PM LEAD OTH G18,"$13,696.50 "
242237,IMP PM LEAD OTH G19,"$16,435.50 "
242238,IMP PM LEAD OTH G20,"$19,175.00 "
242239,IMP PM LEAD OTH G21,"$21,914.00 "
242240,PT PRG NURSTM G06,"$1,643.50 "
242241,PT PRG NURSTM G07,"$1,917.50 "
242242,PT PRG NURSTM G08,"$2,191.50 "
242243,PT PRG NURSTM G09,"$2,465.00 "
242244,PT PRG NURSTM G10,"$2,739.50 "
242245,PT PRG NURSTM G11,"$4,109.00 "
242246,PT PRG NURSTM G12,"$5,478.50 "
242247,PT PRG NURSTM G13,"$6,848.00 "
242248,PT PRG NURSTM G14,"$8,218.50 "
242250,PEN CARDIAC ABLATION,"$1,304.50 "
242252,IMP NEURO LEAD G38,"$10,135.00 "
242253,IMP NEURO LEAD G39,"$10,409.00 "
242254,IMP NEURO LEAD G40,"$10,683.00 "
242255,IMP NEURO LEAD G41,"$10,957.50 "
242256,IMP NEURO LEAD G42,"$11,231.00 "
242257,IMP NEURO LEAD G43,"$11,505.00 "
242258,IMP NEURO LEAD G44,"$11,779.00 "
242259,IMP NEURO LEAD G45,"$12,052.50 "
242260,IMP NEURO LEAD G46,"$12,326.50 "
242261,IMP NEURO LEAD G47,"$12,600.50 "
242262,IMP NEURO LEAD G48,"$12,874.50 "
242263,IMP NEURO LEAD G49,"$13,148.00 "
242264,IMP NEURO LEAD G50,"$13,422.00 "
242265,IMP NEURO LEAD G51,"$13,696.50 "
242266,IMP NEURO LEAD G52,"$13,971.00 "
242267,IMP NEURO LEAD G53,"$14,244.50 "
242268,IMP NEURO LEAD G54,"$14,518.50 "
242269,IMP NEURO LEAD G55,"$14,792.50 "
242270,IMP NEURO LEAD G56,"$15,066.00 "
242271,IMP NEURO LEAD G57,"$15,614.00 "
242272,IMP NEURO LEAD G58,"$16,161.50 "
242273,IMP NEURO LEAD G59,"$16,709.50 "
242274,ST CT/COV W/DEL G17,"$9,587.50 "
242275,ST CT/COV W/DEL G18,"$10,957.50 "
242276,ST CT/COV W/DEL G19,"$12,326.50 "
242277,ST CT/COV W/DEL G20,"$13,696.50 "
242279,CATH THROMB EMBO G13,"$3,913.50 "
242280,IMP MIDDLE EAR G11,"$4,109.00 "
242281,IMP MIDDLE EAR G12,"$5,478.50 "
242282,IMP MIDDLE EAR G13,"$6,848.00 "
242283,IMP MIDDLE EAR G14,"$8,218.50 "
242284,PEN CARDIAC ABLATION,"$2,608.50 "
242285,PEN CARDIAC ABLATION,"$3,913.50 "
242286,PEN CARDIAC ABLATION,"$5,217.50 "
242287,PEN CARDIAC ABLATION,"$6,522.00 "
242288,PEN CARDIAC ABLATION,"$7,826.50 "
242289,IMP TISSUE NON-HUMAN,"$6,848.00 "
242290,IMP TISSUE NON-HUMAN,"$8,218.50 "
242291,IMP TISSUE NON-HUMAN,"$9,587.50 "
242292,IMP TISSUE NON-HUMAN,"$10,957.50 "
242293,IMP TISSUE NON-HUMAN,"$12,326.50 "
242294,IMP TISSUE NON-HUMAN,"$13,696.50 "
242295,IMP NAILS G22,"$8,218.50 "
242296,IMP NAILS G23,"$9,587.50 "
242297,IMP NAILS G24,"$10,957.50 "
242299,BONE PUTTY G05,"$6,848.00 "
242301,CANNULA SHOULDER G02,$130.50 
242302,CANNULA SHOULDER G03,$196.00 
242303,CANNULA SHOULDER G04,$261.00 
242304,CANNULA SHOULDER G05,$326.00 
242305,CANNULA SHOULDER G06,$391.50 
242306,CANNULA SHOULDER G07,$457.00 
242307,CANNULA SHOULDER G08,$522.00 
242308,PUMP PAIN MGT DISP >,"$1,369.50 "
242310,VERT CMNT DLV SYS G0,$65.00 
242311,BURR/BLADE/BITS G32,"$2,217.50 "
242312,BURR/BLADE/BITS G33,"$2,348.00 "
242313,BURR/BLADE/BITS G34,"$2,478.50 "
242314,BURR/BLADE/BITS G35,"$2,608.50 "
242315,BURR/BLADE/BITS G36,"$3,913.50 "
242316,BURR/BLADE/BITS G37,"$5,217.50 "
242317,BURR/BLADE/BITS G38,"$6,522.00 "
242318,BURR/BLADE/BITS G39,"$7,826.50 "
242320,VERT CMNT DLV SYS G0,$130.50 
242321,VERT CMNT DLV SYS G0,$196.00 
242322,VERT CMNT DLV SYS G0,$261.00 
242323,VERT CMNT DLV SYS G0,$522.00 
242324,VERT CMNT DLV SYS G0,$783.00 
242325,VERT CMNT DLV SYS G0,"$1,043.50 "
242326,VERT CMNT DLV SYS G0,"$1,304.50 "
242327,VERT CMNT DLV SYS G0,"$1,565.50 "
242328,VERT CMNT DLV SYS G1,"$1,826.00 "
242329,VERT CMNT DLV SYS G1,"$2,087.00 "
242330,VERT CMNT DLV SYS G1,"$2,348.00 "
242331,VERT CMNT DLV SYS G1,"$2,608.50 "
242332,IMP WSHR/NUTS/CAP G0,"$1,232.50 "
242333,IMP WSHR/NUTS/CAP G1,"$1,369.50 "
242334,IMP WSHR/NUTS/CAP G1,"$1,507.00 "
242335,IMP WSHR/NUTS/CAP G1,"$1,643.50 "
242336,IMP CLAMPS G04,"$1,643.50 "
242337,IMP CLAMPS G05,"$1,917.50 "
242338,IMP CLAMPS G06,"$2,191.50 "
242339,IMP CLAMPS G07,"$2,465.00 "
242340,IMP CLAMPS G08,"$2,739.50 "
242341,CATH INFUS PICC/MID,"$1,826.00 "
242342,CATH INFUS PICC/MID,"$2,087.00 "
242343,CATH INFUS PICC/MID,"$2,348.00 "
242344,CATH INFUS PICC/MID,"$2,608.50 "
242345,PROBE SUCTION ENERGY,$643.00 
242346,IMP PINS/WIRES G11,"$1,917.50 "
242347,IMP PINS/WIRES G12,"$2,191.50 "
242348,IMP PINS/WIRES G13,"$2,465.00 "
242349,IMP PINS/WIRES G14,"$2,739.50 "
242350,IMP PINS/WIRES G15,"$4,109.00 "
242351,IMP PINS/WIRES G16,"$5,478.50 "
242367,CATHETER GUIDING G12,"$2,608.50 "
242368,CATHETER GUIDING G13,"$3,913.50 "
242369,CATHETER GUIDING G14,"$5,217.50 "
242370,IMP TISSUE HUMAN G05,"$6,848.00 "
242371,IMP TISSUE HUMAN G06,"$8,218.50 "
242372,IMP TISSUE HUMAN G07,"$9,587.50 "
242373,IMP MESH G64,"$19,175.00 "
242374,IMP MESH G65,"$20,545.00 "
242375,IMP MESH G66,"$21,914.00 "
242376,IMP MESH G67,"$23,284.00 "
242377,IMP MESH G68,"$24,653.50 "
242378,IMP MESH G69,"$26,023.00 "
242379,IMP MESH G70,"$27,392.50 "
242380,IMP MESH G71,"$28,762.00 "
242381,IMP MESH G72,"$30,132.50 "
242382,IMP MESH G73,"$31,501.50 "
242383,IMP MESH G74,"$32,871.50 "
242384,IMP MESH G75,"$34,240.50 "
242385,IMP MESH G76,"$35,611.00 "
242386,IMP MESH G77,"$36,980.50 "
242387,IMP MESH G78,"$38,349.50 "
242388,IMP MESH G79,"$39,719.50 "
242389,IMP MESH G80,"$41,089.00 "
242390,INTR/SHEATH FXD OTH,$130.50 
242391,INTR/SHEATH FXD OTH,$196.00 
242392,INTR/SHEATH FXD OTH,$261.00 
242393,INTRO/SHEATH FXD OTH,$522.00 
242394,INTR/SHEATH FXD OTH,$783.00 
242395,INTR/SHEATH FXD OTH,"$1,043.50 "
242396,INTR/SHEATH FXD OTH,"$1,304.50 "
242397,INTRO/SHEATH FXD OTH,"$1,565.50 "
242398,INTR/SHEATH FXD OTH,"$1,826.00 "
242399,CLIP APPLIER G03,$391.50 
242424,IMP HRT VALVE G01,"$5,478.50 "
242425,IMP HEART VALVE G02,"$8,218.50 "
242426,IMP HRT VALVE G03,"$10,957.50 "
242427,IMP HRT VALVE G04,"$13,696.50 "
242428,IMP HRT VALVE G05,"$16,435.50 "
242429,IMP HRT VALVE G06,"$19,175.00 "
242430,IMP HRT VALVE G07,"$21,914.00 "
242432,IMP HIP JOINT G78,"$21,640.00 "
242433,IMP HIP JOINT G79,"$21,914.00 "
242434,IMP PM LEAD SNGL G05,"$1,369.50 "
242435,IMP SPINE CAGES G10,"$2,739.50 "
242436,IMP SPINE CAGES G07,"$1,917.50 "
242437,IMP PLATE G63,"$15,614.00 "
242438,IMP PLATE G49,"$11,779.00 "
242439,IMP SPINE CAGES G04,"$1,095.50 "
242440,IMP SPINE CAGES G11,"$3,013.50 "
242441,IMP SPINE CAGES G12,"$3,287.50 "
242442,IMP SPINE CAGES G13,"$3,561.00 "
242443,IMP SPINE CAGES G14,"$3,835.00 "
242444,IMP SPINE CAGES G15,"$4,109.00 "
242445,IMP SPINE CAGES G16,"$4,382.50 "
242446,IMP SPINE CAGES G17,"$4,657.00 "
242447,IMP SPINE CAGES G18,"$4,931.00 "
242448,IMP SPINE CAGES G19,"$5,205.00 "
242449,IMP SPINE CAGES G20,"$5,478.50 "
242450,IMP SPINE CAGES G21,"$5,752.50 "
242451,IMP SPINE CAGES G22,"$6,026.50 "
242452,IMP SPINE CAGES G23,"$6,300.00 "
242453,IMP SPINE CAGES G24,"$6,574.00 "
242454,IMP SPINE CAGES G25,"$6,848.00 "
242455,IMP SPINE CAGES G26,"$7,122.00 "
242456,IMP SPINE CAGES G52,"$14,244.50 "
242457,IMP SPINE CAGES G27,"$7,395.50 "
242458,IMP SPINE CAGES G53,"$14,518.50 "
242459,IMP SPINE CAGES G28,"$7,669.50 "
242460,IMP SPINE CAGES G54,"$14,792.50 "
242461,IMP SPINE CAGES G29,"$7,944.00 "
242462,IMP SPINE CAGES G55,"$15,066.00 "
242463,IMP SPINE CAGES G30,"$8,218.50 "
242464,IMP SPINE CAGES G56,"$15,340.00 "
242465,IMP SPINE CAGES G31,"$8,492.00 "
242466,IMP SPINE CAGES 32,"$8,766.00 "
242467,IMP SPINE CAGES G33,"$9,040.00 "
242468,IMP SPINE CAGES G34,"$9,313.50 "
242469,IMP SPINE CAGES G35,"$9,587.50 "
242470,IMP SPINE CAGES G36,"$9,861.50 "
242471,IMP SPINE CAGES G37,"$10,135.00 "
242472,IMP SPINE CAGES G38,"$10,409.00 "
242473,IMP SPINE CAGES G39,"$10,683.00 "
242474,IMP SPINE CAGES G40,"$10,957.50 "
242475,IMP SPINE CAGES G41,"$11,231.00 "
242476,IMP SPINE CAGES G42,"$11,505.00 "
242477,IMP SPINE CAGES G43,"$11,779.00 "
242478,IMP SPINE CAGES G44,"$12,052.50 "
242479,IMP SPINE CAGES G45,"$12,326.50 "
242480,IMP SPINE CAGES G46,"$12,600.50 "
242481,IMP SPINE CAGES G47,"$12,874.50 "
242482,IMP SPINE CAGES G48,"$13,148.00 "
242483,IMP SPINE CAGES G49,"$13,422.00 "
242484,IMP SPINE CAGES G50,"$13,696.50 "
242485,IMP SPINE CAGES G51,"$13,971.00 "
242486,IMP PLATE G52,"$12,600.50 "
242487,IMP PLATE G53,"$12,874.50 "
242488,IMP PLATE G54,"$13,148.00 "
242489,IMP PLATE G55,"$13,422.00 "
242490,IMP PLATE G56,"$13,696.50 "
242491,IMP PLATE G57,"$13,971.00 "
242492,IMP PLATE G58,"$14,244.50 "
242493,IMP PLATE G59,"$14,518.50 "
242494,IMP PLATE G60,"$14,792.50 "
242495,IMP PLATE G61,"$15,066.00 "
242496,IMP PLATE G62,"$15,340.00 "
242497,IMP PLATE G64,"$15,887.50 "
242498,IMP PLATE G65,"$16,161.50 "
242499,IMP PLATE G66,"$16,435.50 "
242501,IMP PLATE G67,"$16,709.50 "
242502,IMP PLATE G68,"$16,983.00 "
242503,IMP PLATE G69,"$17,257.50 "
242504,IMP PLATE G70,"$17,531.50 "
242505,IMP PLATE G71,"$17,805.00 "
242506,IMP PLATE G72,"$18,079.00 "
242507,IMP PLATE G73,"$18,353.00 "
242508,IMP PLATE G74,"$18,627.00 "
242509,IMP PLATE G75,"$18,900.50 "
242510,IMP PLATE G50,"$12,052.50 "
242511,IMP PLATE G76,"$19,175.00 "
242512,IMP PLATE G51,"$12,326.50 "
242513,IMP PLATE G77,"$19,449.00 "
242514,IMP PLATE G78,"$19,723.00 "
242515,IMP PLATE G79,"$19,996.50 "
242516,IMP PLATE G80,"$20,271.00 "
242517,IMP PLATE G81,"$20,545.00 "
242518,IMP PLATE G82,"$20,818.50 "
242520,IMP PM LEAD SNGL G06,"$1,643.50 "
242521,IMP PM LEAD SNGL G07,"$1,917.50 "
242522,IMP PM LEAD SNGL G08,"$2,191.50 "
242523,IMP PM LEAD SNGL G09,"$2,465.00 "
242524,IMP PM LEAD SNGL G10,"$2,739.50 "
242525,IMP PM LEAD SNGL G11,"$4,109.00 "
242526,IMP PM LEAD SNGL G12,"$5,478.50 "
242527,IMP PM LEAD SNGL G13,"$6,848.00 "
242528,IMP PM LEAD SNGL G14,"$8,218.50 "
242529,IMP PM LEAD SNGL G15,"$9,587.50 "
242530,IMP PM LEAD SNGL G16,"$10,957.50 "
242531,IMP PM LEAD SNGL G17,"$12,326.50 "
242532,IMP PM LEAD SNGL G18,"$13,696.50 "
242533,IMP PM LEAD SNGL G19,"$16,435.50 "
242534,IMP PM LEAD SNGL G20,"$19,175.00 "
242535,IMP PM LEAD SNGL G21,"$21,914.00 "
242536,IMP PM LEAD OTH G01,$274.00 
242537,IMP PM LEAD OTH G02,$547.50 
242538,IMP PM LEAD OTH G03,$821.50 
242539,IMP PM LEAD OTH G04,"$1,095.50 "
242540,IMP PM LEAD OTH G05,"$1,369.50 "
242541,IMP PM LEAD OTH G06,"$1,643.50 "
242542,IMP PM LEAD OTH G07,"$1,917.50 "
242543,IMP PM LEAD OTH G08,"$2,191.50 "
242544,IMP PM LEAD OTH G09,"$2,465.00 "
242545,IMP PM LEAD OTH G10,"$2,739.50 "
242546,IMP PM LEAD OTH G11,"$4,109.00 "
242547,IMP PM LEAD OTH G12,"$5,478.50 "
242548,IMP SPINE CAGES G01,$274.00 
242549,IMP SPINE CAGES G02,$547.50 
242551,IMP SPINE CAGES G03,$821.50 
242552,IMP SPINE CAGES G05,"$1,369.50 "
242553,IMP SPINE CAGES G06,"$1,643.50 "
242554,IMP SPINE CAGES G08,"$2,191.50 "
242555,IMP SPINE CAGES G09,"$2,465.00 "
242556,IMP PLATE G47,"$11,231.00 "
242557,IMP PLATE G48,"$11,505.00 "
242558,IMP HRT VALVE M G03,"$10,957.50 "
242559,IMP HRT VALVE M G04,"$13,696.50 "
242560,IMP HRT VALVE M G05,"$16,435.50 "
242561,IMP HRT VALVE T G01,"$5,478.50 "
242562,IMP HRT VALVE T G02,"$8,218.50 "
242563,IMP HRT VALVE T G03,"$10,957.50 "
242564,IMP HRT VALVE T G04,"$13,696.50 "
242565,IMP HRT VALVE T G05,"$16,435.50 "
242566,IMP ADP/EXT G01,$137.00 
242567,IMP ADP/EXT G02,$274.00 
242568,IMP ADP/EXT G03,$547.50 
242569,IMP ADP/EXT G04,$821.50 
242570,IMP ADP/EXT G05,"$1,095.50 "
242571,IMP ADP/EXT G06,"$1,369.50 "
242572,IMP ADP/EXT G07,"$1,643.50 "
242573,IMP ADP/EXT G08,"$1,917.50 "
242574,IMP ADP/EXT G09,"$2,191.50 "
242575,IMP ADP/EXT G10,"$2,465.00 "
242576,IMP ADP/EXT G11,"$2,739.50 "
242577,IMP ADP/EXT G12,"$4,109.00 "
242578,IMP ADP/EXT G13,"$5,478.50 "
242579,IMP ADP/EXT G14,"$6,848.00 "
242580,CLIP APPLIER G04,$522.00 
242581,CLIP APPLIER G05,$783.00 
242582,CLIP APPLIER G06,"$1,043.50 "
242583,CLIP APPLIER G07,"$1,304.50 "
242584,CLIP G02,$261.00 
242585,CLIP G03,$391.50 
242587,CLIP G04,$522.00 
242588,CLIP G05,$783.00 
242589,CLIP G06,"$1,043.50 "
242590,CLIP G07,"$1,304.50 "
242591,SUPPORT GIRDLE G02,$130.50 
242593,SUPPORT GIRDLE G03,$196.00 
242596,SUPPORT GIRDLE G04,$261.00 
242597,IMP ELBOW JNT G23,"$11,779.00 "
242598,IMP ELBOW JNT G24,"$12,052.50 "
242599,IMP ELBOW JNT G25,"$12,326.50 "
242600,IMP WSHR/NUTS/CAP G0,$685.00 
242601,IMP WSHR/NUTS/CAP G0,$821.50 
242602,IMP WSHR/NUTS/CAP G0,$959.00 
242603,IMP WSHR/NUTS/CAP G0,"$1,095.50 "
242604,IMP NEURO LEAD G01,$274.00 
242605,IMP NEURO LEAD G02,$547.50 
242606,IMP NEURO LEAD G03,$821.50 
242607,IMP NEURO LEAD G04,"$1,095.50 "
242608,IMP NEURO LEAD G05,"$1,369.50 "
242609,IMP NEURO LEAD G06,"$1,643.50 "
242610,IMP NEURO LEAD G07,"$1,917.50 "
242611,IMP NEURO LEAD G08,"$2,191.50 "
242612,IMP NEURO LEAD G09,"$2,465.00 "
242613,IMP NEURO LEAD G10,"$2,739.50 "
242614,IMP NEURO LEAD G11,"$3,013.50 "
242615,IMP NEURO LEAD G12,"$3,287.50 "
242616,IMP NEURO LEAD G13,"$3,561.00 "
242617,IMP NEURO LEAD G14,"$3,835.00 "
242618,IMP NEURO LEAD G15,"$4,109.00 "
242619,IMP NEURO LEAD G16,"$4,382.50 "
242620,IMP NEURO LEAD G17,"$4,657.00 "
242622,IMP NAILS G18,"$4,931.00 "
242623,IMP NAILS G19,"$5,205.00 "
242624,IMP NAILS G20,"$5,478.50 "
242625,IMP NAILS G21,"$6,848.00 "
242626,IMP NEURO LEAD G18,"$4,931.00 "
242627,IMP NEURO LEAD G19,"$5,205.00 "
242628,IMP NEURO LEAD G20,"$5,478.50 "
242629,IMP NEURO LEAD G21,"$5,752.50 "
242630,IMP NEURO LEAD G22,"$6,026.50 "
242631,IMP NEURO LEAD G23,"$6,300.00 "
242632,IMP NEURO LEAD G24,"$6,574.00 "
242633,IMP NEURO LEAD G26,"$6,848.00 "
242634,IMP NEURO LEAD G27,"$7,122.00 "
242635,IMP NEURO LEAD G28,"$7,395.50 "
242636,IMP NEURO LEAD G29,"$7,669.50 "
242637,IMP NEURO LEAD G30,"$7,944.00 "
242638,IMP NEURO LEAD G31,"$8,218.50 "
242639,IMP NEURO LEAD G32,"$8,492.00 "
242640,IMP NEURO LEAD G33,"$8,766.00 "
242641,IMP NEURO LEAD G34,"$9,040.00 "
242642,IMP NEURO LEAD G35,"$9,313.50 "
242643,IMP NEURO LEAD G36,"$9,587.50 "
242644,IMP NEURO LEAD G37,"$9,861.50 "
242645,IMP BN ART/AUG G14,"$3,835.00 "
242646,IMP BN ART/AUG G15,"$4,109.00 "
242647,IMP BN ART/AUG G16,"$4,382.50 "
242648,IMP BN ART/AUG G17,"$4,657.00 "
242649,IMP BN ART/AUG G18,"$4,931.00 "
242650,IMP BN ART/AUG G19,"$5,205.00 "
242651,IMP BN ART/AUG G20,"$5,478.50 "
242652,IMP BN ART/AUG G21,"$5,752.50 "
242653,IMP BN ART/AUG G22,"$6,026.50 "
242654,IMP BN ART/AUG G23,"$6,300.00 "
242655,IMP BN ART/AUG G24,"$6,574.00 "
242656,IMP BN ART/AUG G25,"$6,848.00 "
242657,IMP BN ART/AUG G26,"$7,122.00 "
242658,IMP BN ART/AUG G27,"$7,395.50 "
242659,IMP BN ART/AUG G28,"$7,669.50 "
242660,IMP BN ART/AUG G29,"$7,944.00 "
242661,IMP BN ART/AUG G30,"$8,218.50 "
242662,IMP BN ART/AUG G31,"$8,492.00 "
242663,SUPPORT GIRDLE G05,$522.00 
242673,PT PRG NURSTM G04,"$1,095.50 "
242676,IMP TISSUE HUMAN G01,"$1,369.50 "
242677,IMP TISSUE HUMAN G03,"$4,109.00 "
242680,PT PRG NURSTM G05,"$1,369.50 "
242681,PT PRG NURSTM G01,$274.00 
242683,CEMENT BONE G01,$137.00 
242684,CEMENT BONE G02,$274.00 
242686,ST CT/COV W/DEL G06,"$1,095.50 "
242687,PT PRG NURSTM G02,$547.50 
242688,PT PRG NURSTM G03,$821.50 
242689,BONE PUTTY G01,"$1,369.50 "
242690,BONE PUTTY G02,"$2,739.50 "
242691,BONE PUTTY G03,"$4,109.00 "
242692,BONE PUTTY G04,"$5,478.50 "
242707,GRAFT BONE G02,"$2,739.50 "
242708,GRAFT BONE G03,"$4,109.00 "
242709,GRAFT BONE G04,"$5,478.50 "
242710,GRAFT BONE G05,"$6,848.00 "
242711,GRAFT BONE G07,"$9,587.50 "
242712,GRAFT BONE G08,"$10,957.50 "
242713,GRAFT BONE G09,"$12,326.50 "
242714,GRAFT BONE G10,"$13,696.50 "
242715,GRAFT BONE G06,"$8,218.50 "
242716,GRAFT BONE G11,"$15,066.00 "
242717,GRAFT BONE G12,"$16,435.50 "
242718,GRAFT BONE G13,"$17,805.00 "
242722,SUPPORT GIRDLE G06,$783.00 
242727,ST NON-CT/COV W/DEL,$137.00 
242728,IMP MESH G49,"$10,683.00 "
